NON $ % + - . 0
#NON	d	f	b	c	e	a
18.181818181818183	0.1966295839252753	0.2039201499603734	0.1693276641182023	0.14779914624546953	0.02398431799859318	0.15989468810231808
18.68686868686869	0.19662958385539503	0.20392014989955948	0.1693276640927929	0.14779914620542714	0.023984317992845037	0.15989468806126733
19.191919191919194	0.1966295837980937	0.2039201498496925	0.16932766407195737	0.1477991461725928	0.023984317988105547	0.15989468802760573
19.6969696969697	0.19662958379574672	0.20392014984765	0.16932766407110397	0.1477991461712487	0.023984317987772577	0.15989468802622542
20.202020202020204	0.19662958379339976	0.2039201498456075	0.16932766407025057	0.1477991461699046	0.023984317987439607	0.1598946880248451
20.70707070707071	0.19662958379105278	0.203920149843565	0.16932766406939717	0.14779914616856052	0.023984317987106638	0.1598946880234648
21.212121212121215	0.19662958378870582	0.2039201498415225	0.16932766406854374	0.14779914616721643	0.023984317986773668	0.15989468802208448
21.71717171717172	0.19662958378635884	0.20392014983948	0.16932766406769034	0.14779914616587236	0.023984317986440698	0.15989468802070417
22.222222222222225	0.19662958378401188	0.2039201498374375	0.16932766406683694	0.14779914616452827	0.023984317986107728	0.15989468801932386
22.72727272727273	0.1966295837816649	0.203920149835395	0.16932766406598354	0.14779914616318418	0.02398431798577476	0.15989468801794354
23.232323232323235	0.19662958377931794	0.2039201498333525	0.16932766406513014	0.1477991461618401	0.02398431798544179	0.15989468801656323
23.73737373737374	0.19662958377697096	0.20392014983131	0.16932766406427674	0.147799146160496	0.02398431798510882	0.15989468801518292
24.242424242424242	0.196629583774624	0.20392014982926748	0.16932766406342334	0.1477991461591519	0.02398431798477585	0.1598946880138026
24.747474747474747	0.19662958377227702	0.203920149827225	0.1693276640625699	0.14779914615780781	0.02398431798444288	0.1598946880124223
25.252525252525253	0.19662958376993006	0.2039201498251825	0.1693276640617165	0.14779914615646372	0.02398431798410991	0.15989468801104198
25.757575757575758	0.19662958376758308	0.20392014982314	0.1693276640608631	0.14779914615511963	0.02398431798377694	0.15989468800966167
26.262626262626263	0.19662958376523612	0.2039201498210975	0.1693276640600097	0.14779914615377554	0.02398431798344397	0.15989468800828135
26.767676767676768	0.19662958376288914	0.20392014981905499	0.1693276640591563	0.14779914615243145	0.023984317983111	0.15989468800690101
27.272727272727273	0.19662958376054218	0.20392014981701248	0.1693276640583029	0.14779914615108736	0.02398431798277803	0.1598946880055207
27.77777777777778	0.19662958375819523	0.20392014981496998	0.1693276640574495	0.14779914614974327	0.02398431798244506	0.1598946880041404
28.282828282828284	0.19662958375584824	0.2039201498129275	0.16932766405659608	0.14779914614839917	0.02398431798211209	0.15989468800276008
28.78787878787879	0.19662958375350129	0.203920149810885	0.16932766405574268	0.14779914614705508	0.02398431798177912	0.15989468800137976
29.292929292929294	0.1966295837511543	0.2039201498088425	0.16932766405488928	0.147799146145711	0.02398431798144615	0.15989468799999945
29.7979797979798	0.19662958374880735	0.20392014980679998	0.16932766405403588	0.1477991461443669	0.023984317981113182	0.15989468799861914
30.303030303030305	0.19662958374646036	0.20392014980475748	0.16932766405318248	0.1477991461430228	0.023984317980780212	0.15989468799723883
30.80808080808081	0.1966295837441134	0.20392014980271497	0.16932766405232907	0.14779914614167872	0.023984317980447242	0.15989468799585851
31.313131313131315	0.19662958374176642	0.20392014980067247	0.16932766405147567	0.14779914614033463	0.023984317980114273	0.1598946879944782
31.81818181818182	0.19662958373941947	0.20392014979863	0.16932766405062227	0.14779914613899053	0.023984317979781306	0.1598946879930979
32.323232323232325	0.19662958373707248	0.20392014979658749	0.16932766404976884	0.14779914613764644	0.023984317979448336	0.15989468799171758
32.82828282828283	0.19662958373472553	0.20392014979454498	0.16932766404891544	0.14779914613630235	0.023984317979115367	0.15989468799033726
33.333333333333336	0.19662958373237854	0.20392014979250248	0.16932766404806204	0.14779914613495826	0.023984317978782397	0.15989468798895695
33.83838383838384	0.1966295837300316	0.20392014979045997	0.16932766404720864	0.14779914613361417	0.023984317978449427	0.15989468798757664
34.343434343434346	0.1966295837276846	0.20392014978841747	0.16932766404635524	0.14779914613227008	0.023984317978116457	0.15989468798619633
34.84848484848485	0.19662958372533765	0.20392014978637496	0.16932766404550184	0.14779914613092598	0.023984317977783488	0.15989468798481601
35.35353535353536	0.19662958372299066	0.20392014978433248	0.16932766404464844	0.1477991461295819	0.023984317977450518	0.1598946879834357
35.85858585858586	0.1966295837206437	0.20392014978228998	0.169327664043795	0.1477991461282378	0.023984317977117548	0.1598946879820554
36.36363636363637	0.19662958371829675	0.20392014978024747	0.1693276640429416	0.1477991461268937	0.02398431797678458	0.15989468798067505
36.86868686868687	0.19662958371594977	0.20392014977820497	0.1693276640420882	0.14779914612554962	0.02398431797645161	0.15989468797929474
37.37373737373738	0.1966295837136028	0.20392014977616246	0.1693276640412348	0.14779914612420553	0.02398431797611864	0.15989468797791442
37.87878787878788	0.19662958371125583	0.20392014977411996	0.1693276640403814	0.14779914612286144	0.02398431797578567	0.1598946879765341
38.38383838383839	0.19662958370890887	0.20392014977207745	0.169327664039528	0.14779914612151737	0.0239843179754527	0.1598946879751538
38.88888888888889	0.1966295837065619	0.20392014977003495	0.1693276640386746	0.14779914612017328	0.02398431797511973	0.15989468797377349
39.3939393939394	0.19662958370421493	0.20392014976799247	0.16932766403782118	0.1477991461188292	0.02398431797478676	0.15989468797239317
39.8989898989899	0.19662958370186795	0.20392014976594997	0.16932766403696778	0.1477991461174851	0.02398431797445379	0.15989468797101286
40.40404040404041	0.196629583699521	0.20392014976390746	0.16932766403611438	0.147799146116141	0.02398431797412082	0.15989468796963255
40.909090909090914	0.196629583697174	0.20392014976186496	0.16932766403526098	0.14779914611479691	0.02398431797378785	0.15989468796825224
41.41414141414142	0.1966295836954524	0.20392014976036665	0.16932766403463495	0.14779914611381095	0.023984317973542602	0.1598946879672397
41.919191919191924	0.19662958369537356	0.20392014976029807	0.16932766403460628	0.14779914611376582	0.023984317973527805	0.1598946879671933
42.42424242424243	0.19662958369529474	0.20392014976022946	0.16932766403457764	0.1477991461137207	0.02398431797351301	0.15989468796714693
42.929292929292934	0.1966295836952159	0.20392014976016087	0.16932766403454896	0.1477991461136756	0.023984317973498214	0.15989468796710052
43.43434343434344	0.19662958369513708	0.20392014976009226	0.1693276640345203	0.14779914611363046	0.02398431797348342	0.15989468796705414
43.939393939393945	0.19662958369505826	0.20392014976002368	0.16932766403449165	0.14779914611358533	0.023984317973468627	0.15989468796700776
44.44444444444445	0.19662958369497943	0.20392014975995507	0.16932766403446298	0.1477991461135402	0.02398431797345383	0.15989468796696135
44.949494949494955	0.1966295836949006	0.20392014975988648	0.1693276640344343	0.14779914611349507	0.023984317973439036	0.15989468796691497
45.45454545454546	0.19662958369482178	0.20392014975981787	0.16932766403440566	0.14779914611344994	0.023984317973424242	0.15989468796686856
45.959595959595966	0.19662958369474295	0.2039201497597493	0.169327664034377	0.1477991461134048	0.023984317973409445	0.15989468796682219
46.46464646464647	0.19662958369466416	0.20392014975968067	0.16932766403434832	0.14779914611335968	0.02398431797339465	0.1598946879667758
46.969696969696976	0.19662958369458533	0.2039201497596121	0.16932766403431967	0.14779914611331457	0.023984317973379854	0.1598946879667294
47.47474747474748	0.1966295836945065	0.20392014975954348	0.169327664034291	0.14779914611326944	0.02398431797336506	0.15989468796668302
47.979797979797986	0.19662958369442768	0.2039201497594749	0.16932766403426233	0.1477991461132243	0.023984317973350266	0.15989468796663664
48.484848484848484	0.19662958369434885	0.20392014975940628	0.1693276640342337	0.14779914611317918	0.02398431797333547	0.15989468796659023
48.98989898989899	0.19662958369427003	0.2039201497593377	0.16932766403420502	0.14779914611313405	0.023984317973320676	0.15989468796654385
49.494949494949495	0.1966295836941912	0.2039201497592691	0.16932766403417635	0.14779914611308892	0.023984317973305882	0.15989468796649745
50.0	0.19662958369411238	0.2039201497592005	0.16932766403414767	0.1477991461130438	0.023984317973291085	0.15989468796645107
