NON $ % + - . 0
#NON	d	f	b	c	e	a
0.0	0.10045853377352587	0.5081384289066116	0.8843243838387308	0.3630362548301256	0.2001081695999266	0.9479863184986009
0.5050505050505051	0.16482101179304623	0.285240086035063	0.35214553785961505	0.19840540253872094	0.1132113232290604	0.4233233393885829
1.0101010101010102	0.1862045920523421	0.22516718550248038	0.2162825504456405	0.15715743070385338	0.0666900837568618	0.24777163081514397
1.5151515151515151	0.19304423748246982	0.20917538842184688	0.18135202456980076	0.14854732949569774	0.043651468424378614	0.1889673331130624
2.0202020202020203	0.1952930969580521	0.20506008908493606	0.17236417876261922	0.14731648522997376	0.03279893356938688	0.16940500029270017
2.5252525252525255	0.1960836223944866	0.20407620778174212	0.1700653364472345	0.1474007766693361	0.02785909096875138	0.1629597774058649
3.0303030303030303	0.1963873480684234	0.20388190242899848	0.169489553300382	0.14758226649733105	0.0256639912882076	0.1608618560527627
3.5353535353535355	0.19651521814520254	0.20386771044110147	0.16935306933436392	0.14769390695573667	0.024704925429767963	0.1601899125939133
4.040404040404041	0.1965733411348609	0.20388403543131187	0.16932521839117803	0.14774989436852756	0.02429097160192994	0.15997970565880684
4.545454545454546	0.19660124089181752	0.20389897638145413	0.16932220757808808	0.14777617758702113	0.02411392773791119	0.1599164024201098
5.050505050505051	0.19661510181725478	0.2039084961531435	0.1693237061713408	0.14778831152203192	0.024038759959206818	0.1598986203819446
5.555555555555556	0.1966221279234143	0.20391391911401943	0.16932530610035598	0.1477939464650431	0.02400704512964267	0.1598943331434226
6.0606060606060606	0.1966257298014325	0.20391686565920453	0.16932635785747638	0.1477966059245582	0.023993740807415752	0.15989372261838605
6.565656565656566	0.19662758722944412	0.20391843136105228	0.16932696399967553	0.14779788523315165	0.023988195491012023	0.15989393414432934
7.070707070707071	0.19662854829861567	0.20391925389774784	0.16932729462355045	0.1477985121717278	0.02398589865069599	0.15989421456453612
7.575757575757576	0.19662904588212626	0.20391968317699413	0.1693274704461205	0.1477988238699244	0.02398495677384872	0.15989441569876556
8.080808080808081	0.1966293045844339	0.2039199071993706	0.169327563009675	0.1477989815071423	0.02398456984171462	0.15989453727946423
8.585858585858587	0.19662943971817898	0.2039200245550626	0.16932761180423844	0.14779906210760005	0.02398441369205194	0.15989460741924355
9.090909090909092	0.19662950903150883	0.20392008484461885	0.1693276369667439	0.14779910275306496	0.023984355454801126	0.15989464578364385
9.595959595959597	0.19662954480277015	0.20392011593195178	0.16932764991979918	0.14779912359483177	0.023984332481386393	0.1598946657801323
10.101010101010102	0.1966295635147505	0.20392013219919297	0.1693276566988302	0.14779913447204743	0.02398432305611278	0.1598946763023614
10.606060606060607	0.1966295732007712	0.20392014062967218	0.16932766022132453	0.14779914007469352	0.023984319585791662	0.15989468187054828
11.111111111111112	0.19662957824695765	0.20392014501954225	0.16932766205484048	0.1477991429831934	0.023984318355613866	0.15989468479067118
11.616161616161618	0.1966295808676202	0.2039201472993125	0.1693276630064183	0.14779914449077455	0.023984317974853526	0.15989468631227735
12.121212121212121	0.19662958222504726	0.20392014848082746	0.16932766350001324	0.1477991452707122	0.023984317889831068	0.15989468710504234
12.626262626262626	0.19662958310254916	0.2039201492445942	0.16932766381921288	0.14779914577452	0.0239843178702115	0.15989468761858178
13.131313131313131	0.1966295839116308	0.20392014994891114	0.16932766411346956	0.147799146239301	0.023984317835279375	0.15989468809157467
13.636363636363637	0.19662958438097355	0.20392015035743147	0.1693276642841423	0.14779914650871753	0.023984317832858235	0.15989468836630077
14.141414141414142	0.19662958451057744	0.20392015047015516	0.1693276643312311	0.14779914658276963	0.023984317862948083	0.15989468844276009
14.646464646464647	0.19662958430044247	0.2039201502870822	0.16932766425473597	0.14779914646145728	0.023984317925548917	0.15989468832095258
15.151515151515152	0.19662958439351047	0.20392015036805533	0.1693276642885603	0.14779914651474108	0.023984317939034903	0.15989468837566168
15.656565656565657	0.1966295844116841	0.20392015038384564	0.16932766429515161	0.14779914652505685	0.023984317951408065	0.159894688386487
16.161616161616163	0.19662958433788377	0.20392015031958102	0.1693276642682963	0.1477991464825767	0.023984317964836778	0.1598946883434725
16.666666666666668	0.1966295841721095	0.20392015017526147	0.16932766420799436	0.14779914638730057	0.02398431797932104	0.15989468824661823
17.171717171717173	0.19662958406503586	0.2039201500820012	0.16932766416902106	0.14779914632555427	0.023984318010089455	0.15989468818441951
17.67676767676768	0.19662958399515557	0.2039201500211873	0.16932766414361167	0.14779914628551188	0.023984318004341316	0.1598946881433688
