NON $ % + - . 0 1
#NON	g	a	f	c	d	b	e
19.12751677852349	0.18506177666272375	0.050896380003755806	0.0518420836211242	0.035176478196112505	0.17556278846637025	0.017779497547579952	0.1558766067470224
19.46308724832215	0.18506177666273366	0.05089638003676682	0.05184208363670205	0.03517647821003516	0.1755627884664912	0.017779497555152807	0.1558766067470331
19.798657718120808	0.18506177666274357	0.050896380069777834	0.0518420836522799	0.035176478223957815	0.1755627884666122	0.01777949756272566	0.15587660674704382
20.134228187919465	0.18506177666275347	0.050896380102788845	0.051842083667857745	0.03517647823788047	0.17556278846673315	0.017779497570298515	0.15587660674705456
20.469798657718123	0.18506177666276338	0.05089638013579986	0.0518420836834356	0.035176478251803124	0.1755627884668541	0.017779497577871367	0.15587660674706527
20.80536912751678	0.18506177666277257	0.05089638016664666	0.051842083698015705	0.035176478264809796	0.17556278846696627	0.0177794975849468	0.1558766067470752
21.140939597315437	0.18506177666277449	0.050896380175299114	0.05184208370236388	0.035176478268422906	0.17556278846698797	0.017779497586921135	0.15587660674707732
21.476510067114095	0.1850617766627764	0.05089638018395157	0.051842083706712054	0.035176478272036016	0.1755627884670097	0.01777949758889547	0.15587660674707945
21.812080536912752	0.1850617766627783	0.05089638019260402	0.05184208371106022	0.035176478275649126	0.17556278846703144	0.017779497590869803	0.15587660674708156
22.14765100671141	0.1850617766627802	0.050896380201256475	0.051842083715408396	0.035176478279262235	0.17556278846705314	0.01777949759284414	0.15587660674708367
22.483221476510067	0.18506177666278212	0.05089638020990893	0.05184208371975657	0.035176478282875345	0.17556278846707488	0.017779497594818474	0.15587660674708578
22.818791946308725	0.18506177666278403	0.05089638021856138	0.051842083724104746	0.03517647828648846	0.1755627884670966	0.017779497596792808	0.15587660674708792
23.154362416107382	0.18506177666278592	0.050896380227213836	0.05184208372845292	0.03517647829010157	0.1755627884671183	0.017779497598767142	0.15587660674709003
23.48993288590604	0.18506177666278703	0.05089638023233436	0.05184208373102796	0.03517647829223955	0.17556278846713105	0.017779497599935475	0.15587660674709125
23.8255033557047	0.1850617766627871	0.050896380232631155	0.051842083731181335	0.03517647829236288	0.17556278846713153	0.017779497600003014	0.1558766067470913
24.161073825503358	0.18506177666278711	0.05089638023292795	0.05184208373133471	0.035176478292486206	0.175562788467132	0.017779497600070554	0.15587660674709136
24.496644295302016	0.18506177666278717	0.05089638023322476	0.05184208373148809	0.03517647829260954	0.17556278846713247	0.017779497600138094	0.15587660674709142
24.832214765100673	0.1850617766627872	0.050896380233521554	0.05184208373164147	0.03517647829273287	0.1755627884671329	0.017779497600205633	0.15587660674709147
25.16778523489933	0.18506177666278725	0.05089638023381836	0.05184208373179484	0.035176478292856195	0.17556278846713338	0.017779497600273173	0.15587660674709153
25.503355704697988	0.1850617766627873	0.050896380234115156	0.051842083731948214	0.03517647829297953	0.17556278846713386	0.01777949760034071	0.15587660674709156
25.838926174496645	0.18506177666278734	0.05089638023441196	0.05184208373210159	0.03517647829310286	0.17556278846713433	0.01777949760040825	0.1558766067470916
26.174496644295303	0.1850617766627874	0.05089638023470876	0.05184208373225497	0.035176478293226184	0.1755627884671348	0.01777949760047579	0.15587660674709167
26.51006711409396	0.18506177666278745	0.050896380235005555	0.051842083732408346	0.035176478293349515	0.17556278846713527	0.01777949760054333	0.15587660674709172
26.845637583892618	0.18506177666278747	0.05089638023530236	0.051842083732561724	0.03517647829347285	0.17556278846713574	0.01777949760061087	0.15587660674709178
27.181208053691275	0.18506177666278753	0.050896380235599156	0.0518420837327151	0.03517647829359617	0.1755627884671362	0.017779497600678408	0.15587660674709183
27.516778523489933	0.18506177666278759	0.05089638023589596	0.05184208373286848	0.035176478293719504	0.17556278846713666	0.017779497600745948	0.1558766067470919
27.85234899328859	0.1850617766627876	0.05089638023619276	0.051842083733021856	0.035176478293842836	0.17556278846713713	0.017779497600813488	0.15587660674709192
28.18791946308725	0.18506177666278767	0.050896380236489555	0.05184208373317523	0.03517647829396616	0.1755627884671376	0.017779497600881027	0.15587660674709197
28.52348993288591	0.18506177666278772	0.05089638023678636	0.05184208373332861	0.03517647829408949	0.17556278846713808	0.017779497600948567	0.15587660674709203
28.859060402684566	0.18506177666278775	0.05089638023708316	0.05184208373348199	0.03517647829421282	0.17556278846713855	0.017779497601016107	0.15587660674709208
29.194630872483224	0.1850617766627878	0.05089638023737996	0.051842083733635365	0.03517647829433615	0.175562788467139	0.017779497601083646	0.15587660674709214
29.53020134228188	0.18506177666278786	0.05089638023767676	0.05184208373378874	0.03517647829445948	0.17556278846713946	0.017779497601151186	0.1558766067470922
29.86577181208054	0.1850617766627879	0.05089638023797356	0.05184208373394212	0.03517647829458281	0.17556278846713994	0.017779497601218726	0.15587660674709225
30.201342281879196	0.18506177666278795	0.05089638023827036	0.0518420837340955	0.03517647829470614	0.1755627884671404	0.017779497601286266	0.15587660674709228
30.536912751677853	0.185061776662788	0.05089638023856716	0.051842083734248874	0.03517647829482947	0.17556278846714088	0.017779497601353805	0.15587660674709233
30.87248322147651	0.18506177666278803	0.05089638023886396	0.05184208373440225	0.035176478294952795	0.17556278846714135	0.017779497601421345	0.1558766067470924
31.20805369127517	0.18506177666278809	0.05089638023916076	0.05184208373455563	0.03517647829507613	0.17556278846714182	0.017779497601488885	0.15587660674709244
31.543624161073826	0.18506177666278814	0.05089638023945756	0.051842083734709006	0.03517647829519946	0.17556278846714227	0.017779497601556424	0.1558766067470925
31.879194630872483	0.18506177666278817	0.05089638023975436	0.05184208373486238	0.035176478295322784	0.17556278846714274	0.017779497601623964	0.15587660674709256
32.214765100671144	0.18506177666278822	0.050896380240051164	0.05184208373501576	0.035176478295446116	0.1755627884671432	0.017779497601691504	0.1558766067470926
32.5503355704698	0.18506177666278828	0.05089638024034796	0.05184208373516914	0.03517647829556945	0.17556278846714368	0.017779497601759044	0.15587660674709264
32.88590604026846	0.1850617766627883	0.05089638024064476	0.051842083735322515	0.03517647829569277	0.17556278846714415	0.017779497601826583	0.1558766067470927
33.22147651006711	0.18506177666278836	0.05089638024094156	0.05184208373547589	0.035176478295816105	0.17556278846714463	0.017779497601894123	0.15587660674709275
