NON $ % + - . 0 1
#NON	g	a	f	c	d	b	e
0.0	0.5297792630139718	0.5299291215102335	0.9768767263286687	0.26436994521934865	0.7549633790365559	0.006501946007757442	0.22274371253349867
0.33557046979865773	0.314134680312619	0.34767083816088995	0.39734917381431967	0.14782173735371892	0.48777432888857014	0.029462678756934035	0.18808688888782513
0.6711409395973155	0.23468599489630296	0.23754314970723428	0.19101185639343835	0.0970139681587685	0.3446326361280766	0.033491181719077806	0.17213024277341094
1.0067114093959733	0.20497390138878965	0.17019043475057677	0.11481837032809022	0.07273552013524816	0.26756260830458395	0.031826963269492914	0.16446895715224866
1.342281879194631	0.19352394191105945	0.12836157673701096	0.08490269860627883	0.059731609120808264	0.22582734291412151	0.028920453689475885	0.16059325408628786
1.6778523489932886	0.18890458536217392	0.10193180375155224	0.07180115618442406	0.05194613194932265	0.20311356905703087	0.026166861557310926	0.15853579282486366
2.0134228187919465	0.1869269963243478	0.08493727532762352	0.0651104042911647	0.04687684701577719	0.19070333808108542	0.023922646256332197	0.1574023337916836
2.348993288590604	0.1860217170906779	0.07383036084691944	0.0611191850115853	0.04340675004954205	0.18390184141589125	0.022204903443570387	0.1567617069033085
2.684563758389262	0.18557901512250718	0.06646816720156826	0.05845920992582786	0.04097373895616166	0.18016491913511803	0.020932624822865595	0.15639355275579542
3.0201342281879198	0.18534977546202147	0.061531417823595086	0.056581405261159436	0.039253368594191436	0.17810735375187273	0.020008837821714778	0.1561797685478327
3.3557046979865772	0.18522569385038215	0.05819097955838813	0.05522722674267136	0.0380360258240353	0.17697225568843777	0.019346903509783304	0.15605483203797646
3.691275167785235	0.18515638977120896	0.0559151860636425	0.054247820906207306	0.0371767998816658	0.17634491058770452	0.018876995253790205	0.1559815367823024
4.026845637583893	0.18511686554890808	0.05435691929876541	0.05354275702176533	0.03657244986606479	0.17599757563071816	0.018545648314161896	0.15593843820143793
4.3624161073825505	0.1850940228892401	0.05328609267271472	0.053038671456745456	0.03614881590476376	0.1758049292314054	0.018313156440737038	0.1559130605907706
4.697986577181208	0.18508071256705397	0.052548348148790454	0.05268072836267331	0.03585272571137681	0.17569789035939304	0.01815061586468429	0.15589810538684823
5.033557046979866	0.1850729178351125	0.05203917640051054	0.05242805688644594	0.035646267160693565	0.17563831219032336	0.018037281240814083	0.15588928810621122
5.369127516778524	0.1850683389145967	0.05168732142682044	0.05225054971385758	0.035502566475181	0.17560508501929045	0.0179584074959125	0.1558840876954997
5.704697986577181	0.18506564454429375	0.051443974613152116	0.05212631135354234	0.03540268215713449	0.17558652210057485	0.017903591953446794	0.15588102017341746
6.0402684563758395	0.18506405758826894	0.051275577903960055	0.05203960461716252	0.03533332346165652	0.17557613236042716	0.017865534173021527	0.15587921061924925
6.375838926174497	0.18506312182396134	0.0511590022343501	0.05197921494280889	0.03528519787880945	0.17557030525331704	0.017839130604810814	0.1558781429945219
6.7114093959731544	0.1850625702855719	0.0510782804465323	0.05193722635350977	0.03525182118983702	0.17556703118701572	0.017820820846914012	0.155877513144087
7.046979865771813	0.18506224476105387	0.051022376455923564	0.05190805843441546	0.03522868335779931	0.17556518787372363	0.01780812898365702	0.15587714151438217
7.38255033557047	0.18506205283293198	0.05098365550676422	0.051887817841625654	0.035212646595579315	0.1755641480498395	0.01779933295724435	0.1558769222545232
7.718120805369128	0.18506193960585413	0.050956834990842456	0.051873778907638744	0.035201534164349214	0.17556356036226364	0.017793238232879916	0.15587679289459233
8.053691275167786	0.18506187281062764	0.050938258507622035	0.05186404630630426	0.03519383570857333	0.17556322764463334	0.01778901613403977	0.15587671659070426
8.389261744966444	0.1850618334023332	0.05092539080332427	0.051857300790567634	0.035188502427970975	0.1755630388340634	0.017786091293223692	0.1558766715695527
8.724832214765101	0.18506181014789239	0.050916477142406345	0.051852626357289454	0.0351848077875752	0.17556293146479152	0.017784065169113808	0.15587664500251747
9.060402684563758	0.18506179640495962	0.05091029998700598	0.05184938626815577	0.035182247386169145	0.17556287017483072	0.017782661093635344	0.15587662930180807
9.395973154362416	0.1850617882782692	0.05090601827816158	0.051847140107263864	0.0351804726701485	0.17556283510256054	0.01778168789438022	0.15587662001733923
9.731543624161075	0.18506178355056016	0.05090305753031971	0.051845586751489335	0.03517924548245285	0.17556281549264932	0.017781014957928335	0.15587661461617414
10.067114093959733	0.18506178074407076	0.05090100600116765	0.051844510440423076	0.035178395207376804	0.17556280413066547	0.017780548710147445	0.15587661140985695
10.40268456375839	0.18506177906636714	0.050899584096259644	0.051843764463080595	0.03517780595535945	0.1755627974417373	0.017780225594278557	0.1558766094930504
10.738255033557047	0.18506177808717986	0.050898598630068036	0.051843247434334945	0.03517739753381317	0.17556279370702343	0.0177800016431545	0.15587660837444042
11.073825503355705	0.18506177752999098	0.05089791773130887	0.05184289030208031	0.035177115258408054	0.17556279171339176	0.01777984687418988	0.15587660773813053
11.409395973154362	0.1850617771896937	0.050897446292884174	0.051842643141666325	0.03517691989216326	0.1755627904369308	0.017779739753889825	0.15587660734935033
11.74496644295302	0.18506177697374881	0.05089711916691179	0.05184247137182717	0.03517678450743447	0.17556278956012303	0.017779665500453706	0.15587660710221757
12.080536912751679	0.185061776846887	0.05089689152968687	0.051842351482246085	0.03517669030069312	0.17556278909592718	0.017779613823069248	0.15587660695700029
12.416107382550337	0.18506177677961047	0.05089673517030737	0.05184226952391496	0.03517662536436647	0.1755627889153147	0.017779578231502773	0.1558766068805388
12.751677852348994	0.18506177673639798	0.05089662668062712	0.05184221376181066	0.03517658010339921	0.17556278877623158	0.01777955346851968	0.1558766068320081
13.087248322147651	0.18506177670146703	0.05089655146320242	0.05184217621924621	0.03517654881785195	0.17556278856119695	0.01777953637136851	0.15587660679251286
13.422818791946309	0.18506177667736795	0.050896499192858366	0.05184214973183396	0.035176527394624436	0.17556278838063383	0.01777952462825672	0.1558766067644453
13.758389261744966	0.18506177666714804	0.05089646220339063	0.05184212885712935	0.03517651260361426	0.17556278833660544	0.017779516437563987	0.15587660675130793
14.093959731543626	0.18506177666556078	0.05089643583812412	0.0518421117107776	0.03517650203342793	0.175562788395422	0.017779510530067714	0.15587660674829998
14.429530201342283	0.18506177666938478	0.050896418915342405	0.051842098752083385	0.03517649505108566	0.1755627885134083	0.017779506596924437	0.15587660675218487
14.76510067114094	0.18506177666693557	0.05089640689293986	0.05184209424419585	0.035176489605428775	0.17556278851186438	0.017779503693743808	0.15587660675076204
15.100671140939598	0.18506177666482915	0.05089639868214144	0.05184209258414353	0.035176486016246775	0.17556278848975465	0.017779501808181507	0.15587660674916187
15.436241610738255	0.18506177666395912	0.05089639300367163	0.0518420900842694	0.03517648362095655	0.17556278847960316	0.017779500510145596	0.15587660674830964
15.771812080536913	0.18506177666337012	0.05089638860564479	0.051842087969843714	0.035176481773399486	0.17556278847264797	0.01777949950377826	0.15587660674770204
16.107382550335572	0.18506177666299772	0.05089638544072545	0.05184208642211493	0.035176480448711814	0.1755627884683986	0.017779498781259034	0.1558766067473146
16.44295302013423	0.1850617766628434	0.050896383533308456	0.05184208546225328	0.035176479655892726	0.17556278846694057	0.01777949834782456	0.1558766067471538
16.778523489932887	0.18506177666269177	0.050896381860565935	0.051842084624454124	0.03517647895883543	0.17556278846534631	0.017779497966934135	0.15587660674699438
17.114093959731544	0.18506177666264684	0.050896380916486086	0.05184208413368394	0.03517647856816346	0.17556278846502976	0.017779497752828208	0.15587660674694512
17.449664429530202	0.18506177666257925	0.050896379630067524	0.05184208346537627	0.03517647803582239	0.17556278846452092	0.01777949746109393	0.15587660674687095
17.78523489932886	0.18506177666263146	0.050896379756010794	0.051842083515635	0.03517647809013556	0.17556278846519624	0.017779497490324547	0.15587660674692524
18.120805369127517	0.18506177666268367	0.05089637988195406	0.05184208356589373	0.035176478144448735	0.17556278846587153	0.017779497519555168	0.15587660674697956
18.456375838926174	0.18506177666270396	0.05089637993773378	0.0518420835899685	0.035176478168267196	0.17556278846612833	0.017779497532434244	0.15587660674700093
18.79194630872483	0.18506177666271387	0.05089637997074479	0.05184208360554635	0.03517647818218985	0.1755627884662493	0.0177794975400071	0.15587660674701165
