NON $ % + - . 0
#NON	b	f	c	d	e	a
12.751677852348994	0.1482391841666376	0.11359643827795332	0.11091677716354872	0.19138324343459656	0.2003773879785337	0.22657971993543632
13.087248322147651	0.14823918680250997	0.11359643996805166	0.11091677801478515	0.19138324618827876	0.2003773912659068	0.2265797229418402
13.422818791946309	0.14823918890731919	0.11359644131042333	0.11091677873325166	0.19138324837668366	0.2003773939538277	0.22657972539743926
13.758389261744966	0.14823919056201756	0.1135964423639029	0.1109167792404351	0.1913832501011285	0.2003773960563005	0.22657972725928655
14.093959731543626	0.14823919108247785	0.11359644263128013	0.11091678019984914	0.1913832505053823	0.20037739745497699	0.2265797288903265
14.429530201342283	0.1482391926111508	0.11359644352804475	0.11091678168142806	0.19138325192799407	0.20037740027146436	0.2265797319262377
14.76510067114094	0.1482391918524251	0.11359644298351149	0.11091678215638487	0.19138325101029915	0.2003774000238995	0.22657973200596246
15.100671140939598	0.14823919109369943	0.11359644243897822	0.11091678263134168	0.1913832500926042	0.20037739977633465	0.22657973208568724
15.436241610738255	0.14823919033497374	0.11359644189444497	0.1109167831062985	0.1913832491749093	0.2003773995287698	0.22657973216541202
15.771812080536913	0.1482391900068486	0.11359644166325752	0.1109167832624399	0.19138324878683424	0.20037739937919674	0.22657973213568722
16.107382550335572	0.14823918981368248	0.11359644153027906	0.11091678331865804	0.19138324856475292	0.20037739926033638	0.22657973207165866
16.44295302013423	0.14823918962051638	0.1135964413973006	0.11091678337487616	0.1913832483426716	0.20037739914147598	0.22657973200763012
16.778523489932887	0.14823918942735026	0.11359644126432214	0.1109167834310943	0.19138324812059027	0.2003773990226156	0.2265797319436016
17.114093959731544	0.14823918923418417	0.11359644113134368	0.11091678348731245	0.19138324789850894	0.2003773989037552	0.22657973187957306
17.449664429530202	0.14823918904101804	0.11359644099836522	0.11091678354353057	0.19138324767642761	0.20037739878489483	0.22657973181554453
17.78523489932886	0.14823918884785192	0.11359644086538676	0.11091678359974871	0.1913832474543463	0.20037739866603443	0.226579731751516
18.120805369127517	0.14823918869604844	0.11359644076122921	0.11091678364013136	0.19138324728051367	0.20037739856894893	0.22657973169619663
18.456375838926174	0.14823918864761693	0.11359644072909993	0.1109167836409385	0.19138324722726255	0.20037739852628236	0.2265797316626429
18.79194630872483	0.1482391885991854	0.11359644069697064	0.11091678364174565	0.19138324717401142	0.2003773984836158	0.22657973162908918
19.12751677852349	0.14823918855075388	0.11359644066484136	0.1109167836425528	0.19138324712076027	0.20037739844094926	0.22657973159553546
19.46308724832215	0.14823918850232234	0.11359644063271207	0.11091678364335993	0.19138324706750914	0.2003773983982827	0.22657973156198172
19.798657718120808	0.14823918845389084	0.1135964406005828	0.11091678364416707	0.19138324701425802	0.20037739835561616	0.226579731528428
20.134228187919465	0.1482391884054593	0.11359644056845351	0.11091678364497422	0.1913832469610069	0.2003773983129496	0.2265797314948743
20.469798657718123	0.1482391883570278	0.11359644053632423	0.11091678364578136	0.19138324690775577	0.20037739827028303	0.22657973146132054
20.80536912751678	0.1482391883451266	0.1135964405284993	0.11091678364523207	0.19138324689480976	0.2003773982589646	0.22657973145207752
21.140939597315437	0.1482391883417834	0.11359644052636822	0.11091678364436501	0.19138324689130615	0.20037739825499018	0.22657973144852986
21.476510067114095	0.14823918833844021	0.11359644052423713	0.11091678364349794	0.19138324688780253	0.20037739825101575	0.22657973144498217
21.812080536912752	0.14823918833509703	0.11359644052210605	0.11091678364263088	0.1913832468842989	0.20037739824704132	0.22657973144143448
22.14765100671141	0.14823918833175384	0.11359644051997494	0.11091678364176383	0.19138324688079528	0.20037739824306686	0.2265797314378868
22.483221476510067	0.14823918832841068	0.11359644051784386	0.11091678364089676	0.19138324687729166	0.20037739823909242	0.22657973143433913
22.818791946308725	0.1482391883250675	0.11359644051571277	0.1109167836400297	0.19138324687378805	0.200377398235118	0.22657973143079144
23.154362416107382	0.1482391883217243	0.11359644051358167	0.11091678363916263	0.1913832468702844	0.20037739823114356	0.22657973142724375
23.48993288590604	0.14823918831838112	0.11359644051145058	0.11091678363829557	0.1913832468667808	0.20037739822716913	0.22657973142369606
23.8255033557047	0.14823918831503793	0.1135964405093195	0.1109167836374285	0.19138324686327718	0.2003773982231947	0.2265797314201484
24.161073825503358	0.14823918831169475	0.1135964405071884	0.11091678363656145	0.19138324685977356	0.20037739821922027	0.2265797314166007
24.496644295302016	0.1482391883083516	0.11359644050505731	0.11091678363569439	0.19138324685626995	0.20037739821524583	0.22657973141305301
24.832214765100673	0.1482391883050084	0.11359644050292622	0.11091678363482732	0.1913832468527663	0.2003773982112714	0.22657973140950532
25.16778523489933	0.14823918830166521	0.11359644050079513	0.11091678363396026	0.1913832468492627	0.20037739820729697	0.22657973140595766
25.503355704697988	0.14823918829832203	0.11359644049866403	0.1109167836330932	0.19138324684575908	0.2003773982033225	0.22657973140240997
25.838926174496645	0.14823918829497884	0.11359644049653295	0.11091678363222614	0.19138324684225547	0.20037739819934808	0.22657973139886228
26.174496644295303	0.14823918829163565	0.11359644049440186	0.11091678363135907	0.19138324683875182	0.20037739819537365	0.2265797313953146
26.51006711409396	0.1482391882882925	0.11359644049227076	0.11091678363049201	0.1913832468352482	0.20037739819139921	0.22657973139176693
26.845637583892618	0.1482391882849493	0.11359644049013967	0.11091678362962495	0.1913832468317446	0.20037739818742478	0.22657973138821924
27.181208053691275	0.14823918828160612	0.11359644048800858	0.11091678362875788	0.19138324682824098	0.20037739818345035	0.22657973138467155
27.516778523489933	0.14823918827826293	0.1135964404858775	0.11091678362789083	0.19138324682473734	0.20037739817947592	0.2265797313811239
27.85234899328859	0.14823918827491975	0.1135964404837464	0.11091678362702376	0.19138324682123373	0.2003773981755015	0.2265797313775762
28.18791946308725	0.14823918827157656	0.11359644048161531	0.1109167836261567	0.1913832468177301	0.20037739817152705	0.2265797313740285
28.52348993288591	0.1482391882682334	0.11359644047948422	0.11091678362528964	0.1913832468142265	0.20037739816755262	0.22657973137048082
28.859060402684566	0.14823918826489021	0.11359644047735312	0.11091678362442257	0.19138324681072288	0.20037739816357816	0.22657973136693316
29.194630872483224	0.14823918826154703	0.11359644047522204	0.11091678362355552	0.19138324680721924	0.20037739815960373	0.22657973136338547
29.53020134228188	0.14823918825820384	0.11359644047309095	0.11091678362268845	0.19138324680371563	0.2003773981556293	0.22657973135983778
29.86577181208054	0.14823918825486065	0.11359644047095986	0.11091678362182139	0.19138324680021201	0.20037739815165487	0.2265797313562901
30.201342281879196	0.14823918825151747	0.11359644046882876	0.11091678362095432	0.1913832467967084	0.20037739814768044	0.22657973135274243
30.536912751677853	0.1482391882481743	0.11359644046669767	0.11091678362008726	0.19138324679320476	0.200377398143706	0.22657973134919474
30.87248322147651	0.14823918824483112	0.11359644046456659	0.11091678361922021	0.19138324678970114	0.20037739813973157	0.22657973134564705
31.20805369127517	0.14823918824148793	0.11359644046243549	0.11091678361835314	0.19138324678619753	0.20037739813575714	0.22657973134209936
31.543624161073826	0.14823918823814475	0.1135964404603044	0.11091678361748608	0.19138324678269392	0.2003773981317827	0.2265797313385517
31.879194630872483	0.1482391882371956	0.11359644045970323	0.11091678361719949	0.19138324678170687	0.20037739813060235	0.22657973133748976
32.214765100671144	0.14823918823696855	0.11359644045956356	0.110916783617088	0.19138324678147892	0.20037739813026484	0.22657973133717763
32.5503355704698	0.1482391882367415	0.1135964404594239	0.1109167836169765	0.191383246781251	0.2003773981299273	0.22657973133686551
32.88590604026846	0.14823918823651447	0.11359644045928423	0.11091678361686501	0.19138324678102303	0.20037739812958977	0.22657973133655337
33.22147651006711	0.14823918823628743	0.11359644045914455	0.11091678361675353	0.1913832467807951	0.20037739812925223	0.22657973133624124
