Networkname,Timepoints,TP,TN,FP,FN,Pre,Rec,ACC,BACC,MCC
Gold_6_14_10_2018_16_0.sif,Namespace(dir='120'),3,17,8,8,0.2727272727272727,0.2727272727272727,0.5555555555555556,0.4763636363636364,-0.04727272727272727
