NON $ % + -
#NON	d	a	b	c
0.0	0.3746002989251698	0.5002896604052166	0.015096395201817159	0.6754452980297518
0.5050505050505051	0.2596534005679346	0.27453711189876046	0.018908062241008786	0.4072995509901395
1.0101010101010102	0.19726487297772868	0.19673918185426764	0.019086629847934217	0.3010343741016925
1.5151515151515151	0.16535085530118698	0.16596628015267045	0.018111534234637208	0.2550187677691444
2.0202020202020203	0.14952108547526882	0.15224014326134372	0.01701223953720132	0.2339272828388713
2.5252525252525255	0.14176033829757137	0.14568690869889378	0.016100621370005737	0.22394383543410717
3.0303030303030303	0.13797865481110663	0.1424739650429047	0.015425035929024023	0.21913738062941623
3.5353535353535355	0.13615142116099843	0.1408919077812655	0.014952127555259874	0.2168033000266057
4.040404040404041	0.135281217020425	0.14011825931477861	0.014632234327776309	0.2156649455045405
4.545454545454546	0.1348762569974357	0.1397452264441929	0.014420733854565729	0.21510857779743475
5.050505050505051	0.1346944773762185	0.13956912902244462	0.014283170320004167	0.21483636593573274
5.555555555555556	0.13461753661525183	0.1394885436885604	0.014194793622247449	0.21470311445489063
6.0606060606060606	0.13458829037680928	0.13945338972223045	0.01413856012097677	0.21463786877356628
6.565656565656566	0.13457967112917685	0.13943925246193808	0.014103052078233593	0.21460591750831598
7.070707070707071	0.1345792209267063	0.13943444127824836	0.014080769703959429	0.21459027052333057
7.575757575757576	0.13458145087455248	0.13943349409451108	0.014066857783051206	0.21458260688158867
8.080808080808081	0.13458411617176708	0.13943395235400136	0.014058208224043918	0.21457885371878554
8.585858585858587	0.13458642106723734	0.1394347724808545	0.014052849348430426	0.21457701603013793
9.090909090909092	0.134588180336378	0.13943555324652487	0.014049538640629163	0.2145761157730953
9.595959595959597	0.13458943703958645	0.13943617600022964	0.014047498519961182	0.21457567509894987
10.101010101010102	0.13459029861516064	0.1394366319153737	0.014046244135827326	0.21457545934221717
10.606060606060607	0.1345908731968356	0.13943694928578013	0.014045474770260186	0.21457535389212679
11.111111111111112	0.13459124880538592	0.1394371631688236	0.014045002319131415	0.21457530157440494
11.616161616161618	0.13459149162058545	0.13943730406815658	0.014044712960530574	0.21457527603139484
12.121212121212121	0.13459164652075892	0.13943739545731532	0.014044536494291628	0.21457526379974248
12.626262626262626	0.13459174411258423	0.1394374545201024	0.014044427577820522	0.2145752572200153
13.131313131313131	0.13459180498964118	0.13943749294082777	0.014044360353353581	0.21457525365662006
13.636363636363637	0.13459184426471216	0.13943751800516827	0.014044318571836087	0.21457525219431584
14.141414141414142	0.1345918683243799	0.13943753216489252	0.014044295491998725	0.21457525226311625
14.646464646464647	0.13459188573155342	0.13943754025394248	0.014044279945656104	0.21457525222860302
15.151515151515152	0.13459189782438122	0.13943754729117996	0.014044268438143196	0.21457525222324322
15.656565656565657	0.13459190362604725	0.13943755119848278	0.014044262722090937	0.21457525217749177
16.161616161616163	0.13459190786891834	0.13943755400465482	0.014044258579261617	0.21457525214525233
16.666666666666668	0.13459190989082578	0.139437555425819	0.014044256599885264	0.2145752521189825
17.171717171717173	0.13459191210402435	0.13943755705427058	0.014044254410023532	0.21457525208475134
17.67676767676768	0.13459191105159257	0.13943755642947844	0.014044255444485924	0.2145752520789834
18.181818181818183	0.13459191001474816	0.13943755581379827	0.01404425646358636	0.21457525207331027
18.68686868686869	0.13459190968045015	0.1394375556088097	0.01404425679030009	0.2145752520719101
19.191919191919194	0.13459190934615217	0.1394375554038211	0.014044257117013821	0.21457525207050998
19.6969696969697	0.13459190901185417	0.13943755519883252	0.01404425744372755	0.21457525206910982
20.202020202020204	0.1345919086775562	0.13943755499384392	0.014044257770441281	0.2145752520677097
20.70707070707071	0.13459190849175706	0.13943755487930978	0.014044257951441914	0.21457525206700048
21.212121212121215	0.13459190838532892	0.13943755481312256	0.014044258054560544	0.21457525206666062
21.71717171717172	0.13459190827890075	0.1394375547469353	0.014044258157679174	0.21457525206632075
22.222222222222225	0.13459190817247257	0.13943755468074806	0.014044258260797804	0.21457525206598085
22.72727272727273	0.13459190809328012	0.1394375546314847	0.014044258337498745	0.2145752520657305
23.232323232323235	0.13459190808354882	0.1394375546253836	0.014044258346824661	0.21457525206570852
23.73737373737374	0.13459190807381752	0.1394375546192825	0.014044258356150578	0.21457525206568653
24.242424242424242	0.13459190806408622	0.1394375546131814	0.014044258365476495	0.21457525206566455
24.747474747474747	0.13459190805435495	0.13943755460708035	0.014044258374802412	0.21457525206564254
25.252525252525253	0.13459190804462365	0.13943755460097926	0.014044258384128329	0.21457525206562056
25.757575757575758	0.13459190803489235	0.13943755459487817	0.014044258393454247	0.21457525206559858
26.262626262626263	0.13459190802516105	0.13943755458877707	0.014044258402780164	0.2145752520655766
26.767676767676768	0.13459190801542978	0.13943755458267598	0.01404425841210608	0.21457525206555458
27.272727272727273	0.13459190800569848	0.1394375545765749	0.014044258421431997	0.2145752520655326
27.77777777777778	0.13459190799596718	0.1394375545704738	0.014044258430757914	0.21457525206551062
28.282828282828284	0.13459190798623588	0.1394375545643727	0.014044258440083831	0.21457525206548864
28.78787878787879	0.1345919079765046	0.13943755455827161	0.01404425844940975	0.21457525206546665
29.292929292929294	0.1345919079667733	0.13943755455217055	0.014044258458735666	0.21457525206544464
29.7979797979798	0.134591907957042	0.13943755454606946	0.014044258468061583	0.21457525206542266
30.303030303030305	0.1345919079473107	0.13943755453996837	0.0140442584773875	0.21457525206540068
30.80808080808081	0.13459190793757944	0.13943755453386728	0.014044258486713417	0.2145752520653787
31.313131313131315	0.13459190792784814	0.13943755452776618	0.014044258496039333	0.21457525206535671
31.81818181818182	0.13459190791811684	0.1394375545216651	0.01404425850536525	0.2145752520653347
32.323232323232325	0.13459190790838554	0.139437554515564	0.014044258514691169	0.21457525206531272
32.82828282828283	0.1345919078989111	0.13943755450962392	0.014044258523770696	0.21457525206529135
33.333333333333336	0.13459190789802342	0.139437554509065	0.01404425852461367	0.21457525206528993
33.83838383838384	0.1345919078971357	0.1394375545085061	0.014044258525456644	0.2145752520652885
34.343434343434346	0.134591907896248	0.13943755450794715	0.014044258526299619	0.21457525206528708
34.84848484848485	0.13459190789536032	0.13943755450738823	0.014044258527142592	0.21457525206528566
35.35353535353536	0.13459190789447262	0.13943755450682932	0.014044258527985567	0.21457525206528422
35.85858585858586	0.13459190789358494	0.1394375545062704	0.01404425852882854	0.2145752520652828
36.36363636363637	0.13459190789269723	0.1394375545057115	0.014044258529671515	0.21457525206528139
36.86868686868687	0.13459190789180953	0.13943755450515258	0.014044258530514489	0.21457525206527997
37.37373737373738	0.13459190789092185	0.13943755450459366	0.014044258531357464	0.21457525206527853
37.87878787878788	0.13459190789003414	0.13943755450403472	0.014044258532200437	0.2145752520652771
38.38383838383839	0.13459190788914643	0.1394375545034758	0.014044258533043412	0.2145752520652757
38.88888888888889	0.13459190788825875	0.1394375545029169	0.014044258533886385	0.21457525206527428
39.3939393939394	0.13459190788737105	0.13943755450235798	0.01404425853472936	0.21457525206527284
39.8989898989899	0.13459190788648334	0.13943755450179907	0.014044258535572333	0.21457525206527142
40.40404040404041	0.13459190788559566	0.13943755450124015	0.014044258536415308	0.21457525206527
40.909090909090914	0.13459190788470796	0.13943755450068124	0.014044258537258282	0.2145752520652686
41.41414141414142	0.13459190788382025	0.1394375545001223	0.014044258538101257	0.21457525206526715
41.919191919191924	0.13459190788293257	0.13943755449956338	0.01404425853894423	0.21457525206526573
42.42424242424243	0.13459190788204486	0.13943755449900447	0.014044258539787205	0.21457525206526432
42.929292929292934	0.13459190788115716	0.13943755449844555	0.014044258540630178	0.21457525206526287
43.43434343434344	0.13459190788095185	0.1394375544983163	0.01404425854082508	0.21457525206526254
43.939393939393945	0.13459190788094305	0.13943755449831075	0.01404425854083337	0.21457525206526254
44.44444444444445	0.13459190788093425	0.13943755449830517	0.01404425854084166	0.21457525206526254
44.949494949494955	0.13459190788092545	0.13943755449829962	0.01404425854084995	0.2145752520652625
45.45454545454546	0.13459190788091666	0.13943755449829406	0.014044258540858242	0.2145752520652625
45.959595959595966	0.13459190788090786	0.1394375544982885	0.014044258540866533	0.2145752520652625
46.46464646464647	0.13459190788089906	0.13943755449828296	0.014044258540874823	0.21457525206526248
46.969696969696976	0.13459190788089026	0.1394375544982774	0.014044258540883113	0.21457525206526248
47.47474747474748	0.13459190788088146	0.13943755449827186	0.014044258540891403	0.21457525206526248
47.979797979797986	0.13459190788087266	0.13943755449826628	0.014044258540899695	0.21457525206526246
48.484848484848484	0.13459190788086386	0.13943755449826073	0.014044258540907986	0.21457525206526246
48.98989898989899	0.13459190788085507	0.13943755449825518	0.014044258540916276	0.21457525206526246
49.494949494949495	0.13459190788084627	0.13943755449824963	0.014044258540924566	0.21457525206526243
50.0	0.13459190788083747	0.13943755449824408	0.014044258540932856	0.21457525206526243
