,,,Slide ID,a,d,b,c
,,,Antibody Name,a,d,b,c
,,,HUGO ID,a,d,b,c
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,0.0,0.9919496110299052,0.9886592245139659,0.19385650931888943,0.7117574466247455
C1,no,Insulin,0.5050505050505051,0.6171772421244109,0.39740839910495346,0.21193425101713023,0.4779680358950309
C1,no,Insulin,1.0101010101010102,0.40209740302177016,0.2509251514732125,0.22124928960621165,0.36352776291716093
C1,no,Insulin,1.5151515151515151,0.2832486866211311,0.21539396676594247,0.22599228436350227,0.3075181661108079
C1,no,Insulin,2.0202020202020203,0.2200253702008179,0.20716615907214303,0.2283935708829832,0.28011640091281936
C1,no,Insulin,2.5252525252525255,0.18721715848998224,0.20546588547610423,0.22960589540880164,0.2667173927347316
C1,no,Insulin,3.0303030303030303,0.17042959350487877,0.20522719725467664,0.2302171031969348,0.2601693727466864
C1,no,Insulin,3.5353535353535355,0.16190425454096521,0.2052630819688227,0.2305250359829585,0.25697147437835816
C1,no,Insulin,4.040404040404041,0.15759185511429025,0.2053205946169885,0.23068012144054928,0.2554107888350758
C1,no,Insulin,4.545454545454546,0.15541492325437145,0.20535952146044853,0.23075821416295864,0.2546496868442313
C1,no,Insulin,5.050505050505051,0.1543171176719096,0.20538164058490058,0.23079753427148716,0.2542788101290392
C1,no,Insulin,5.555555555555556,0.1537638023888149,0.20539341474156414,0.23081733093188755,0.25409824233050066
C1,no,Insulin,6.0606060606060606,0.1534849912408652,0.20539950268326046,0.23082729791955225,0.2540104071027735
C1,no,Insulin,6.565656565656566,0.1533445189786957,0.20540260835411767,0.23083231591318212,0.2539677214454594
C1,no,Insulin,7.070707070707071,0.15327374715438935,0.20540418245160816,0.2308348423633528,0.25394699739770654
C1,no,Insulin,7.575757575757576,0.15323809586649617,0.2054049774654731,0.2308361142511067,0.2539369479003332
C1,no,Insulin,8.080808080808081,0.15322013755899552,0.2054053782465017,0.2308367545288462,0.25393208041968984
C1,no,Insulin,8.585858585858587,0.15321108924265328,0.20540558031831696,0.23083707693286643,0.2539297251568692
C1,no,Insulin,9.090909090909092,0.15320653005830606,0.2054056821138769,0.23083723928278013,0.2539285868376288
C1,no,Insulin,9.595959595959597,0.1532042336784167,0.20540573346978708,0.23083732100326873,0.2539280380411027
C1,no,Insulin,10.101010101010102,0.15320307756952664,0.2054057591110662,0.23083736212184858,0.25392777384389126
C1,no,Insulin,10.606060606060607,0.15320249669432986,0.20540577216133143,0.23083738276670576,0.25392764717066263
C1,no,Insulin,11.111111111111112,0.15320220436198861,0.2054057785825205,0.23083739315148136,0.2539275864078509
C1,no,Insulin,11.616161616161618,0.15320205102100073,0.20540578189176753,0.23083739859671137,0.2539275557227885
C1,no,Insulin,12.121212121212121,0.15320197779554406,0.2054057836873805,0.23083740119276544,0.25392754197594397
C1,no,Insulin,12.626262626262626,0.15320194052572186,0.2054057845714829,0.23083740251332982,0.25392753546046426
C1,no,Insulin,13.131313131313131,0.15320192287417353,0.2054057848736641,0.23083740313942375,0.2539275326133844
C1,no,Insulin,13.636363636363637,0.15320191372112915,0.20540578501422146,0.23083740346413642,0.25392753117988415
C1,no,Insulin,14.141414141414142,0.15320190883898735,0.2054057851568778,0.23083740363658967,0.2539275304345646
C1,no,Insulin,14.646464646464647,0.15320190631540326,0.20540578525841008,0.23083740372539285,0.25392753007170965
C1,no,Insulin,15.151515151515152,0.15320190503414566,0.20540578527935868,0.23083740377076942,0.25392752989792267
C1,no,Insulin,15.656565656565657,0.1532019043808296,0.20540578526462772,0.2308374037941597,0.253927529812717
C1,no,Insulin,16.161616161616163,0.15320190378496867,0.20540578524957762,0.23083740381551016,0.2539275297348025
C1,no,Insulin,16.666666666666668,0.15320190336397624,0.20540578524309522,0.23083740383054976,0.253927529680738
C1,no,Insulin,17.171717171717173,0.15320190316114352,0.20540578524709527,0.2308374038377178,0.25392752965662235
C1,no,Insulin,17.67676767676768,0.1532019031764705,0.20540578526157777,0.23083740383701432,0.2539275296624556
C1,no,Insulin,18.181818181818183,0.15320190325822083,0.20540578527669753,0.2308374038339419,0.25392752967678295
C1,no,Insulin,18.68686868686869,0.15320190321167562,0.20540578527982048,0.2308374038355621,0.2539275296720721
C1,no,Insulin,19.191919191919194,0.15320190322377,0.20540578528307563,0.23083740383509566,0.2539275296747548
C1,no,Insulin,19.6969696969697,0.15320190329450392,0.205405785286463,0.23083740383254261,0.253927529684831
C1,no,Insulin,20.202020202020204,0.15320190342387738,0.20540578528998257,0.230837403827903,0.2539275297023007
C1,no,Insulin,20.70707070707071,0.15320190345867984,0.20540578529578638,0.23083740382660045,0.2539275297088323
C1,no,Insulin,21.212121212121215,0.15320190350187277,0.20540578529463463,0.2308374038250778,0.25392752971366883
C1,no,Insulin,21.71717171717172,0.1532019035450657,0.2054057852934829,0.23083740382355517,0.25392752971850535
C1,no,Insulin,22.222222222222225,0.15320190358825864,0.20540578529233117,0.23083740382203252,0.25392752972334187
