NON $ % + - .
#NON	a	c	b	e	d
10.40268456375839	0.13902708487062168	0.20767760574390526	0.16321218331322082	0.09320522016695819	0.07958892382468756
10.738255033557047	0.13902707459969357	0.20763010732931514	0.16313949091012442	0.09320520981651205	0.07958891042922216
11.073825503355705	0.13902706858172745	0.20759166956332972	0.1630806819107015	0.09320520369284603	0.07958890249640291
11.409395973154362	0.1390270649927399	0.2075605596847988	0.1630330933497723	0.09320519992358733	0.07958889759904789
11.74496644295302	0.13902706272963036	0.20753538057736315	0.1629945870629936	0.09320519767065227	0.07958889468605955
12.080536912751679	0.13902706127516107	0.20751499981944577	0.16296343052282353	0.09320519645382835	0.07958889314111876
12.416107382550337	0.13902706065265916	0.20749850848331708	0.1629382183844197	0.09320519570499419	0.07958889215632432
12.751677852348994	0.13902706044051283	0.20748516589922347	0.16291781658533527	0.09320519525742375	0.07958889154764652
13.087248322147651	0.13902706001032158	0.20747436295281646	0.16290130735008093	0.09320519499170872	0.07958889122439428
13.422818791946309	0.1390270598940974	0.20746562279414138	0.16288794774479218	0.09320519484630435	0.07958889103250157
13.758389261744966	0.13902705976673893	0.2074585488353538	0.16287713713214494	0.09320519475359187	0.07958889091687475
14.093959731543626	0.13902705971902554	0.20745282426419032	0.1628683883686517	0.0932051947018177	0.07958889084935152
14.429530201342283	0.13902705968734846	0.20744818831792955	0.16286130369200724	0.09320519467056652	0.07958889080895981
14.76510067114094	0.13902705966909962	0.2074444367451383	0.16285557068072726	0.09320519465213747	0.07958889078508688
15.100671140939598	0.1390270596581051	0.20744141128375979	0.16285094741218178	0.09320519464147081	0.07958889077132456
15.436241610738255	0.13902705965242762	0.2074389568731397	0.1628471968122223	0.09320519463495025	0.07958889076277957
15.771812080536913	0.13902705964938852	0.2074369693099673	0.16284415963054347	0.09320519463092876	0.07958889075745093
16.107382550335572	0.13902705964645934	0.207435361210921	0.16284170238026086	0.09320519462853583	0.07958889075442228
16.44295302013423	0.1390270596435351	0.2074340601737109	0.16283971440370748	0.09320519462707112	0.07958889075271194
16.778523489932887	0.13902705964138964	0.2074330089905226	0.16283810823295508	0.09320519462615835	0.07958889075168712
17.114093959731544	0.13902705964069254	0.20743215583620558	0.1628368046293768	0.09320519462554339	0.07958889075090182
17.449664429530202	0.13902705964200052	0.20743146565655962	0.16283574999019979	0.09320519462534076	0.07958889075044821
17.78523489932886	0.13902705964481127	0.2074309067791171	0.16283489592072958	0.09320519462548955	0.07958889075030338
18.120805369127517	0.13902705964766685	0.20743045448385225	0.16283420468866594	0.0932051946258448	0.07958889075044628
18.456375838926174	0.13902705964860573	0.2074300889171618	0.16283364603221057	0.09320519462605409	0.07958889075062477
18.79194630872483	0.13902705964571263	0.20742979277640802	0.16283319358906329	0.09320519462576535	0.07958889075058126
19.12751677852349	0.13902705963778728	0.20742955402562926	0.16283282902059254	0.0932051946247688	0.07958889075016962
19.46308724832215	0.1390270596235718	0.20742935904019055	0.16283253156161	0.09320519462284445	0.07958889074923657
19.798657718120808	0.13902705960365938	0.20742920094356396	0.16283229069568178	0.09320519462012256	0.07958889074789187
20.134228187919465	0.1390270595785607	0.2074290725234425	0.16283209539602547	0.09320519461671724	0.07958889074623282
20.469798657718123	0.13902705955070682	0.20742896826339693	0.16283193715251687	0.0932051946129928	0.07958889074446905
20.80536912751678	0.13902705952376432	0.20742888422096853	0.16283180981291284	0.09320519460948441	0.07958889074289646
21.140939597315437	0.1390270595044383	0.20742881431215934	0.1628317038317674	0.09320519460706492	0.07958889074190613
21.476510067114095	0.13902705949055663	0.20742876148449296	0.16283162379020835	0.09320519460543251	0.07958889074134431
21.812080536912752	0.1390270594971235	0.20742871741067248	0.16283155637749105	0.0932051946064508	0.0795888907419589
22.14765100671141	0.1390270595334184	0.2074286823826096	0.1628315016015057	0.09320519461123672	0.07958889074416162
22.483221476510067	0.13902705954932176	0.20742865083517917	0.16283145284439543	0.09320519461338211	0.07958889074519533
22.818791946308725	0.13902705956847006	0.2074286253384475	0.16283141313737795	0.09320519461590397	0.07958889074635303
23.154362416107382	0.13902705959371253	0.20742860620222126	0.16283138284584903	0.09320519461916596	0.07958889074779056
23.48993288590604	0.13902705961622175	0.20742859087961943	0.16283135847994865	0.09320519462205785	0.07958889074904849
23.8255033557047	0.13902705962760653	0.20742857694962147	0.1628313367222769	0.09320519462352428	0.07958889074969007
24.161073825503358	0.1390270596354361	0.20742856659609887	0.16283132056528055	0.09320519462451725	0.07958889075010926
24.496644295302016	0.1390270596397105	0.20742855981905164	0.16283131000895956	0.09320519462503674	0.07958889075030609
24.832214765100673	0.13902705964368747	0.20742855276479277	0.16283129905696336	0.09320519462553514	0.07958889075051057
25.16778523489933	0.13902705964558046	0.20742854754667442	0.16283129099767538	0.09320519462576439	0.07958889075059657
25.503355704697988	0.13902705964538187	0.2074285441737139	0.16283128584512663	0.09320519462572341	0.07958889075056354
25.838926174496645	0.13902705964477963	0.2074285416135079	0.16283128195277297	0.0932051946256329	0.07958889075051125
26.174496644295303	0.13902705964481057	0.20742853923188043	0.16283127830918917	0.09320519462562842	0.07958889075050098
26.51006711409396	0.13902705964434708	0.20742853771854838	0.16283127601438072	0.09320519462556252	0.07958889075046607
26.845637583892618	0.13902705964344336	0.2074285370195867	0.162831274983601	0.09320519462544212	0.07958889075040947
27.181208053691275	0.1390270596431537	0.20742853608662548	0.1628312735692714	0.09320519462540137	0.07958889075038827
27.516778523489933	0.13902705964287632	0.2074285355181034	0.16283127271187553	0.09320519462536371	0.07958889075036989
27.85234899328859	0.13902705964261117	0.20742853531402045	0.16283127241141337	0.09320519462532911	0.07958889075035432
28.18791946308725	0.13902705964217899	0.20742853465420547	0.1628312714211616	0.09320519462527121	0.07958889075032677
28.52348993288591	0.13902705964219572	0.20742853482630405	0.16283127168376496	0.09320519462527434	0.0795888907503291
28.859060402684566	0.13902705964221243	0.20742853499840264	0.1628312719463683	0.09320519462527747	0.07958889075033143
29.194630872483224	0.1390270596422274	0.207428535157767	0.16283127218955287	0.09320519462528028	0.07958889075033351
29.53020134228188	0.13902705964222964	0.20742853522743532	0.16283127229595748	0.09320519462528078	0.07958889075033394
29.86577181208054	0.13902705964223191	0.20742853529710362	0.1628312724023621	0.09320519462528128	0.07958889075033437
30.201342281879196	0.13902705964223416	0.20742853536677192	0.1628312725087667	0.09320519462528178	0.07958889075033479
30.536912751677853	0.13902705964223644	0.20742853543644024	0.1628312726151713	0.09320519462528228	0.07958889075033522
30.87248322147651	0.1390270596422387	0.20742853550610854	0.1628312727215759	0.09320519462528278	0.07958889075033565
31.20805369127517	0.13902705964224096	0.20742853557577684	0.16283127282798052	0.09320519462528329	0.07958889075033607
31.543624161073826	0.13902705964224285	0.20742853563765362	0.1628312729224875	0.09320519462528372	0.07958889075033643
31.879194630872483	0.13902705964224318	0.20742853566587433	0.1628312729656018	0.0932051946252838	0.07958889075033651
32.214765100671144	0.1390270596422435	0.20742853569409503	0.16283127300871608	0.09320519462528389	0.0795888907503366
32.5503355704698	0.1390270596422438	0.2074285357223157	0.1628312730518304	0.09320519462528397	0.07958889075033668
32.88590604026846	0.1390270596422441	0.2074285357505364	0.1628312730949447	0.09320519462528405	0.07958889075033676
33.22147651006711	0.1390270596422444	0.2074285357787571	0.16283127313805898	0.09320519462528414	0.07958889075033684
