NON $ % + - . 0 1
#NON	b	e	a	d	c	g	f
0.0	0.2780438987835464	0.538314404857095	0.33871359929740474	0.5759834326987737	0.5455757230245314	0.31427994775235546	0.8392775502468968
0.33557046979865773	0.30478678669786163	0.382415118552853	0.30844673141418527	0.45182353041638623	0.40976602521332545	0.1790860272333961	0.647785361306431
0.6711409395973155	0.3083815447582351	0.27692938822064234	0.28496840332469714	0.37034797452631957	0.3365705765110245	0.10983194447909236	0.516727486641854
1.0067114093959733	0.3042261332208251	0.20552830790325954	0.2662273054930977	0.3160901851455015	0.296093865194751	0.07390678795668708	0.42664891842958397
1.342281879194631	0.2979497235527901	0.15716043864666462	0.25100761286914086	0.2793663163357349	0.2728556082676436	0.05497091377491396	0.3643980859404893
1.6778523489932886	0.29155666255718554	0.1243385298814634	0.23856665343984823	0.25410673927842686	0.2588305935462722	0.0447678462170053	0.3210915903265023
2.0134228187919465	0.28572395816639345	0.10200029008212748	0.22840957876419227	0.23647679418361509	0.24985145099152306	0.039098579552739536	0.29073211488968437
2.348993288590604	0.28064609947577235	0.08673359216755361	0.2201646682663505	0.22401801166761634	0.24374493158520794	0.03581680923082777	0.2692690805395008
2.684563758389262	0.27634006670159766	0.07624462338579822	0.21352356335024666	0.21512356882882286	0.23936557569065342	0.03381969711612273	0.25396151567546044
3.0201342281879198	0.27275504219742774	0.0689934583451034	0.20821751252312462	0.20872128497163778	0.23609574892212407	0.03253618978561335	0.2429477155069671
3.3557046979865772	0.26981373001795705	0.06394607095648897	0.2040102104932618	0.20408173517849781	0.23358847624482337	0.031666719177794525	0.2349560558883221
3.691275167785235	0.2674301219626717	0.060406887302224654	0.20069635514308745	0.2007004629656674	0.23163635540764113	0.03105067465577536	0.22911155837947308
4.026845637583893	0.2655186224408822	0.057906474297620615	0.19810095534724387	0.19822400430868278	0.23010547193087835	0.03059899285502112	0.22480690453636618
4.3624161073825505	0.2639992499915011	0.05612656751425535	0.19607774630631436	0.19640216734938962	0.2289023865294276	0.03025990075867283	0.22161649251806592
4.697986577181208	0.26280047469633466	0.054850166773753296	0.19450658426296716	0.19505644654839668	0.22795766752123842	0.030001505019137207	0.21923907403871803
5.033557046979866	0.261860416341193	0.05392834477832708	0.1932902132459591	0.1940586604903783	0.2272175226368606	0.02980290024111389	0.21745929637975409
5.369127516778524	0.26112691450953696	0.05325816142193527	0.1923508294087333	0.19331625784290266	0.22663933157387398	0.02964958459915988	0.21612175599971395
5.704697986577181	0.2605568954965142	0.05276791748992052	0.19162677982003898	0.1927620829476399	0.22618901144741901	0.029531025442913077	0.21511332450178391
6.0402684563758395	0.2601153634708164	0.052407279415377137	0.1910695739656184	0.19234718085174296	0.2258392788999451	0.029439326238390035	0.2143509988659226
6.375838926174497	0.2597742457066771	0.05214063195325785	0.19064129515523393	0.1920357040616037	0.2255683602374497	0.02936844871109244	0.21377345558192368
6.7114093959731544	0.25951125155881066	0.05194258500410282	0.19031243526188363	0.19180129775715682	0.22535896120580443	0.02931372297947896	0.21333512494276122
7.046979865771813	0.2593088230952491	0.051794899500010795	0.19006011293011352	0.1916245048122876	0.2251974192604953	0.029271519111898448	0.21300196836984034
7.38255033557047	0.2591532169105066	0.051684378816639044	0.18986663576473625	0.1914909040231147	0.22507299503322478	0.029239010218748272	0.2127484496985718
7.718120805369128	0.25903372462844704	0.05160141384917829	0.18971835202728024	0.1913897675604822	0.2249772857659389	0.02921399687018756	0.2125553448952826
8.053691275167786	0.25894203950631034	0.05153896948521913	0.18960474945352893	0.19131309210239728	0.22490374458892606	0.029194770369656804	0.2124081449962277
8.389261744966444	0.25887173634932126	0.051491860277365714	0.18951774471745647	0.1912548853118988	0.22484728625279796	0.02918000373585446	0.2122958655997959
8.724832214765101	0.2588178558920397	0.0514562504691321	0.18945112720725865	0.1912106489286928	0.2248039748000189	0.029168671512700424	0.2122101803171487
9.060402684563758	0.2587765800878289	0.05142928536220611	0.18940012985236615	0.19117699627097276	0.22477076766312148	0.029159979718860356	0.21214476116934583
9.395973154362416	0.25874496811345965	0.051408836049111235	0.18936109596679318	0.19115137339598454	0.22474531870113704	0.029153316225362522	0.21209479736746786
9.731543624161075	0.2587207625060942	0.051393309809897716	0.18933122284504203	0.19113185079012673	0.2247258238457159	0.029148210714179616	0.21205662875206585
10.067114093959733	0.25870223603800896	0.051381507882793845	0.18930836322717834	0.1911169669368242	0.22471089399411182	0.029144299597770686	0.21202746323096433
10.40268456375839	0.2586880557632311	0.0513725288993317	0.18929087198581157	0.19110561387773675	0.22469946238374752	0.029141304124227836	0.21200517331572682
10.738255033557047	0.25867720036950065	0.05136569230589219	0.18927748883402354	0.19109694983622483	0.22469071213121933	0.029139011195698696	0.21198813567560185
11.073825503355705	0.25866889769924967	0.051360483196911014	0.18926724972505146	0.19109033565456776	0.22468401453733983	0.029137255704351467	0.2119751106926819
11.409395973154362	0.2586625427195082	0.051356512077506654	0.189259416489373	0.19108528478800232	0.2246788890975844	0.029135912199358287	0.21196515275895322
11.74496644295302	0.25865768143068496	0.05135348325328684	0.18925342416587168	0.19108142680424137	0.22467496723774527	0.029134884059212822	0.2119575391079228
12.080536912751679	0.2586539634413458	0.051351172591555305	0.18924884102282571	0.19107847982421453	0.22467196700114508	0.02913409746652148	0.21195171846956798
12.416107382550337	0.2586511183349476	0.051349408752821034	0.18924533495543386	0.191076227774882	0.2246696715065094	0.02913349560728814	0.21194726732678126
12.751677852348994	0.2586489422636766	0.051348061993598586	0.18924265300812917	0.19107450659788902	0.22466791534577535	0.029133035130468932	0.2119438634553877
13.087248322147651	0.2586472773399954	0.051347033353919665	0.18924060135872006	0.191073190887078	0.22466657177367352	0.02913268282301858	0.211941260178811
13.422818791946309	0.25864600374497526	0.05134624752160676	0.18923903190060787	0.19107218501770906	0.22466554389045612	0.029132413284882138	0.2119392691400709
13.758389261744966	0.25864502914286874	0.05134564686396795	0.18923783091837884	0.19107141569304026	0.22466475728125848	0.029132207009681114	0.21193774580505473
14.093959731543626	0.25864428237095516	0.05134518714536546	0.18923691089258346	0.19107082657768795	0.22466415466135475	0.02913204897927633	0.21193657898624252
14.429530201342283	0.2586437105100083	0.051344835611466626	0.18923620677489153	0.19107037587895823	0.22466369344128023	0.02913192802647757	0.2119356860970368
14.76510067114094	0.25864327448237084	0.051344567986262475	0.18923567019580287	0.19107003256969904	0.22466334194260473	0.02913183584487269	0.21193500576066235
15.100671140939598	0.25864294230985574	0.05134436415683891	0.18923526118065231	0.1910697709724062	0.2246630739933656	0.029131765573295432	0.21193448722647953
15.436241610738255	0.25864268875194557	0.05134420810754693	0.18923494795428125	0.19106957065581498	0.22466286879565883	0.029131711760145413	0.21193409013774892
15.771812080536913	0.25864249421193214	0.051344087746441155	0.18923470641700801	0.1910694161591555	0.22466271057245701	0.029131670267482472	0.21193378390810927
16.107382550335572	0.25864234643570394	0.05134399635613627	0.18923452298678353	0.19106929883311755	0.22466259041678327	0.029131638756898722	0.21193355134741437
16.44295302013423	0.258642231945487	0.05134392634287522	0.18923438236577286	0.19106920891786738	0.2246624982981456	0.029131614596511642	0.21193337308247412
16.778523489932887	0.2586421431358951	0.0513438728031791	0.1892342747669089	0.19106914013622903	0.22466242780389767	0.02913159610814182	0.21193323669574776
17.114093959731544	0.2586420758143553	0.05134383179148163	0.18923419234103384	0.191069087445364	0.22466237380242876	0.029131581946502585	0.2119331322156963
17.449664429530202	0.25864202536110514	0.05134380042229281	0.18923412928625458	0.19106904713913947	0.22466233249388007	0.02913157111291812	0.21193305228935042
