NON $ % + - . 0 1
#NON	b	e	a	d	c	g	f
17.78523489932886	0.25864198738448074	0.05134377664359254	0.18923408147727427	0.19106901658138067	0.22466230117364944	0.02913156289824069	0.21193299168955584
18.120805369127517	0.2586419589812584	0.051343758792475026	0.18923404557911225	0.19106899363808003	0.22466227765670618	0.029131556730149985	0.21193294618772857
18.456375838926174	0.2586419361543391	0.051343745056349754	0.18923401795103556	0.1910689759814235	0.22466225955611266	0.029131551983060767	0.21193291116989824
18.79194630872483	0.258641919526824	0.05134373495333164	0.18923399762588028	0.1910689629929331	0.22466224624019848	0.029131548490700963	0.21193288540876273
19.12751677852349	0.25864190570979345	0.05134372683287427	0.18923398128953137	0.19106895255326162	0.22466223553664633	0.029131545683783722	0.2119328647037099
19.46308724832215	0.2586418956528796	0.05134372091423672	0.18923396938022496	0.19106894494320545	0.22466222773360897	0.029131543637483378	0.21193284960993666
19.798657718120808	0.2586418873722816	0.05134371600240278	0.18923395949845617	0.19106893862834817	0.22466222125895188	0.029131541939577142	0.21193283708568827
20.134228187919465	0.2586418811918783	0.05134371234194568	0.1892339521335756	0.1910689339220187	0.2246622164333098	0.029131540674117287	0.21193282775149738
20.469798657718123	0.2586418762413338	0.051343709342235054	0.18923394609884403	0.19106893006553446	0.2246622124793673	0.029131539637200367	0.21193282010295159
20.80536912751678	0.2586418725936529	0.0513437071263665	0.18923394164090981	0.19106892721671434	0.22466220955851107	0.029131538871212913	0.211932814452901
21.140939597315437	0.25864186985359433	0.051343705452192655	0.18923393827269505	0.19106892506428858	0.2246622073516717	0.02913153829246407	0.21193281018396767
21.476510067114095	0.2586418675111614	0.051343703988713324	0.1892339353286397	0.1910689231828765	0.22466220542290377	0.029131537786594438	0.21193280645249188
21.812080536912752	0.2586418658295551	0.051343702930698044	0.1892339332002318	0.19106892182270738	0.224662204028516	0.02913153742087513	0.21193280375480675
22.14765100671141	0.25864186451575955	0.051343702104131486	0.18923393153739101	0.19106892076006887	0.2246622029391592	0.02913153713515527	0.21193280164719958
22.483221476510067	0.2586418632879282	0.05134370134240387	0.1892339300049285	0.1910689197807657	0.22466220193523656	0.02913153687184275	0.21193279970483472
22.818791946308725	0.2586418624158411	0.0513437007960804	0.18923392890580895	0.1910689190783864	0.22466220121522001	0.029131536682989123	0.21193279831170928
23.154362416107382	0.2586418616983165	0.051343700350978905	0.18923392801027505	0.19106891850611651	0.2246622006285636	0.029131536529118148	0.2119327971766348
23.48993288590604	0.258641861016388	0.05134369993913389	0.18923392718156626	0.19106891797656525	0.22466220008564905	0.029131536386731504	0.2119327961262894
23.8255033557047	0.258641860485881	0.05134369961520781	0.1892339265297631	0.1910689175600582	0.22466219965863832	0.029131536274739394	0.2119327953001586
24.161073825503358	0.25864186011604406	0.05134369939294201	0.18923392608245318	0.19106891727423628	0.22466219936559448	0.029131536197885055	0.21193279473321944
24.496644295302016	0.25864185975933124	0.051343699178734645	0.1892339256513573	0.19106891699877424	0.22466219908315074	0.029131536123814628	0.21193279418684619
24.832214765100673	0.2586418595029047	0.05134369902382586	0.18923392533960168	0.19106891679957	0.2246621988789349	0.029131536070252127	0.21193279379169852
25.16778523489933	0.2586418592777579	0.051343698887648725	0.1892339250655411	0.19106891662445205	0.22466219869940596	0.02913153602316541	0.21193279344433288
25.503355704697988	0.258641859083891	0.05134369877020324	0.18923392482917556	0.1910689164734204	0.22466219854456385	0.029131535982554482	0.2119327931447493
25.838926174496645	0.2586418589213038	0.05134369867148941	0.18923392463050503	0.191068916346475	0.22466219841440857	0.029131535948419343	0.21193279289294778
26.174496644295303	0.25864185878999646	0.05134369859150724	0.18923392446952955	0.1910689162436159	0.2246621983089402	0.029131535920759993	0.21193279268892828
26.51006711409396	0.258641858689969	0.051343698530256714	0.1892339243462491	0.19106891616484312	0.22466219822815864	0.029131535899576427	0.21193279253269087
26.845637583892618	0.25864185862122124	0.051343698487737836	0.18923392426066368	0.19106891611015658	0.22466219817206395	0.02913153588486865	0.2119327924242355
27.181208053691275	0.25864185855902605	0.051343698449327256	0.18923392418334853	0.1910689160607546	0.22466219812139177	0.029131535871582244	0.21193279232625906
27.516778523489933	0.2586418584807697	0.05134369840165149	0.1892339240873939	0.19106891599944242	0.2246621980585242	0.029131535855094797	0.21193279220464678
27.85234899328859	0.2586418584185309	0.05134369836368146	0.18923392401097258	0.19106891595061162	0.22466219800845302	0.02913153584196342	0.2119327921077921
28.18791946308725	0.2586418583723096	0.05134369833541717	0.1892339239540846	0.19106891591426217	0.22466219797117826	0.02913153583218811	0.21193279203569504
28.52348993288591	0.2586418583421058	0.05134369831685862	0.1892339239167299	0.1910689158903941	0.22466219794669987	0.029131535825768873	0.2119327919883556
28.859060402684566	0.2586418583279195	0.05134369830800581	0.18923392389890856	0.1910689158790074	0.22466219793501788	0.02913153582270571	0.21193279196577375
29.194630872483224	0.2586418583297508	0.05134369830885874	0.18923392390062052	0.19106891588010205	0.22466219793613226	0.029131535822998614	0.2119327919679495
29.53020134228188	0.25864185834759956	0.0513436983194174	0.1892339239218658	0.19106891589367808	0.22466219795004302	0.02913153582664759	0.21193279199488288
29.86577181208054	0.2586418582356228	0.05134369825070163	0.18923392378355697	0.1910689158053036	0.22466219785941435	0.029131535802880842	0.21193279181960029
30.201342281879196	0.25864185825705605	0.05134369826377328	0.18923392380986542	0.19106891582211424	0.22466219787665026	0.02913153580740103	0.2119327918529444
30.536912751677853	0.2586418582784893	0.05134369827684493	0.18923392383617388	0.19106891583892488	0.22466219789388617	0.02913153581192122	0.21193279188628852
30.87248322147651	0.25864185829992253	0.051343698289916584	0.18923392386248233	0.1910689158557355	0.22466219791112207	0.02913153581644141	0.21193279191963263
31.20805369127517	0.25864185832135583	0.05134369830298823	0.1892339238887908	0.19106891587254612	0.22466219792835798	0.0291315358209616	0.21193279195297673
31.543624161073826	0.2586418583427891	0.05134369831605988	0.18923392391509924	0.19106891588935676	0.2246621979455939	0.02913153582548179	0.21193279198632084
31.879194630872483	0.2586418583642223	0.051343698329131535	0.1892339239414077	0.1910689159061674	0.2246621979628298	0.02913153583000198	0.21193279201966497
32.214765100671144	0.25864185838310905	0.05134369834065042	0.18923392396459104	0.19106891592098113	0.22466219797801829	0.029131535833985225	0.21193279204904816
32.5503355704698	0.2586418583844811	0.051343698341489434	0.18923392396627975	0.19106891592206016	0.22466219797912465	0.029131535834275378	0.21193279205118845
32.88590604026846	0.25864185838585324	0.05134369834232845	0.18923392396796845	0.1910689159231392	0.224662197980231	0.029131535834565535	0.21193279205332877
33.22147651006711	0.2586418583872253	0.05134369834316746	0.18923392396965716	0.19106891592421824	0.22466219798133735	0.029131535834855688	0.21193279205546905
