NON $ % + -
#NON	a	c	b	d
0.0	0.586326390489757	0.6737788817639165	0.4977499287282685	0.5509144384847389
0.5050505050505051	0.3431943648997512	0.2255578885635315	0.29994957668267314	0.3284859067284439
1.0101010101010102	0.19963188011107375	0.09071510812512477	0.1969370491164172	0.21918013863218788
1.5151515151515151	0.11633843609868556	0.04449225082467672	0.13969935219776375	0.1588850171221266
2.0202020202020203	0.06866240799937054	0.026199849883977114	0.10662956582818843	0.12341436849460154
2.5252525252525255	0.041583804914333174	0.017923972283309348	0.08706745056932708	0.10184624949248354
3.0303030303030303	0.026246171783557513	0.01374801567177047	0.0753009146408335	0.08846800168687412
3.5353535353535355	0.017549896969097728	0.011464161967676356	0.0681270202608599	0.08005211048244507
4.040404040404041	0.012600590028752814	0.01014388284179942	0.06370194589978816	0.0747052210022147
4.545454545454546	0.009767501607079255	0.009352080013360683	0.06094297470606993	0.07128702318835543
5.050505050505051	0.008133984135947736	0.008865566972721468	0.05920435838078136	0.06909437955350911
5.555555555555556	0.00718418919455487	0.008561624896454635	0.05809688373494509	0.0676852872248253
6.0606060606060606	0.006626789292528767	0.00836939801969718	0.05738413133947435	0.06677842075624613
6.565656565656566	0.006296382295480513	0.008246627917660943	0.05692119969385686	0.06619368376917413
7.070707070707071	0.00609846236272454	0.008167569743131287	0.05661824194531195	0.06581567798101354
7.575757575757576	0.005978612877795352	0.008116296906484279	0.056418782478698255	0.06557051630266612
8.080808080808081	0.005905248193555746	0.008082840786783023	0.05628685334262621	0.0654109097250574
8.585858585858587	0.005859857677270064	0.008060896024048518	0.05619928122926509	0.06530659610865214
9.090909090909092	0.0058314824070433875	0.008046437645302718	0.056140990872762364	0.0652381551463788
9.595959595959597	0.0058135739224597855	0.008036876564881825	0.056102110345849415	0.0651930832804829
10.101010101010102	0.005802169428952815	0.008030534401647367	0.05607613244926192	0.06516330720063146
10.606060606060607	0.005794848334686505	0.008026316701919532	0.056058752816040586	0.06514357379853612
11.111111111111112	0.005790114655909551	0.008023506061439293	0.056047113378617945	0.06513046459398018
11.616161616161618	0.005787032727326751	0.008021628821014754	0.056039307982874466	0.06512173288843232
12.121212121212121	0.005785018116244727	0.008020374771479027	0.056034076354259194	0.06511591343122863
12.626262626262626	0.005783695961963992	0.008019536788769252	0.05603057100850455	0.06511203228546691
13.131313131313131	0.005782820907019576	0.008018974153526112	0.056028212486911776	0.0651094304419313
13.636363636363637	0.005782242905603465	0.00801859765498843	0.056026631255563536	0.06510769173802909
14.141414141414142	0.0057818579190374786	0.008018344572307275	0.05602556696445017	0.06510652415577764
14.646464646464647	0.005781600816125551	0.00801817424556935	0.05602484992129926	0.06510573906054172
15.151515151515152	0.005781429949790965	0.008018060055404303	0.0560243686121524	0.06510521317471156
15.656565656565657	0.00578131627769905	0.008017983540024825	0.05602404575377332	0.0651048609826995
16.161616161616163	0.0057812402382306565	0.008017932180773492	0.05602382891100845	0.06510462462181389
