NON $ % + - .
#NON	a	b	e	c	d
0.0	0.30867383735178866	0.9837511887177731	0.14490078344128832	0.8480991339652217	0.8677048408818377
0.33557046979865773	0.2806455129265565	0.6840418338145018	0.182212555665176	0.5198611667669275	0.49716238947769226
0.6711409395973155	0.25190370689624253	0.4848152254356657	0.1816724620329095	0.3471130666576091	0.312639309026933
1.0067114093959733	0.22523089453418435	0.35170678017136814	0.1684474572193492	0.25212330205573036	0.21696714421863833
1.342281879194631	0.2020417589214628	0.26262955017074435	0.15342130441084306	0.197870047978602	0.16521361891244257
1.6778523489932886	0.18282129143839546	0.20307769013936447	0.1406214074964192	0.16601358774838426	0.13609905935408909
2.0134228187919465	0.16747944363223435	0.16337376706152737	0.13098601724866904	0.1469917020905701	0.11920608976751211
2.348993288590604	0.15560886481053493	0.13700549174647983	0.12423441726822122	0.1355523898071064	0.10920829296261378
2.684563758389262	0.14666294715347122	0.11957581346996428	0.11973154287682017	0.1286795571572186	0.10324100845409435
3.0201342281879198	0.14007165699831609	0.10811567454460283	0.11684329991406225	0.1245821686881904	0.09968504381514445
3.3557046979865772	0.13530918165811368	0.10062419160587541	0.1150539624276598	0.12217320589123574	0.09758739895189011
3.691275167785235	0.13192629063456587	0.09575747287177148	0.1139831238626054	0.12078551700432949	0.09637201954123818
4.026845637583893	0.12955928130792763	0.0926168448188127	0.11336643923071259	0.12000864352781274	0.09568618685675821
4.3624161073825505	0.12792530074036768	0.09060440671091147	0.11302786027552578	0.11959111269030892	0.09531354727683733
4.697986577181208	0.12681114323013978	0.08932461558109071	0.11285407628519037	0.11938030658804505	0.09512226117556492
5.033557046979866	0.12606008068495939	0.08851736169115447	0.11277433301477276	0.11928486209546119	0.09503298855817001
5.369127516778524	0.12555924726341897	0.0880126961945609	0.11274573564848542	0.11925108871796437	0.09499883457929482
5.704697986577181	0.12522877489084322	0.08770029534109108	0.11274309480423593	0.1192481610760901	0.09499270922578487
6.0402684563758395	0.12501297584248244	0.08750905000182707	0.11275215093184429	0.11925894896723502	0.0949994419432471
