NON $ % + - . 0 1 2
#NON	d	c	g	f	a	h	e	b
8.053691275167786	0.027407631862442196	0.14416301985981364	0.10130753768978083	0.076654417955903	0.022485130686914018	0.08539818358293116	0.18869979798648784	0.06573141220178125
8.389261744966444	0.027399267190957276	0.1441172288848072	0.10128966675322124	0.07663911893653447	0.022466668149605937	0.08534404679391623	0.18866334094873774	0.06569187426143366
8.724832214765101	0.02739337480470158	0.1440844799613613	0.10127702548105012	0.07662832257216659	0.022453514814966186	0.08530533207115033	0.18863777911703697	0.06566362108257841
9.060402684563758	0.02738922702619817	0.14406108014410396	0.10126808905993828	0.07662070522311439	0.02244415497672516	0.08527768535914224	0.1886198615966694	0.06564345713088557
9.395973154362416	0.02738631018967607	0.14404437559514868	0.10126177348685518	0.07661532845146772	0.022437501836508705	0.08525797201853258	0.18860730715283294	0.0656290845025703
9.731543624161075	0.02738425500972522	0.1440324553193166	0.10125732278874827	0.07661155048672502	0.022432776678229505	0.08524394101049633	0.1885985025594991	0.06561886452763876
10.067114093959733	0.027382812466199752	0.1440239604378266	0.10125417874679442	0.07660888187614258	0.02242942469699389	0.08523395767101467	0.18859233862017966	0.06561159240848849
10.40268456375839	0.02738179828691302	0.14401790902290457	0.10125196315291793	0.0766070041908252	0.022427048637171234	0.08522686609534359	0.18858802011737505	0.06560642911549476
10.738255033557047	0.027381085583427313	0.14401360151238282	0.10125040281598877	0.07660568369073299	0.022425365863667033	0.08522183407800857	0.18858499532099587	0.06560276690496111
11.073825503355705	0.027380584446909897	0.14401053386826682	0.10124930274387504	0.07660475364913485	0.022424173559724838	0.0852182621214882	0.1885828746150651	0.06560016808019795
11.409395973154362	0.027380232296564742	0.14400835143702861	0.10124852804930046	0.07660409940479658	0.02242332974746398	0.08521572994509052	0.18858138867729565	0.06559832634122889
11.74496644295302	0.02737998697458285	0.1440068115282289	0.10124798712613231	0.07660364304195384	0.022422737671938343	0.08521395023191793	0.1885803564610047	0.06559703226973891
12.080536912751679	0.027379813907970237	0.1440057129513563	0.10124760481915644	0.0766033207722045	0.02242231745682177	0.08521268538564601	0.18857963002844708	0.06559611279371787
12.416107382550337	0.027379692006708263	0.14400493065012607	0.10124733505955244	0.0766030935510271	0.02242201977381081	0.08521178821125602	0.188579119529593	0.06559546074022685
12.751677852348994	0.027379606748127824	0.14400437690761259	0.1012471459962496	0.07660293443000606	0.022421810254056655	0.08521115584514306	0.18857876337616072	0.06559500125135052
13.087248322147651	0.0273795471926858	0.14400398561200098	0.1012470136842657	0.07660282315728559	0.022421663039676923	0.08521071094666235	0.188578515178659	0.06559467804873702
13.422818791946309	0.02737950513506923	0.14400370669124965	0.10124692013513667	0.07660274453141659	0.02242155862829037	0.08521039511531286	0.18857834021855102	0.0655944486472067
13.758389261744966	0.02737947533656085	0.14400350742837578	0.10124685380283459	0.07660268881312184	0.02242148438871557	0.08521017039352474	0.18857821645072348	0.06559428544946116
14.093959731543626	0.027379454256135707	0.144003365154694	0.10124680683623784	0.07660264939147325	0.022421431651857695	0.08521001063247327	0.18857812905977603	0.06559416945401998
14.429530201342283	0.027379438654143606	0.14400325891911986	0.10124677201519774	0.07660262017685605	0.022421392447316734	0.08520989174359996	0.18857806448887676	0.06559408314526527
14.76510067114094	0.027379429672273827	0.14400319585554408	0.10124675185933471	0.07660260330469017	0.022421369511068857	0.08520982193755867	0.1885780275714312	0.06559403250557515
15.100671140939598	0.027379422731102648	0.14400314691668967	0.1012467362232792	0.0766025901960223	0.02242135174412054	0.08520976780815737	0.18857799901901065	0.06559399321755997
15.436241610738255	0.027379417788199203	0.14400311168793928	0.10124672502424192	0.07660258079042782	0.022421339021343637	0.0852097289858968	0.18857797868311219	0.06559396501933347
15.771812080536913	0.027379414519032936	0.14400308797249134	0.10124671755410021	0.07660257450175895	0.022421330530015354	0.08520970302023327	0.1885779652361103	0.06559394614027983
16.107382550335572	0.02737941233367122	0.14400307182298153	0.10124671252257776	0.07660257025923531	0.022421324799828852	0.08520968547509122	0.18857795625586646	0.06559393337357028
16.44295302013423	0.027379410818701457	0.14400306051062894	0.10124670903785256	0.07660256732566849	0.022421320813861542	0.0852096732814173	0.1885779500462698	0.06559392450694905
16.778523489932887	0.02737940974179258	0.14400305249706633	0.10124670660350736	0.07660256529254836	0.022421318001867658	0.08520966471553444	0.18857794565776015	0.06559391829923975
17.114093959731544	0.027379408919573783	0.14400304654567003	0.10124670484440762	0.07660256385778587	0.02242131591714762	0.08520965841661388	0.18857794235433167	0.06559391377471607
17.449664429530202	0.02737940829469779	0.14400304216885831	0.101246703602626	0.07660256287975807	0.022421314389823893	0.08520965384031823	0.18857793989035293	0.06559391052194184
17.78523489932886	0.027379407836377823	0.14400303905058326	0.10124670276195105	0.07660256224549569	0.022421313309207856	0.08520965062277053	0.18857793811916687	0.06559390825564132
18.120805369127517	0.027379407515840438	0.14400303685233126	0.1012467021758144	0.07660256180436255	0.02242131255198436	0.08520964835640482	0.18857793688318125	0.06559390664900033
18.456375838926174	0.027379407321784288	0.1440030353299246	0.10124670170681306	0.07660256140253814	0.02242131202497269	0.08520964672077534	0.1885779360799198	0.06559390544330841
18.79194630872483	0.02737940720992509	0.14400303425099248	0.10124670131329547	0.07660256102540644	0.02242131164796453	0.08520964550132369	0.1885779355571481	0.06559390451127432
19.12751677852349	0.027379407058591786	0.1440030331113947	0.10124670097981074	0.07660256075029935	0.022421311255554202	0.08520964429558935	0.18857793494678848	0.06559390362664493
19.46308724832215	0.027379406943467348	0.1440030322330122	0.10124670072080175	0.07660256053479778	0.02242131095362142	0.08520964336665313	0.18857793448016447	0.06559390294572082
19.798657718120808	0.027379406864551776	0.14400303161584493	0.10124670053626847	0.07660256037890174	0.022421310742166193	0.08520964271451503	0.188577934157276	0.065593902468502
20.134228187919465	0.027379406821845077	0.14400303125989292	0.10124670042621091	0.07660256028261125	0.02242131062118851	0.08520964233917505	0.1885779339781231	0.06559390219498844
20.469798657718123	0.027379406815347243	0.14400303116515617	0.10124670039062907	0.07660256024592628	0.022421310590688373	0.08520964224063321	0.18857793394270583	0.06559390212518015
20.80536912751678	0.02737940681062803	0.14400303109200996	0.10124670036311835	0.07660256021734674	0.022421310567401324	0.08520964216523146	0.18857793391632582	0.06559390207191777
21.140939597315437	0.02737940678592357	0.1440030308889839	0.10124670030170342	0.07660256016431863	0.022421310498694662	0.0852096419526288	0.18857793381383836	0.06559390191689501
21.476510067114095	0.027379406773397973	0.14400303077993107	0.10124670026841824	0.07660256013495241	0.02242131046235252	0.08520964183978792	0.18857793376107607	0.0655939018349528
21.812080536912752	0.027379406773051233	0.14400303076485146	0.10124670026326281	0.0766025601292481	0.022421310458374907	0.08520964182670884	0.18857793375803894	0.06559390182609112
22.14765100671141	0.02737940678488335	0.14400303084374508	0.10124670028623714	0.07660256014720568	0.022421310486761815	0.08520964191339156	0.18857793380472704	0.06559390189030999
22.483221476510067	0.027379406808894332	0.14400303101661194	0.10124670033734122	0.07660256018882516	0.02242131054751325	0.08520964209983606	0.1885779339011403	0.0655939020276094
22.818791946308725	0.027379406794339724	0.1440030308783363	0.1012467002945136	0.07660256014990469	0.02242131050237628	0.08520964195917456	0.1885779338382829	0.06559390192649611
23.154362416107382	0.027379406808326692	0.14400303098752465	0.10124670032735715	0.07660256017770277	0.02242131053991775	0.08520964207479202	0.18857793389559338	0.0655939020106932
23.48993288590604	0.027379406822313657	0.144003031096713	0.1012467003602007	0.07660256020550087	0.02242131057745922	0.08520964219040948	0.18857793395290384	0.0655939020948903
23.8255033557047	0.027379406836300624	0.14400303120590133	0.10124670039304423	0.07660256023329895	0.02242131061500069	0.08520964230602694	0.18857793401021433	0.0655939021790874
24.161073825503358	0.02737940685028759	0.14400303131508968	0.10124670042588778	0.07660256026109705	0.022421310652542156	0.08520964242164442	0.18857793406752482	0.06559390226328449
24.496644295302016	0.027379406860729743	0.14400303139662618	0.10124670045039275	0.07660256028183164	0.02242131068056446	0.08520964250793969	0.18857793411029955	0.06559390232612232
24.832214765100673	0.027379406861828968	0.14400303140528162	0.10124670045292	0.07660256028394923	0.022421310683497415	0.0852096425169515	0.1885779341147629	0.06559390233266427
25.16778523489933	0.027379406862928193	0.14400303141393703	0.10124670045544726	0.07660256028606681	0.022421310686430374	0.08520964252596329	0.18857793411922621	0.06559390233920621
25.503355704697988	0.027379406864027418	0.14400303142259244	0.1012467004579745	0.07660256028818441	0.02242131068936333	0.0852096425349751	0.18857793412368956	0.06559390234574816
25.838926174496645	0.027379406865126642	0.14400303143124785	0.10124670046050176	0.07660256029030199	0.022421310692296286	0.0852096425439869	0.1885779341281529	0.06559390235229011
26.174496644295303	0.02737940686622587	0.14400303143990328	0.10124670046302901	0.07660256029241957	0.022421310695229246	0.0852096425529987	0.18857793413261623	0.06559390235883204
26.51006711409396	0.027379406867325096	0.1440030314485587	0.10124670046555626	0.07660256029453716	0.0224213106981622	0.08520964256201051	0.18857793413707957	0.06559390236537399
26.845637583892618	0.02737940686842432	0.1440030314572141	0.10124670046808351	0.07660256029665476	0.02242131070109516	0.08520964257102231	0.18857793414154292	0.06559390237191594
27.181208053691275	0.027379406869523545	0.1440030314658695	0.10124670047061077	0.07660256029877234	0.022421310704028117	0.08520964258003412	0.18857793414600624	0.06559390237845789
27.516778523489933	0.02737940687062277	0.14400303147452495	0.10124670047313801	0.07660256030088992	0.022421310706961076	0.08520964258904593	0.18857793415046958	0.06559390238499982
27.85234899328859	0.027379406871721995	0.14400303148318036	0.10124670047566527	0.07660256030300751	0.022421310709894032	0.08520964259805773	0.18857793415493293	0.06559390239154177
28.18791946308725	0.02737940687282122	0.14400303149183577	0.10124670047819252	0.0766025603051251	0.02242131071282699	0.08520964260706954	0.18857793415939625	0.06559390239808371
28.52348993288591	0.027379406873920445	0.14400303150049118	0.10124670048071976	0.07660256030724269	0.022421310715759948	0.08520964261608134	0.1885779341638596	0.06559390240462566
28.859060402684566	0.02737940687501967	0.14400303150914662	0.10124670048324702	0.07660256030936027	0.022421310718692907	0.08520964262509315	0.18857793416832294	0.0655939024111676
29.194630872483224	0.027379406876118895	0.14400303151780203	0.10124670048577428	0.07660256031147786	0.022421310721625863	0.08520964263410494	0.18857793417278626	0.06559390241770954
29.53020134228188	0.02737940687721812	0.14400303152645744	0.10124670048830152	0.07660256031359546	0.022421310724558823	0.08520964264311674	0.1885779341772496	0.06559390242425149
29.86577181208054	0.027379406878317344	0.14400303153511285	0.10124670049082878	0.07660256031571304	0.02242131072749178	0.08520964265212855	0.18857793418171295	0.06559390243079344
30.201342281879196	0.02737940687941657	0.14400303154376828	0.10124670049335603	0.07660256031783062	0.022421310730424738	0.08520964266114035	0.18857793418617627	0.06559390243733539
30.536912751677853	0.027379406880515794	0.1440030315524237	0.10124670049588327	0.0766025603199482	0.022421310733357694	0.08520964267015216	0.18857793419063962	0.06559390244387732
30.87248322147651	0.02737940688161502	0.1440030315610791	0.10124670049841053	0.0766025603220658	0.022421310736290653	0.08520964267916396	0.18857793419510296	0.06559390245041927
31.20805369127517	0.027379406882714244	0.1440030315697345	0.10124670050093779	0.07660256032418339	0.02242131073922361	0.08520964268817577	0.18857793419956628	0.06559390245696121
31.543624161073826	0.02737940688381347	0.14400303157838995	0.10124670050346503	0.07660256032630097	0.02242131074215657	0.08520964269718757	0.18857793420402963	0.06559390246350316
31.879194630872483	0.027379406884912694	0.14400303158704536	0.10124670050599228	0.07660256032841856	0.022421310745089525	0.08520964270619938	0.18857793420849298	0.0655939024700451
32.214765100671144	0.02737940688601192	0.14400303159570077	0.10124670050851953	0.07660256033053615	0.022421310748022484	0.08520964271521118	0.1885779342129563	0.06559390247658704
32.5503355704698	0.027379406887111143	0.14400303160435618	0.10124670051104678	0.07660256033265374	0.02242131075095544	0.08520964272422299	0.18857793421741964	0.06559390248312899
32.88590604026846	0.02737940688821037	0.14400303161301162	0.10124670051357404	0.07660256033477132	0.022421310753888396	0.0852096427332348	0.18857793422188296	0.06559390248967094
33.22147651006711	0.027379406889309593	0.14400303162166703	0.10124670051610128	0.07660256033688892	0.022421310756821355	0.08520964274224659	0.1885779342263463	0.06559390249621287
