NON $ % + - . 0 1 2
#NON	d	c	g	f	a	h	e	b
0.0	0.5041318909339295	0.5617660178586555	0.05955439811549812	0.14430119301545064	0.13060245064299347	0.14489738908430538	0.9837143247496328	0.9751798393349822
0.33557046979865773	0.26429108603812707	0.4376058461542758	0.11764928822955059	0.15873197764822874	0.1049893675370814	0.16235828087646903	0.7093302731356195	0.4705155170739874
0.6711409395973155	0.1519836989233311	0.3532540670957743	0.1383872801633022	0.15120702981670872	0.08611636704382307	0.16168651110048293	0.5349245892538814	0.2626727491660063
1.0067114093959733	0.09716268718748419	0.29465820212251603	0.1413002093097016	0.13682291688490028	0.07149020365887479	0.15423818521841384	0.4220405354768631	0.17390342748144702
1.342281879194631	0.06891921599128906	0.25319800235226747	0.13683235275277839	0.12233659253540052	0.05997667431075168	0.14468395616121013	0.34768849653959805	0.1332494928649232
1.6778523489932886	0.053430860547754276	0.22344063381254398	0.13020370044741503	0.11021266639434577	0.0509281682102202	0.13497742980038752	0.29792279073667	0.11240471990956274
2.0134228187919465	0.044384988761457016	0.20187559975589095	0.1237296773480205	0.1008893147208987	0.04388049058432658	0.12595118696207283	0.26416629813139364	0.10008486653404916
2.348993288590604	0.03879951171135771	0.1861626949917962	0.11823834879411686	0.09401542892310542	0.03845219521988661	0.1179525264296034	0.24103947111724308	0.09178112660042474
2.684563758389262	0.03519588569730693	0.17468841540404723	0.11387961840107413	0.08904827017723267	0.034316755871478616	0.11109760314683297	0.2250857378283185	0.08566492236487093
3.0201342281879198	0.032795720130053725	0.16630783591954992	0.11054032138171034	0.08548898884143939	0.03119699161440489	0.1053786643087347	0.2140302863065767	0.08095596845347726
3.3557046979865772	0.031161934975374044	0.16019248651257054	0.10803388691361444	0.08294542138711043	0.02886319577185628	0.10071658132917993	0.20634635716111366	0.07727782326796274
3.691275167785235	0.0300337630281976	0.15573646790393836	0.10617647784046906	0.08112840745467223	0.027129758842905357	0.09699266358442439	0.2009948671462043	0.07440873922520912
4.026845637583893	0.029247521108271616	0.15249474075484798	0.10481191467212182	0.07983014911031995	0.025849966514459755	0.0940709608469492	0.19726224627031044	0.0721893017405754
4.3624161073825505	0.028696388009616408	0.15014020315680482	0.10381580929087085	0.07890250740409684	0.0249099115480009	0.09181421482129182	0.1946557248648994	0.07049060121284102
4.697986577181208	0.02830868004700955	0.14843271151576687	0.10309232983902279	0.07823991536943604	0.024222417643010127	0.09009442370270206	0.19283382387911582	0.06920437115336311
5.033557046979866	0.02803536022790489	0.14719628463632242	0.10256905117174134	0.07776698018983476	0.02372152618763483	0.08879880815474378	0.19155933387769203	0.06824004822801259
5.369127516778524	0.027842455182432137	0.14630222327094866	0.10219191912352245	0.07742974561353509	0.023357790757803237	0.08783218460573838	0.19066718735740573	0.0675233246539305
5.704697986577181	0.027706231357944512	0.14565659472235587	0.10192095565838583	0.07718954816893389	0.023094422854761796	0.08711687466381492	0.19004235104942258	0.06699457887445184
6.0402684563758395	0.027610017734090168	0.14519095965042544	0.10172679592683725	0.07701866828255373	0.022904219331365924	0.08659114122165427	0.18960454108097435	0.06660695554240269
6.375838926174497	0.027542070382941077	0.14485554981915527	0.10158799798965516	0.07689724618844368	0.022767173017663084	0.08620693588036384	0.18929768251983586	0.0663242838430852
6.7114093959731544	0.027494097536058613	0.14461422862090473	0.10148898266186895	0.07681106657672819	0.022668634233834813	0.08592749755080314	0.1890825605900304	0.06611906022678789
7.046979865771813	0.027460238881215657	0.14444079688054953	0.10141847694382988	0.07674996661180628	0.02259791720854255	0.08572507462989694	0.18893172787541426	0.06597062188683696
7.38255033557047	0.027436350975844563	0.14431628797343313	0.10136835252986647	0.07670669159167215	0.022547253592782368	0.08557893438660286	0.18882596201731552	0.06586359341422039
7.718120805369128	0.027419506428061267	0.1442269957445883	0.10133276673245768	0.07667606687924024	0.02251101471135215	0.08547372869485076	0.1887518009689754	0.06578662681665375
