NON $ % + - . 0 1 2 3 4 5 6
#NON	b	k	f	c	l	i	j	d	a	h	e	g
15.771812080536913	0.20431463661848884	0.12137766032764263	0.10720936603448147	0.18854923713815883	0.20133713429563288	0.1632819060877557	0.1903189133981365	0.056581719803547495	0.09905536957198831	0.22165454074621488	0.18415641794205626	0.15845605214116157
16.107382550335572	0.2043146364990141	0.12137766029440981	0.1072093604479823	0.18854923698746234	0.20133713427723574	0.1632819059037036	0.19031891322793623	0.056581719754713315	0.0990553694730206	0.221654540732039	0.1841564178570887	0.1584560521312673
16.44295302013423	0.20431463641256897	0.12137766027944798	0.10720935637123712	0.18854923687296993	0.20133713427221345	0.16328190577210963	0.19031891310638763	0.05658171972073251	0.09905536939739157	0.22165454073209334	0.18415641764239016	0.15845605213250324
16.778523489932887	0.20431463635804697	0.12137766027667081	0.10720935347662278	0.1885492367966051	0.20133713427634006	0.1632819056826254	0.1903189130240795	0.056581719698152566	0.09905536933956116	0.22165454073960805	0.1841564173239055	0.1584560521391141
17.114093959731544	0.2043146363331824	0.12137766027755487	0.10720935142394009	0.18854923675972735	0.20133713428308106	0.16328190562339584	0.19031891297016612	0.05658171968280884	0.09905536929494911	0.22165454074543675	0.18415641695126733	0.15845605214349298
17.449664429530202	0.20431463632823993	0.12137766027691316	0.10720934994421133	0.1885492367564098	0.20133713428576164	0.16328190558263833	0.19031891293343509	0.056581719672078756	0.09905536926366197	0.2216545407445692	0.184156416741859	0.15845605214206657
17.78523489932886	0.20431463631013488	0.12137766027918212	0.1072093485557464	0.18854923672816876	0.20133713429216035	0.16328190554439664	0.1903189128985916	0.056581719662421884	0.09905536923326079	0.22165454075072666	0.1841564164875416	0.15845605214683484
18.120805369127517	0.20431463629783117	0.12137766028026999	0.10720934750441169	0.18854923671122698	0.2013371342956757	0.16328190551612695	0.19031891287280192	0.05658171965549204	0.09905536921178196	0.22165454075388383	0.18415641637436966	0.15845605214922354
18.456375838926174	0.20431463629132882	0.12137766028017676	0.1072093467902072	0.18854923670558443	0.20133713429630762	0.16328190549782928	0.19031891285606609	0.05658171965128921	0.09905536919922549	0.2216545407540407	0.18415641640234318	0.15845605214923267
18.79194630872483	0.2043146362906278	0.12137766027890243	0.10720934641313294	0.18854923671124119	0.20133713429405614	0.16328190548950364	0.1903189128483841	0.056581719649813414	0.09905536919559138	0.22165454075119725	0.18415641657146217	0.1584560521468623
19.12751677852349	0.2043146362913001	0.12137766027749743	0.1072093461660094	0.18854923671845836	0.20133713429143707	0.16328190548472157	0.19031891284393776	0.0565817196491585	0.09905536919457769	0.22165454074803848	0.18415641674390051	0.15845605214425892
19.46308724832215	0.20431463628886873	0.12137766027702376	0.107209345839365	0.18854923671738935	0.20133713429099412	0.1632819054769836	0.19031891283684457	0.05658171964739724	0.09905536918981274	0.221654540747279	0.18415641678030734	0.15845605214359293
19.798657718120808	0.20431463628809213	0.12137766027635265	0.1072093456558397	0.18854923671849977	0.20133713429002367	0.1632819054731978	0.19031891283335686	0.05658171964657803	0.09905536918806875	0.2216545407460335	0.18415641682879375	0.15845605214255754
20.134228187919465	0.2043146362889703	0.12137766027548408	0.10720934561543351	0.1885492367217896	0.20133713428852576	0.1632819054733642	0.19031891283347466	0.05658171964670085	0.09905536918934572	0.221654540744302	0.1841564168893598	0.15845605214115274
20.469798657718123	0.20431463629150326	0.12137766027441806	0.10720934571814641	0.18854923672725887	0.20133713428650038	0.16328190547748275	0.1903189128371979	0.05658171964776571	0.09905536919364367	0.22165454074208446	0.18415641696200546	0.15845605213937852
20.80536912751678	0.20431463629070562	0.12137766027333942	0.10720934545783782	0.18854923672996718	0.201337134284728	0.1632819054723851	0.1903189128324837	0.05658171964674631	0.09905536919171004	0.22165454073990584	0.18415641705405644	0.15845605213758104
21.140939597315437	0.20431463629225932	0.12137766027299658	0.10720934558671193	0.18854923673174276	0.20133713428421057	0.1632819054760305	0.19031891283581928	0.05658171964753202	0.09905536919444388	0.221654540739365	0.18415641705490338	0.15845605213715933
21.476510067114095	0.20431463629381302	0.12137766027265373	0.10720934571558605	0.18854923673351837	0.20133713428369315	0.16328190547967592	0.19031891283915484	0.05658171964831772	0.09905536919717774	0.22165454073882412	0.1841564170557503	0.1584560521367376
21.812080536912752	0.20431463629536672	0.12137766027231088	0.10720934584446015	0.18854923673529397	0.20133713428317573	0.1632819054833213	0.1903189128424904	0.056581719649103426	0.09905536919991159	0.22165454073828325	0.18415641705659724	0.1584560521363159
22.14765100671141	0.20431463629654387	0.1213776602720525	0.1072093459421783	0.1885492367366405	0.2013371342827887	0.16328190548607222	0.19031891284500774	0.056581719649696674	0.09905536920197094	0.221654540737878	0.18415641705724847	0.15845605213599978
22.483221476510067	0.2043146362967145	0.12137766027201989	0.10720934595661866	0.18854923673684018	0.20133713428275024	0.1632819054864323	0.19031891284533803	0.05658171964977551	0.09905536920222743	0.22165454073783522	0.18415641705737673	0.15845605213596603
22.818791946308725	0.20431463629688512	0.12137766027198728	0.10720934597105902	0.18854923673703985	0.2013371342827118	0.16328190548679233	0.1903189128456683	0.05658171964985434	0.09905536920248391	0.22165454073779245	0.184156417057505	0.15845605213593225
23.154362416107382	0.20431463629705576	0.12137766027195468	0.10720934598549937	0.18854923673723953	0.20133713428267333	0.16328190548715238	0.19031891284599856	0.056581719649933165	0.0990553692027404	0.22165454073774965	0.18415641705763325	0.15845605213589847
23.48993288590604	0.2043146362972264	0.12137766027192207	0.10720934599993973	0.1885492367374392	0.2013371342826349	0.16328190548751242	0.19031891284632882	0.056581719650012	0.09905536920299689	0.22165454073770688	0.1841564170577615	0.15845605213586472
