NON $ % + - . 0 1 2 3 4 5
#NON	g	d	i	c	a	e	f	j	h	k	b
27.181208053691275	0.11067111286656353	0.16887503463761927	0.19704357629242727	0.09235203815017544	0.04715871289405746	0.18039907928644228	0.04288822272624451	0.03892711545770371	0.03624112618810229	0.25799811952349866	0.2153616587550828
27.516778523489933	0.11067111286630019	0.16887503463765552	0.19704357629210176	0.09235203815004668	0.04715871289397629	0.18039907928645824	0.04288822272779526	0.0389271154576234	0.03624112618804289	0.25799811952314616	0.2153616587523562
27.85234899328859	0.11067111286603686	0.16887503463769177	0.19704357629177624	0.09235203814991792	0.047158712893895116	0.1803990792864742	0.04288822272934601	0.0389271154575431	0.03624112618798349	0.2579981195227937	0.21536165874962956
28.18791946308725	0.11067111286577351	0.16887503463772804	0.19704357629145075	0.09235203814978915	0.04715871289381394	0.18039907928649015	0.04288822273089676	0.03892711545746279	0.03624112618792409	0.2579981195224412	0.21536165874690294
28.52348993288591	0.11067111286551017	0.1688750346377643	0.19704357629112523	0.09235203814966039	0.04715871289373277	0.18039907928650611	0.04288822273244751	0.03892711545738248	0.03624112618786469	0.25799811952208873	0.21536165874417632
28.859060402684566	0.11067111286524682	0.16887503463780054	0.19704357629079972	0.09235203814953163	0.047158712893651596	0.18039907928652207	0.04288822273399826	0.038927115457302174	0.036241126187805284	0.25799811952173624	0.2153616587414497
29.194630872483224	0.11067111286498348	0.1688750346378368	0.19704357629047423	0.09235203814940288	0.047158712893570424	0.18039907928653803	0.042888222735549014	0.03892711545722186	0.03624112618774589	0.25799811952138374	0.21536165873872307
29.53020134228188	0.11067111286472014	0.16887503463787304	0.1970435762901487	0.09235203814927412	0.04715871289348925	0.180399079286554	0.04288822273709976	0.03892711545714156	0.03624112618768648	0.25799811952103124	0.21536165873599644
29.86577181208054	0.1106711128644568	0.1688750346379093	0.1970435762898232	0.09235203814914536	0.04715871289340808	0.18039907928656995	0.04288822273865051	0.03892711545706125	0.03624112618762708	0.2579981195206788	0.21536165873326982
30.201342281879196	0.11067111286419345	0.16887503463794554	0.19704357628949767	0.0923520381490166	0.04715871289332691	0.1803990792865859	0.042888222740201265	0.038927115456980944	0.03624112618756768	0.2579981195203263	0.2153616587305432
30.536912751677853	0.11067111286393011	0.16887503463798179	0.19704357628917218	0.09235203814888784	0.04715871289324574	0.18039907928660187	0.04288822274175202	0.038927115456900634	0.03624112618750828	0.2579981195199738	0.21536165872781657
30.87248322147651	0.11067111286366678	0.16887503463801806	0.19704357628884667	0.09235203814875909	0.04715871289316457	0.1803990792866178	0.04288822274330276	0.03892711545682033	0.03624112618744888	0.2579981195196213	0.21536165872508994
31.20805369127517	0.11067111286340343	0.1688750346380543	0.19704357628852115	0.09235203814863033	0.0471587128930834	0.18039907928663376	0.042888222744853516	0.03892711545674002	0.03624112618738948	0.2579981195192688	0.21536165872236332
31.543624161073826	0.11067111286314009	0.16887503463809056	0.19704357628819566	0.09235203814850157	0.047158712893002226	0.18039907928664972	0.04288822274640427	0.03892711545665971	0.036241126187330074	0.2579981195189163	0.2153616587196367
31.879194630872483	0.11067111286287674	0.1688750346381268	0.19704357628787014	0.0923520381483728	0.04715871289292105	0.18039907928666568	0.042888222747955014	0.038927115456579404	0.03624112618727068	0.25799811951856383	0.21536165871691007
32.214765100671144	0.11067111286261341	0.16887503463816306	0.19704357628754463	0.09235203814824404	0.04715871289283988	0.18039907928668164	0.04288822274950577	0.038927115456499094	0.03624112618721127	0.2579981195182114	0.21536165871418345
32.5503355704698	0.11067111286235007	0.1688750346381993	0.1970435762872191	0.09235203814811528	0.047158712892758706	0.1803990792866976	0.04288822275105652	0.03892711545641879	0.036241126187151876	0.2579981195178589	0.21536165871145682
32.88590604026846	0.11067111286208672	0.16887503463823555	0.19704357628689362	0.09235203814798652	0.047158712892677535	0.18039907928671356	0.042888222752607265	0.03892711545633848	0.03624112618709247	0.2579981195175064	0.2153616587087302
33.22147651006711	0.11067111286182338	0.1688750346382718	0.1970435762865681	0.09235203814785777	0.04715871289259636	0.18039907928672952	0.04288822275415802	0.038927115456258175	0.03624112618703307	0.2579981195171539	0.21536165870600357
