NON $ % + - . 0 1 2 3 4
#NON	g	a	h	j	b	d	e	f	c	i
0.0	0.4454427962043642	0.18958001114749046	0.8643032250951856	0.7053664992611439	0.5461802422065891	0.9839152826745736	0.5371006516648041	0.7117361927926131	0.8690516779044208	0.4690197960879159
0.33557046979865773	0.2516903472366087	0.20367123059426445	0.591145264683868	0.46425098336427995	0.43491665030504273	0.5748309777887521	0.4107217479722617	0.39334198339944126	0.5324372031006647	0.34380091116626615
0.6711409395973155	0.15547191289897627	0.2054113829800173	0.4328651827089396	0.3301893055951895	0.36642981634574856	0.3796640334206693	0.3431885447461064	0.22921902875767536	0.3882544664031799	0.27002888606894804
1.0067114093959733	0.10600185375223296	0.20092661044912186	0.339128248380598	0.25497678909601773	0.32393650857756606	0.28472115088035505	0.30417699223365946	0.14337893279654576	0.32338483470607327	0.22468074731177068
1.342281879194631	0.0797973392074111	0.1943011182547702	0.2825591099430242	0.21223534960901702	0.2972313034589114	0.2372694560997221	0.27978497511978906	0.09790304646238142	0.2920231216930231	0.1959897270780679
1.6778523489932886	0.06555231781402833	0.18779205524172066	0.24794283783641102	0.18750258023151148	0.28012410754512845	0.21264965996461516	0.26362081661408904	0.07351432424930207	0.27558965969452115	0.17756975779362683
2.0134228187919465	0.05761502948168452	0.18234638108452286	0.22655574564773576	0.17286583269015263	0.2689258488175305	0.19926175013277464	0.25259059262278144	0.06025868683939567	0.2663284736377132	0.16567848233794036
2.348993288590604	0.05308031807332001	0.17816361540321451	0.21324842640785063	0.16399336963029085	0.2614565586163179	0.19160114159030206	0.24501333383940863	0.052940774698317775	0.2608055769883892	0.1579888619867478
2.684563758389262	0.05042361833819833	0.1751090755896016	0.20491899609191433	0.15849363291394972	0.2564120338077638	0.187007113376897	0.23983863206460085	0.04882747116934413	0.25737743505084537	0.15301131382967942
3.0201342281879198	0.048829396139572774	0.17294747417049233	0.1996763458639406	0.155021634839499	0.2529862612587477	0.18414884270571266	0.2363424371186636	0.04646924983894224	0.25519193864831774	0.14978470868544716
3.3557046979865772	0.047852024527665994	0.17144873503884356	0.19635904385975486	0.1528003559174821	0.25065998067229545	0.18232588661268737	0.23400672762914151	0.045089290953477815	0.25377505439105463	0.14768920614435727
3.691275167785235	0.047242003521548635	0.17042403424784983	0.19424968808539947	0.15136686655750722	0.24908615342741153	0.18114642937933312	0.23246153812217762	0.04426555170770195	0.25284756924877805	0.14632565285073085
4.026845637583893	0.04685588406312044	0.1697305341846562	0.19290259285459355	0.1504371503814078	0.24802729802275778	0.1803780386983215	0.2314471973532514	0.04376479269058663	0.25223761858646615	0.14543693040379063
4.3624161073825505	0.046608946517333175	0.16926486234212604	0.19203916147042258	0.14983272718025453	0.24731928245466656	0.17987631022886602	0.23078511154390183	0.04345553285354381	0.25183596999165386	0.14485704380597828
4.697986577181208	0.04644988306787858	0.16895416275635444	0.19148412271473178	0.14943949113191932	0.24684867675451633	0.17954877288431742	0.2303546507129878	0.043262035724792786	0.2515716896005627	0.14447846838805742
5.033557046979866	0.04634694509530132	0.16874796653737348	0.19112653389751408	0.14918370476787254	0.24653754859190286	0.17933524035441592	0.2300754986659664	0.043139721032069624	0.25139812736101935	0.1442313149875916
5.369127516778524	0.046280142961350225	0.16861174519571018	0.19089578056712556	0.14901743381562738	0.24633279830605403	0.17919626522895418	0.22989475066100443	0.04306179932674688	0.2512844162695171	0.14407002519461318
5.704697986577181	0.046236728094508066	0.1685221009484772	0.19074670740805574	0.14890943971714518	0.2461985660970624	0.1791059598722575	0.22977781871566055	0.04301187594035613	0.25121010175767644	0.14396484119153777
