NON $ % + - . 0 1
#NON	a	e	g	b	c	d	f
5.033557046979866	0.20166600915128066	0.1102061180087445	0.07457731053248468	0.18775536278424138	0.17604970204339024	0.011218522153172197	0.014535329278452108
5.369127516778524	0.19939988423488275	0.10746806849460327	0.07233248408100232	0.18746221396947374	0.17363293300534688	0.010744917553678356	0.013856683732508826
5.704697986577181	0.19750048798769193	0.10523012201298063	0.07050891595168081	0.18718005894827153	0.17161114689516876	0.010371376187494218	0.013327494382111995
6.0402684563758395	0.19591793996831175	0.10340387075419248	0.06902828985006441	0.18691804554755206	0.169929356818627	0.010074968224930076	0.01291117716481333
6.375838926174497	0.19460567982720117	0.10191509174807156	0.06782627298848251	0.18668115993875803	0.1685367164344939	0.009838569301355288	0.012581302356343766
6.7114093959731544	0.1935216349798295	0.10070213245160302	0.06685031566853908	0.18647136905061268	0.16738760119981738	0.009649234067091773	0.012318407526156804
7.046979865771813	0.19262873683845738	0.09971417086606393	0.06605766679026383	0.1862885637997391	0.1664420276385942	0.00949706537454352	0.012107918178261328
7.38255033557047	0.19189493603895316	0.09890953175156071	0.06541363790371084	0.18613131418284054	0.1656655719963041	0.009374418758357261	0.01193875924072847
7.718120805369128	0.19129292077434773	0.09825416331138556	0.0648901277888026	0.18599743600778557	0.16502899774103136	0.009275336462281708	0.011802408492572565
8.053691275167786	0.19079965923938172	0.09772029534411154	0.06446438043491756	0.18588439705781626	0.16450771818261045	0.009195137780230503	0.011692237163347738
8.389261744966444	0.19039590216309463	0.09728533213443602	0.06411798844009943	0.1857895853328517	0.16408123030708346	0.009130125057320327	0.01160304958842913
8.724832214765101	0.19006565713525492	0.0969308872921264	0.06383604493242472	0.18571048668625903	0.16373253011613642	0.009077356664773302	0.011530736923257175
9.060402684563758	0.18979568524578766	0.09664199803241792	0.06360646902999552	0.18564478176304422	0.1634475649483783	0.009034482547662334	0.011472032977727935
9.395973154362416	0.189575080756457	0.0964065039471737	0.06341947592234527	0.18559039087235768	0.16321477220121308	0.008999619971653128	0.011424330733203713
9.731543624161075	0.1893948743675732	0.09621449989744696	0.06326711654241671	0.1855454929100965	0.16302465013418035	0.008971250991721233	0.011385533867898241
10.067114093959733	0.1892476939669632	0.09605792688030482	0.0631429412714383	0.18550851324694076	0.16286940070804315	0.008948153405607305	0.011353959607994006
10.40268456375839	0.18912750034156808	0.0959302293054539	0.06304171409390444	0.1854781104513546	0.16274263988468798	0.008929340028663557	0.011328251082561212
10.738255033557047	0.18902937214049553	0.09582607485081968	0.06295918064464534	0.18545314865504914	0.16263915945230165	0.008914010395072185	0.011307308420035304
11.073825503355705	0.18894925739982724	0.09574111184386919	0.06289187632763955	0.1854326791208842	0.1625546854784101	0.008901515717847945	0.011290242731404844
11.409395973154362	0.18888385728579496	0.095671799664952	0.06283698430954662	0.1854159088948055	0.16248573252865575	0.008891329344546518	0.01127633226993897
11.74496644295302	0.18883047353386934	0.09561525285486296	0.06279221152650655	0.18540217994911887	0.16242945259513092	0.0088830234093259	0.011264991343524723
12.080536912751679	0.18878689933051598	0.09556911671690596	0.06275568822690501	0.18539094727760827	0.16238351694670827	0.008876249544697904	0.01125574337100318
12.416107382550337	0.18875133050512483	0.0955314697031874	0.0627258896247211	0.18538176080236637	0.16234602219850972	0.00887072397938548	0.011248200330606042
12.751677852348994	0.18872229610980346	0.09550074763709103	0.06270157524291015	0.18537425041330122	0.16231541684327536	0.008866216070895851	0.011242046978314817
13.087248322147651	0.18869860272634068	0.09547568331665383	0.06268174062572056	0.18536811384349233	0.16229044244024105	0.008862539205509458	0.011237028337199398
13.422818791946309	0.18867926486715145	0.09545523028143625	0.06266555644220476	0.18536310031562686	0.1622700595482611	0.00885953934068106	0.01123293394707816
13.758389261744966	0.18866348242646877	0.09543853974774058	0.06265235032250784	0.1853590050197276	0.16225342430064493	0.008857091672611115	0.011229593350564233
14.093959731543626	0.18865060135327655	0.09542491938206905	0.06264157404721618	0.1853556604056401	0.16223984749281053	0.008855094499334346	0.011226867692328503
14.429530201342283	0.18864008825131798	0.09541380503550466	0.06263278095652226	0.18535292963585145	0.16222876728149943	0.008853464966924473	0.01122464385623903
14.76510067114094	0.18863151269715206	0.09540474134396007	0.062625610550552	0.18535070184842176	0.16221973016710783	0.008852136209653007	0.011222830549641257
15.100671140939598	0.18862451076630696	0.09539734165102001	0.06261975661243939	0.18534888258447063	0.16221235184082147	0.008851051404797982	0.011221350148655726
15.436241610738255	0.18861879373806045	0.0953912983185167	0.06261497565796303	0.18534739601611686	0.16220632660117137	0.00885016542802769	0.011220141040558206
15.771812080536913	0.1886141309148326	0.09538636487339114	0.06261107280576554	0.1853461808458953	0.16220140945096428	0.008849442230614504	0.011219154053198411
16.107382550335572	0.18861032990745583	0.0953823397959456	0.06260788877415986	0.18534518837352296	0.16219739859348506	0.008848852311448557	0.011218349006102869
16.44295302013423	0.18860722793098714	0.09537905653337085	0.0626052918772239	0.1853443793730248	0.16219412585991647	0.00884837122595301	0.011217692617974138
16.778523489932887	0.18860468703656338	0.095376377266515	0.06260317272321755	0.1853437215372929	0.16219145141786093	0.00884797852323107	0.011217156894373666
17.114093959731544	0.188602608784711	0.09537419049687108	0.0626014429174347	0.18534318558796067	0.16218926722940044	0.008847657859330121	0.011216719407043373
17.449664429530202	0.18860093315601825	0.09537240538492592	0.06260003084361815	0.18534274263225642	0.16218749261917587	0.008847396374253412	0.011216362481343117
17.78523489932886	0.1885995476243861	0.09537094915081121	0.06259887885922764	0.18534238492444835	0.1621860374996218	0.00884718291650547	0.011216071144847305
18.120805369127517	0.1885984218851596	0.09536976060595197	0.062597938668287	0.18534209203440707	0.16218485183304218	0.008847008717978359	0.011215833403976905
18.456375838926174	0.1885975042936825	0.09536879065786172	0.06259717141081186	0.18534185286257346	0.16218388463189895	0.008846866555725492	0.011215639397219618
18.79194630872483	0.18859675471383502	0.09536799904331579	0.06259654522826844	0.18534165786108778	0.16218309500074068	0.008846750530788955	0.011215481065585578
19.12751677852349	0.18859614271338418	0.09536735241416801	0.0625960337369301	0.18534149853544632	0.16218245009788915	0.008846655757752581	0.011215351737507505
19.46308724832215	0.18859564329528483	0.09536682466494073	0.06259561628405957	0.18534136849862834	0.16218192378284463	0.008846578409674535	0.011215246188958016
19.798657718120808	0.18859523357600846	0.09536639171976319	0.06259527382359623	0.1853412618303651	0.1621814920091221	0.00884651495711816	0.01121515960283396
20.134228187919465	0.18859490056648687	0.09536603982342315	0.0625949954742867	0.1853411751322317	0.16218114106823314	0.008846463383766753	0.011215089227331736
20.469798657718123	0.18859463073391547	0.09536575465607253	0.06259476990822554	0.1853411048687835	0.16218085668464768	0.00884642159053369	0.011215032197691812
20.80536912751678	0.18859440791333174	0.09536551914715267	0.0625945836219196	0.185341046835154	0.1621806218290444	0.008846387075297758	0.011214985099288859
21.140939597315437	0.18859423087094374	0.0953653319941592	0.06259443558518726	0.18534100071159607	0.1621804352019617	0.008846359647216357	0.011214947671748809
21.476510067114095	0.18859408723530646	0.09536518013374823	0.06259431546463326	0.1853409632820876	0.16218028377126645	0.008846337391636911	0.011214917302263091
21.812080536912752	0.1885939670047094	0.09536505300689765	0.06259421490784234	0.1853409319476652	0.16218015700252014	0.008846318760957235	0.011214891878919185
22.14765100671141	0.18859386832031705	0.09536494866136518	0.0625941323707961	0.18534090623185745	0.16218005294487559	0.008846303469148057	0.011214871011512645
22.483221476510067	0.18859378644960825	0.0953648621074548	0.06259406390669954	0.18534088490907763	0.16217996661829762	0.008846290784950953	0.01121485370222377
22.818791946308725	0.18859371917416565	0.09536479101090582	0.06259400766943095	0.18534086740648223	0.16217989569400892	0.008846280366254396	0.011214839484419549
23.154362416107382	0.18859366478773645	0.09536473357847258	0.06259396224085438	0.18534085328428257	0.16217983838330363	0.008846271950233789	0.01121482799969057
23.48993288590604	0.18859361926816418	0.0953646855722112	0.06259392426886248	0.18534084149484353	0.1621797904633885	0.008846264915397159	0.011214818400257582
23.8255033557047	0.1885935855021998	0.09536465003329749	0.06259389615891371	0.1853408327890856	0.1621797549652179	0.00884625970768628	0.011214811294430728
24.161073825503358	0.18859355666976563	0.09536461977007978	0.06259387222226409	0.18534082538115831	0.16217972472871592	0.008846255272083492	0.011214805243019836
24.496644295302016	0.18859353263438317	0.09536459461132732	0.06259385232283148	0.18534081921305728	0.16217969959297354	0.008846251583292263	0.011214800211097819
24.832214765100673	0.18859351204651428	0.09536457303568922	0.0625938352572821	0.1853408139103756	0.16217967805035766	0.0088462484195979	0.011214795895445898
25.16778523489933	0.18859349332897551	0.0953645532715293	0.06259381962455078	0.1853408090429007	0.16217965834200285	0.008846245522935156	0.011214791943252918
25.503355704697988	0.18859347810148056	0.09536453713825761	0.06259380686348374	0.18534080505244624	0.16217964227420403	0.008846243158328252	0.011214788716843924
25.838926174496645	0.18859346636402946	0.09536452463587414	0.062593796974081	0.18534080193901223	0.16217962984696116	0.008846241325777193	0.011214786216218917
26.174496644295303	0.18859345811662218	0.0953645157643789	0.06259378995634254	0.18534079970259865	0.16217962106027425	0.008846240025281976	0.011214784441377896
26.51006711409396	0.18859345103517483	0.09536450814419861	0.06259378392843001	0.18534079778185153	0.16217961351276108	0.008846238908268016	0.011214782916900297
26.845637583892618	0.18859344440735695	0.09536450104599539	0.06259377831356103	0.18534079600471623	0.1621796064683994	0.0088462378678974	0.011214781497069986
27.181208053691275	0.18859343972787493	0.09536449600016292	0.06259377432201708	0.1853407947322207	0.16217960147160898	0.008846237128351643	0.011214780487647928
27.516778523489933	0.18859343699672879	0.09536449300670119	0.06259377195379816	0.18534079396436498	0.16217959852238983	0.008846236689630744	0.011214779888634122
27.85234899328859	0.18859343621391852	0.0953644920656102	0.06259377120890429	0.18534079370114906	0.162179597620742	0.008846236551734702	0.011214779700028567
28.18791946308725	0.1885934378760081	0.09536449369110497	0.06259377249402018	0.18534079406643927	0.16217959928273837	0.008846236790030507	0.01121478002462521
28.52348993288591	0.18859343464193604	0.09536449028117658	0.0625937697968339	0.1853407932290303	0.1621795958789025	0.00884623629031393	0.011214779342747517
28.859060402684566	0.18859343290397415	0.0953644884553183	0.0625937683526009	0.18534079278345478	0.1621795940526452	0.008846236022784757	0.011214778977662628
29.194630872483224	0.18859343239958262	0.095364487941658	0.06259376794630168	0.185340792664223	0.16217959353111205	0.008846235947595484	0.011214778875022056
29.53020134228188	0.18859343286622166	0.0953644884683236	0.06259376836291677	0.18534079280584517	0.1621795940414486	0.008846236024898611	0.011214778980477316
29.86577181208054	0.1885934337696809	0.09536448943906062	0.06259376913072773	0.18534079305130668	0.162179595001333	0.008846236167249055	0.01121477917465961
30.201342281879196	0.18859343495355385	0.09536449070872302	0.06259377013499937	0.18534079337087372	0.1621795962588101	0.008846236353394208	0.011214779428621867
30.536912751677853	0.18859343616368443	0.09536449201544919	0.06259377116863397	0.18534079370188097	0.16217959755057565	0.008846236544955435	0.011214779690022134
30.87248322147651	0.18859343711817297	0.09536449306425077	0.06259377199831913	0.18534079397231643	0.16217959858172185	0.008846236698693324	0.011214779899878428
31.20805369127517	0.1885934375351198	0.0953644935601394	0.06259377239074237	0.18534079411016807	0.1621795990573409	0.008846236771368457	0.011214779999208767
31.543624161073826	0.18859343713262527	0.09536449320812673	0.06259377211259128	0.18534079404342388	0.162179598682525	0.008846236719741423	0.011214779929031169
31.879194630872483	0.18859343725297426	0.0953644933907556	0.06259377225726394	0.18534079410360849	0.1621795988466322	0.00884623674647926	0.011214779965719134
32.214765100671144	0.1885934378004041	0.0953644940052884	0.06259377274349341	0.18534079426495662	0.16217959944777724	0.008846236836524274	0.01121478008872356
32.5503355704698	0.18859343798186756	0.09536449422880042	0.06259377292043779	0.185340794328459	0.16217959966099654	0.008846236869247747	0.01121478013352263
32.88590604026846	0.1885934376802055	0.09536449393645481	0.0625937726893525	0.1853407942630343	0.16217959936221685	0.008846236826352487	0.011214780075149368
33.22147651006711	0.18859343677825882	0.09536449300341474	0.06259377195149296	0.18534079403760104	0.16217959842736498	0.0088462366895413	0.01121477988863681
