,,,Slide ID,b,c,a,d,e
,,,Antibody Name,b,c,a,d,e
,,,HUGO ID,b,c,a,d,e
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,43.939393939393945,0.15489721828421602,0.11597030666347155,0.25959783397087394,0.20320296144363983,0.2188404408961294
C1,no,Insulin,44.44444444444445,0.15489721828424977,0.11597030666348804,0.2595978339709465,0.20320296144367328,0.21884044089617638
C1,no,Insulin,44.949494949494955,0.15489721828428354,0.11597030666350452,0.259597833971019,0.20320296144370673,0.21884044089622334
C1,no,Insulin,45.45454545454546,0.1548972182843173,0.11597030666352101,0.25959783397109154,0.2032029614437402,0.21884044089627033
C1,no,Insulin,45.959595959595966,0.15489721828435105,0.1159703066635375,0.2595978339711641,0.20320296144377364,0.21884044089631732
C1,no,Insulin,46.46464646464647,0.1548972182843848,0.115970306663554,0.25959783397123665,0.2032029614438071,0.21884044089636429
C1,no,Insulin,46.969696969696976,0.15489721828441855,0.11597030666357049,0.25959783397130914,0.20320296144384054,0.21884044089641128
C1,no,Insulin,47.47474747474748,0.15489721828445233,0.11597030666358697,0.2595978339713817,0.20320296144387398,0.21884044089645824
C1,no,Insulin,47.979797979797986,0.15489721828448608,0.11597030666360346,0.25959783397145425,0.20320296144390745,0.21884044089650523
C1,no,Insulin,48.484848484848484,0.15489721828451983,0.11597030666361995,0.25959783397152675,0.2032029614439409,0.21884044089655222
C1,no,Insulin,48.98989898989899,0.15489721828455358,0.11597030666363643,0.2595978339715993,0.20320296144397434,0.21884044089659918
C1,no,Insulin,49.494949494949495,0.15489721828458733,0.11597030666365292,0.25959783397167185,0.2032029614440078,0.21884044089664617
C1,no,Insulin,50.0,0.1548972182846211,0.1159703066636694,0.25959783397174435,0.20320296144404124,0.21884044089669316
