,,,Slide ID,e,a,c,d,b
C1,no,Insulin,19.6969696969697,0.1188230274822429,0.26492426246842954,0.172071205526546,0.14771573894267107,0.14340714983501365
C1,no,Insulin,20.202020202020204,0.1188230274726964,0.2649242624418754,0.17207120564267298,0.14771573891210807,0.1434071497751716
C1,no,Insulin,20.70707070707071,0.11882302746710806,0.2649242624279167,0.17207120569253162,0.14771573889694425,0.14340714974803714
C1,no,Insulin,21.212121212121215,0.11882302746236457,0.26492426241664657,0.17207120572824552,0.1477157388850673,0.143407149727884
C1,no,Insulin,21.71717171717172,0.1188230274576211,0.2649242624053764,0.17207120576395946,0.14771573887319037,0.14340714970773083
C1,no,Insulin,22.222222222222225,0.11882302745287762,0.26492426239410627,0.17207120579967336,0.14771573886131345,0.14340714968757767
C1,no,Insulin,22.72727272727273,0.11882302745162214,0.2649242623911579,0.17207120580852842,0.1477157388582723,0.1434071496824734
C1,no,Insulin,23.232323232323235,0.11882302745129007,0.2649242623904126,0.17207120581027296,0.1477157388575703,0.14340714968135312
C1,no,Insulin,23.73737373737374,0.118823027450958,0.2649242623896673,0.1720712058120175,0.1477157388568683,0.14340714968023288
C1,no,Insulin,24.242424242424242,0.11882302745062594,0.264924262388922,0.17207120581376203,0.1477157388561663,0.1434071496791126
C1,no,Insulin,24.747474747474747,0.11882302745029387,0.26492426238817673,0.17207120581550658,0.1477157388554643,0.14340714967799234
C1,no,Insulin,25.252525252525253,0.1188230274499618,0.26492426238743144,0.17207120581725113,0.1477157388547623,0.14340714967687207
C1,no,Insulin,25.757575757575758,0.11882302744962973,0.26492426238668615,0.17207120581899568,0.1477157388540603,0.14340714967575183
C1,no,Insulin,26.262626262626263,0.11882302744929767,0.26492426238594086,0.17207120582074023,0.14771573885335829,0.14340714967463156
C1,no,Insulin,26.767676767676768,0.1188230274489656,0.26492426238519556,0.17207120582248478,0.1477157388526563,0.14340714967351129
C1,no,Insulin,27.272727272727273,0.11882302744863353,0.2649242623844502,0.1720712058242293,0.1477157388519543,0.14340714967239102
C1,no,Insulin,27.77777777777778,0.11882302744830146,0.2649242623837049,0.17207120582597385,0.1477157388512523,0.14340714967127074
C1,no,Insulin,28.282828282828284,0.1188230274479694,0.26492426238295963,0.1720712058277184,0.14771573885055028,0.1434071496701505
C1,no,Insulin,28.78787878787879,0.11882302744763733,0.26492426238221434,0.17207120582946295,0.1477157388498483,0.14340714966903023
C1,no,Insulin,29.292929292929294,0.11882302744730526,0.26492426238146904,0.1720712058312075,0.1477157388491463,0.14340714966790996
C1,no,Insulin,29.7979797979798,0.11882302744697319,0.26492426238072375,0.17207120583295205,0.1477157388484443,0.1434071496667897
C1,no,Insulin,30.303030303030305,0.11882302744664112,0.26492426237997846,0.17207120583469657,0.14771573884774228,0.14340714966566945
C1,no,Insulin,30.80808080808081,0.11882302744630906,0.26492426237923317,0.17207120583644112,0.14771573884704028,0.14340714966454918
C1,no,Insulin,31.313131313131315,0.11882302744597699,0.2649242623784879,0.17207120583818566,0.1477157388463383,0.1434071496634289
C1,no,Insulin,31.81818181818182,0.11882302744564494,0.2649242623777426,0.1720712058399302,0.14771573884563627,0.14340714966230864
C1,no,Insulin,32.323232323232325,0.11882302744531287,0.2649242623769973,0.17207120584167476,0.14771573884493427,0.1434071496611884
C1,no,Insulin,32.82828282828283,0.1188230274449808,0.264924262376252,0.17207120584341928,0.14771573884423228,0.14340714966006812
C1,no,Insulin,33.333333333333336,0.11882302744464873,0.2649242623755067,0.17207120584516383,0.1477157388435303,0.14340714965894785
C1,no,Insulin,33.83838383838384,0.11882302744431666,0.2649242623747614,0.17207120584690838,0.14771573884282826,0.14340714965782758
C1,no,Insulin,34.343434343434346,0.1188230274439846,0.2649242623740161,0.17207120584865293,0.14771573884212627,0.1434071496567073
C1,no,Insulin,34.84848484848485,0.11882302744365253,0.2649242623732708,0.17207120585039748,0.14771573884142428,0.14340714965558707
C1,no,Insulin,35.35353535353536,0.11882302744332046,0.26492426237252553,0.17207120585214203,0.14771573884072228,0.1434071496544668
C1,no,Insulin,35.85858585858586,0.1188230274429884,0.26492426237178024,0.17207120585388655,0.14771573884002026,0.14340714965334653
C1,no,Insulin,36.36363636363637,0.11882302744265633,0.26492426237103495,0.1720712058556311,0.14771573883931827,0.14340714965222626
C1,no,Insulin,36.86868686868687,0.11882302744232426,0.2649242623702896,0.17207120585737565,0.14771573883861627,0.14340714965110601
C1,no,Insulin,37.37373737373738,0.11882302744199219,0.2649242623695443,0.1720712058591202,0.14771573883791428,0.14340714964998574
C1,no,Insulin,37.87878787878788,0.11882302744166012,0.264924262368799,0.17207120586086475,0.14771573883721226,0.14340714964886547
C1,no,Insulin,38.38383838383839,0.11882302744132806,0.2649242623680537,0.1720712058626093,0.14771573883651026,0.1434071496477452
C1,no,Insulin,38.88888888888889,0.11882302744099599,0.2649242623673084,0.17207120586435382,0.14771573883580827,0.14340714964662493
C1,no,Insulin,39.3939393939394,0.11882302744066392,0.26492426236656313,0.17207120586609836,0.14771573883510625,0.1434071496455047
C1,no,Insulin,39.8989898989899,0.11882302744033185,0.26492426236581784,0.1720712058678429,0.14771573883440425,0.14340714964438442
C1,no,Insulin,40.40404040404041,0.11882302744028332,0.26492426236570943,0.17207120586807817,0.14771573883430483,0.14340714964422685
C1,no,Insulin,40.909090909090914,0.11882302744026299,0.2649242623656643,0.1720712058681634,0.14771573883426534,0.14340714964416498
C1,no,Insulin,41.41414141414142,0.11882302744024265,0.2649242623656192,0.17207120586824862,0.1477157388342258,0.14340714964410312
C1,no,Insulin,41.919191919191924,0.11882302744022231,0.2649242623655741,0.17207120586833383,0.1477157388341863,0.14340714964404125
C1,no,Insulin,42.42424242424243,0.11882302744020198,0.264924262365529,0.17207120586841904,0.14771573883414676,0.14340714964397938
C1,no,Insulin,42.929292929292934,0.11882302744018165,0.26492426236548394,0.17207120586850425,0.14771573883410724,0.14340714964391751
C1,no,Insulin,43.43434343434344,0.11882302744016132,0.2649242623654388,0.17207120586858946,0.14771573883406772,0.14340714964385562
C1,no,Insulin,43.939393939393945,0.11882302744014099,0.26492426236539374,0.17207120586867466,0.14771573883402822,0.14340714964379375
C1,no,Insulin,44.44444444444445,0.11882302744012065,0.2649242623653486,0.1720712058687599,0.1477157388339887,0.14340714964373188
C1,no,Insulin,44.949494949494955,0.11882302744010032,0.26492426236530353,0.1720712058688451,0.14771573883394917,0.14340714964367002
C1,no,Insulin,45.45454545454546,0.11882302744007998,0.2649242623652584,0.17207120586893032,0.14771573883390965,0.14340714964360815
C1,no,Insulin,45.959595959595966,0.11882302744005965,0.2649242623652133,0.17207120586901553,0.14771573883387012,0.14340714964354628
C1,no,Insulin,46.46464646464647,0.11882302744003932,0.2649242623651682,0.17207120586910074,0.1477157388338306,0.14340714964348442
C1,no,Insulin,46.969696969696976,0.11882302744001899,0.2649242623651231,0.17207120586918595,0.14771573883379108,0.14340714964342255
C1,no,Insulin,47.47474747474748,0.11882302743999865,0.26492426236507804,0.17207120586927116,0.14771573883375158,0.14340714964336068
C1,no,Insulin,47.979797979797986,0.11882302743997832,0.2649242623650329,0.1720712058693564,0.14771573883371206,0.14340714964329881
C1,no,Insulin,48.484848484848484,0.11882302743995798,0.26492426236498784,0.1720712058694416,0.14771573883367253,0.14340714964323695
C1,no,Insulin,48.98989898989899,0.11882302743993765,0.2649242623649427,0.17207120586952682,0.147715738833633,0.14340714964317508
C1,no,Insulin,49.494949494949495,0.11882302743991732,0.26492426236489763,0.17207120586961203,0.14771573883359349,0.1434071496431132
C1,no,Insulin,50.0,0.11882302743989699,0.2649242623648525,0.17207120586969724,0.14771573883355396,0.14340714964305135
