NON $ % + - . 0
#NON	a	c	e	b	f	d
0.0	0.35600467023104965	0.3940159250961518	0.8822098457329743	0.9707020144992491	0.3215321943506766	0.33814943429072586
0.5050505050505051	0.2972198116424148	0.2305455499439635	0.3904100139713254	0.5783911552608492	0.2206603904022414	0.3220902191772245
1.0101010101010102	0.27695084011217197	0.13489619809148823	0.25462638520909375	0.39133688324072835	0.15178507206718334	0.29321848595920974
1.5151515151515151	0.2656406224257891	0.07893010416249173	0.21570474745841212	0.30216519905267725	0.1073394489198943	0.2692961871304857
2.0202020202020203	0.25812283357720434	0.0461833723427508	0.2033127417590051	0.25927418013042686	0.07963002429447559	0.25399318851885117
2.5252525252525255	0.2534219607899788	0.027022691736179702	0.19861439516387178	0.23838256251605425	0.06269089698846378	0.24577504878456574
3.0303030303030303	0.25082903294413245	0.01581144531256312	0.19652568791659555	0.2281041965489917	0.05246477047263732	0.24200788539424503
3.5353535353535355	0.24959013758403137	0.009251551111542097	0.1955378419561666	0.22303291469828312	0.04634825238361157	0.24059536844213472
4.040404040404041	0.24909899794026227	0.00541324451396847	0.1950868867538173	0.22054629402612325	0.04271793519753264	0.24026027023581772
4.545454545454546	0.24896644681439642	0.003167384902554846	0.1949041409635144	0.21934602971577383	0.04057808293919438	0.24034048487793816
5.050505050505051	0.24897995919443153	0.0018532949802541675	0.19484798876274353	0.21878154168680708	0.03932481302211315	0.24053473367896097
5.555555555555556	0.24903797102948752	0.001084397379535445	0.19484511838257637	0.21852630779036275	0.0385951766332517	0.24072467183609364
6.0606060606060606	0.2490984151522182	0.000634503528046793	0.19486025597648135	0.218417781203334	0.038172770702333304	0.24087464769812564
6.565656565656566	0.24914746017376832	0.00037126054323144485	0.19487818755985867	0.21837633690343278	0.0379295098073679	0.24098194500847345
7.070707070707071	0.24918310250098782	0.00021723196413344346	0.19489344339795592	0.2183639227431365	0.037790108131966704	0.24105446446269715
7.575757575757576	0.2492074373526316	0.00012710731764591177	0.19490482134398956	0.21836295815765722	0.03771059513674948	0.24110168834871692
8.080808080808081	0.24922339611947047	7.437307072657296e-05	0.1949127182501369	0.21836571756021544	0.037665441002093035	0.24113164078630966
8.585858585858587	0.24923357216405578	4.3517191654353056e-05	0.19491795601270304	0.2183690720129199	0.03763990667981464	0.2411502673397466
9.090909090909092	0.24923992503353665	2.5462331797521144e-05	0.19492132562773837	0.21837193780389455	0.03762552496916632	0.2411616720383514
9.595959595959597	0.24924382720106222	1.48979278076163e-05	0.19492344271984377	0.2183740785597521	0.03761745663033971	0.2411685682158569
10.101010101010102	0.24924619245931814	8.717797640693829e-06	0.19492474922141867	0.21837556678329537	0.037612948730879926	0.24117269373827396
10.606060606060607	0.24924761209426113	5.097720136747356e-06	0.19492554533298947	0.21837655633780073	0.03761043563504179	0.24117514250453717
11.111111111111112	0.24924845493894252	2.9814508532116715e-06	0.19492602412252008	0.2183771938373382	0.03760904336186891	0.24117658222415392
11.616161616161618	0.2492489489613566	1.7497454069040848e-06	0.19492630792091972	0.2183775933743523	0.03760827886110284	0.24117741880503077
12.121212121212121	0.2492492404209493	1.0218965744511174e-06	0.1949264768011888	0.21837784115903092	0.037607851903819815	0.24117790894962535
12.626262626262626	0.24924940928235478	5.986273196050637e-07	0.19492657559428575	0.2183779925376943	0.03760762003785794	0.2411781907941129
13.131313131313131	0.2492495072534873	3.4960114861272605e-07	0.19492663338043406	0.21837808366875314	0.037607492035589336	0.24117835337866422
13.636363636363637	0.24924956426225364	2.0206279273351773e-07	0.1949266671563653	0.21837813821610086	0.03760742081189744	0.24117844739047853
14.141414141414142	0.24924959726761214	1.1553317119597671e-07	0.19492668672185876	0.21837817118603647	0.037607382515514806	0.2411785014066198
14.646464646464647	0.24924961499667844	6.774230904885339e-08	0.19492669735975193	0.21837819011005824	0.037607363931070295	0.24117853042842882
15.151515151515152	0.2492496258423406	3.703806357724847e-08	0.19492670423401934	0.218378202133473	0.03760735266879005	0.24117854843790693
15.656565656565657	0.24924963386081003	1.4734487484894835e-08	0.19492670904463727	0.2183782107962465	0.03760734471110373	0.24117856136115173
16.161616161616163	0.24924963719200685	4.837765431225546e-09	0.19492671104404927	0.21837821450516237	0.03760734198711175	0.24117856643090446
16.666666666666668	0.24924963966635796	-2.6416572134478215e-09	0.1949267125452968	0.2183782172939136	0.0376073399278923	0.24117857025706502
17.171717171717173	0.24924964038431818	-5.3578132608662415e-09	0.19492671300518055	0.21837821821521966	0.037607339606420216	0.24117857128735112
17.67676767676768	0.24924964118171214	-8.400881881186284e-09	0.19492671351823795	0.2183782192469115	0.03760733928030383	0.24117857241756638
18.181818181818183	0.24924964022186624	-6.107785349188601e-09	0.1949267129550672	0.21837821827480372	0.03760734034066046	0.2411785708648958
18.68686868686869	0.24924963938701208	-4.106098850137444e-09	0.19492671246441054	0.21837821742661065	0.037607341258874286	0.2411785695145759
19.191919191919194	0.24924963904496789	-3.2533660773574717e-09	0.19492671225965785	0.21837821706698093	0.03760734161665614	0.24117856896207196
19.6969696969697	0.24924963870292371	-2.400633304577499e-09	0.1949267120549052	0.21837821670735122	0.037607341974437984	0.241178568409568
20.202020202020204	0.24924963837204703	-1.5750284781844398e-09	0.1949267118567927	0.21837821635925267	0.03760734232017749	0.24117856787513267
20.70707070707071	0.2492496382504996	-1.2579231254235118e-09	0.19492671178314688	0.2183782162273001	0.03760734244018943	0.2411785676793836
21.212121212121215	0.24924963812895215	-9.408177726625838e-10	0.19492671170950104	0.21837821609534755	0.037607342560201366	0.2411785674836345
21.71717171717172	0.2492496380074047	-6.237124199016559e-10	0.19492671163585523	0.21837821596339496	0.0376073426802133	0.24117856728788542
22.222222222222225	0.24924963798036218	-5.504481402326899e-10	0.19492671161937497	0.2183782159334272	0.03760734270577907	0.24117856724446188
22.72727272727273	0.24924963796393965	-5.045855895411049e-10	0.19492671160931868	0.21837821591492002	0.037607342720731414	0.24117856721815598
23.232323232323235	0.24924963794751714	-4.5872303884951997e-10	0.1949267115992624	0.21837821589641282	0.03760734273568376	0.24117856719185005
23.73737373737374	0.24924963793109461	-4.1286048815793497e-10	0.1949267115892061	0.21837821587790562	0.037607342750636104	0.24117856716554412
24.242424242424242	0.24924963791467208	-3.669979374663504e-10	0.1949267115791498	0.21837821585939843	0.03760734276558845	0.2411785671392382
24.747474747474747	0.24924963789824958	-3.2113538677476544e-10	0.1949267115690935	0.21837821584089123	0.0376073427805408	0.24117856711293226
25.252525252525253	0.24924963788182705	-2.7527283608318043e-10	0.1949267115590372	0.21837821582238404	0.037607342795493146	0.24117856708662636
25.757575757575758	0.24924963786540455	-2.2941028539159549e-10	0.19492671154898092	0.21837821580387684	0.03760734281044549	0.24117856706032043
26.262626262626263	0.24924963784898202	-1.8354773470001054e-10	0.19492671153892463	0.21837821578536964	0.037607342825397835	0.2411785670340145
26.767676767676768	0.24924963783255952	-1.376851840084256e-10	0.19492671152886834	0.21837821576686242	0.03760734284035018	0.24117856700770857
27.272727272727273	0.249249637816137	-9.182263331684061e-11	0.19492671151881205	0.21837821574835523	0.037607342855302525	0.24117856698140264
27.77777777777778	0.24924963781199694	-7.984433371770258e-11	0.19492671151626706	0.21837821574361554	0.037607342858928784	0.2411785669747893
28.282828282828284	0.24924963780979442	-7.321128997261109e-11	0.194926711514907	0.21837821574104768	0.037607342860768354	0.24117856697128245
28.78787878787879	0.2492496378075919	-6.65782462275196e-11	0.19492671151354693	0.21837821573847982	0.03760734286260792	0.2411785669677756
29.292929292929294	0.2492496378053894	-5.994520248242809e-11	0.19492671151218688	0.21837821573591196	0.03760734286444748	0.24117856696426876
29.7979797979798	0.24924963780318687	-5.33121587373366e-11	0.1949267115108268	0.21837821573334412	0.03760734286628705	0.2411785669607619
30.303030303030305	0.24924963780098436	-4.66791149922451e-11	0.19492671150946675	0.21837821573077626	0.037607342868126614	0.24117856695725506
30.80808080808081	0.24924963779878184	-4.00460712471536e-11	0.1949267115081067	0.2183782157282084	0.037607342869966184	0.24117856695374823
31.313131313131315	0.24924963779657933	-3.3413027502062107e-11	0.19492671150674662	0.21837821572564056	0.03760734287180575	0.24117856695024137
31.81818181818182	0.2492496377943768	-2.6779983756970605e-11	0.19492671150538657	0.2183782157230727	0.03760734287364532	0.24117856694673453
32.323232323232325	0.24924963779217427	-2.014694001187911e-11	0.19492671150402652	0.21837821572050484	0.03760734287548488	0.2411785669432277
32.82828282828283	0.24924963778997175	-1.351389626678761e-11	0.19492671150266644	0.218378215717937	0.03760734287732445	0.24117856693972084
33.333333333333336	0.24924963778955445	-1.2245219209672721e-11	0.19492671150240856	0.21837821571744878	0.03760734287766966	0.24117856693905684
33.83838383838384	0.24924963778950668	-1.2086884331311912e-11	0.19492671150237878	0.21837821571739102	0.03760734287770556	0.2411785669389813
34.343434343434346	0.24924963778945888	-1.1928549452951102e-11	0.19492671150234903	0.21837821571733326	0.03760734287774147	0.24117856693890577
34.84848484848485	0.2492496377894111	-1.177021457459029e-11	0.19492671150231927	0.21837821571727553	0.03760734287777738	0.24117856693883022
35.35353535353536	0.2492496377893633	-1.161187969622948e-11	0.19492671150228952	0.21837821571721777	0.03760734287781328	0.24117856693875467
35.85858585858586	0.24924963778931553	-1.145354481786867e-11	0.19492671150225974	0.21837821571716	0.03760734287784919	0.24117856693867912
36.36363636363637	0.24924963778926773	-1.129520993950786e-11	0.19492671150222998	0.21837821571710228	0.0376073428778851	0.24117856693860357
36.86868686868687	0.24924963778921994	-1.113687506114705e-11	0.19492671150220023	0.21837821571704452	0.03760734287792101	0.24117856693852804
37.37373737373738	0.24924963778917214	-1.097854018278624e-11	0.19492671150217047	0.21837821571698676	0.03760734287795691	0.2411785669384525
37.87878787878788	0.24924963778912437	-1.082020530442543e-11	0.1949267115021407	0.21837821571692903	0.03760734287799282	0.24117856693837694
38.38383838383839	0.24924963778907658	-1.0661870426064619e-11	0.19492671150211094	0.21837821571687127	0.03760734287802873	0.2411785669383014
38.88888888888889	0.24924963778902878	-1.050353554770381e-11	0.19492671150208118	0.2183782157168135	0.03760734287806464	0.24117856693822584
39.3939393939394	0.249249637788981	-1.0345200669342999e-11	0.19492671150205143	0.21837821571675578	0.03760734287810054	0.24117856693815032
39.8989898989899	0.24924963778893322	-1.0186865790982188e-11	0.19492671150202168	0.21837821571669802	0.03760734287813645	0.24117856693807477
40.40404040404041	0.24924963778888543	-1.0028530912621377e-11	0.1949267115019919	0.21837821571664026	0.037607342878172356	0.24117856693799922
40.909090909090914	0.24924963778883763	-9.870196034260568e-12	0.19492671150196214	0.21837821571658253	0.03760734287820826	0.24117856693792367
41.41414141414142	0.24924963778878984	-9.711861155899757e-12	0.1949267115019324	0.21837821571652477	0.03760734287824417	0.24117856693784814
41.919191919191924	0.24924963778874207	-9.553526277538946e-12	0.19492671150190263	0.218378215716467	0.037607342878280076	0.2411785669377726
42.42424242424243	0.24924963778869427	-9.395191399178137e-12	0.19492671150187285	0.21837821571640928	0.037607342878315984	0.24117856693769704
42.929292929292934	0.24924963778864648	-9.236856520817326e-12	0.1949267115018431	0.21837821571635152	0.037607342878351886	0.2411785669376215
43.43434343434344	0.24924963778859868	-9.078521642456516e-12	0.19492671150181334	0.21837821571629376	0.037607342878387795	0.24117856693754594
43.939393939393945	0.24924963778855092	-8.920186764095706e-12	0.1949267115017836	0.21837821571623603	0.037607342878423704	0.24117856693747042
44.44444444444445	0.24924963778850312	-8.761851885734896e-12	0.19492671150175384	0.21837821571617827	0.037607342878459606	0.24117856693739487
44.949494949494955	0.24924963778845532	-8.603517007374085e-12	0.19492671150172405	0.2183782157161205	0.037607342878495514	0.24117856693731932
45.45454545454546	0.24924963778840753	-8.445182129013274e-12	0.1949267115016943	0.21837821571606278	0.03760734287853142	0.24117856693724377
45.959595959595966	0.24924963778835976	-8.286847250652465e-12	0.19492671150166455	0.21837821571600502	0.03760734287856733	0.24117856693716822
46.46464646464647	0.24924963778831197	-8.128512372291654e-12	0.1949267115016348	0.21837821571594726	0.037607342878603234	0.2411785669370927
46.969696969696976	0.24924963778826417	-7.970177493930843e-12	0.194926711501605	0.21837821571588953	0.03760734287863914	0.24117856693701714
47.47474747474748	0.24924963778821638	-7.811842615570034e-12	0.19492671150157526	0.21837821571583177	0.03760734287867505	0.2411785669369416
47.979797979797986	0.2492496377881686	-7.653507737209223e-12	0.1949267115015455	0.218378215715774	0.03760734287871095	0.24117856693686604
48.484848484848484	0.24924963778812081	-7.495172858848414e-12	0.19492671150151575	0.21837821571571628	0.03760734287874686	0.2411785669367905
48.98989898989899	0.24924963778807302	-7.336837980487605e-12	0.194926711501486	0.21837821571565852	0.03760734287878277	0.24117856693671497
49.494949494949495	0.24924963778802522	-7.1785031021267936e-12	0.1949267115014562	0.21837821571560076	0.03760734287881868	0.24117856693663942
50.0	0.24924963778797746	-7.020168223765984e-12	0.19492671150142646	0.21837821571554303	0.03760734287885458	0.24117856693656387
