Networkname,Timepoints,TP,TN,FP,FN,Pre,Rec,ACC,BACC,MCC
Gold_6_14_10_2018_23_24.sif,Namespace(dir='120'),2,21,4,9,0.3333333333333333,0.18181818181818182,0.6388888888888888,0.5109090909090909,0.026967994498529685
