NON $ % + - . 0 1 2 3 4 5 6
#NON	G2	G12	G6	G9	G3	G1	G5	G10	G11	G4	G7	G8
0.0	0.8090719966744899	0.8706949834461873	0.6870384438434248	0.5680479522307308	0.5275533709154752	0.5916554842186207	0.3312001613615918	0.7141679529670639	0.9839490783493783	0.3848345602544213	0.46990278802947716	0.5260054871426056
0.5050505050505051	0.47416556135334414	0.6281515325111048	0.7026138790927665	0.4206527284929293	0.5965308842995979	0.4915551418411959	0.4953195224502998	0.5378098481398998	0.5816156250727976	0.6175321530834671	0.6831762014617982	0.6345490381591451
1.0101010101010102	0.32943812976256065	0.4888523733094739	0.7112169879979953	0.3730081168162952	0.6081894918181033	0.4401769892353697	0.5620578349656004	0.457230440462848	0.4239993251321719	0.6759315200763857	0.7357161464569405	0.6609170259297777
1.5151515151515151	0.2619343627097493	0.4088137547970047	0.7159759287553318	0.3578351906630759	0.6093578369060788	0.41328376967489455	0.5890359697323202	0.420488618600822	0.3623283812376928	0.6908715530651945	0.7482544947272843	0.6669750958139445
2.0202020202020203	0.22856766307030127	0.36281259772917457	0.7186108616281852	0.35313656632092627	0.6089911542788635	0.39903567943099516	0.5998532330148463	0.40378463392458025	0.338251580961319	0.6947059817896583	0.7510178047469	0.6681680878926403
2.5252525252525255	0.21142381673913305	0.3363685957602042	0.7200705579975207	0.35175861798326	0.6086466348772773	0.39143372125580295	0.6041404350869817	0.3962193099314429	0.32888423315340987	0.6956896957797074	0.7514930005192978	0.6682820961051124
3.0303030303030303	0.20240407826147244	0.321164443000985	0.720879444180944	0.35140014764434774	0.6084639116958744	0.3873616475324597	0.6058108224314253	0.3928094255126177	0.3252585600656814	0.695941563474874	0.7514899506375735	0.668207093979053
3.5353535353535355	0.19759280356809417	0.31242130475184016	0.7213277615033257	0.3513354086267966	0.6083815635545696	0.38517559882256464	0.6064449657061799	0.39128188990728063	0.32386597146200974	0.696005824457881	0.751421115831091	0.6681306683932772
4.040404040404041	0.19500638608529713	0.30739280495051613	0.7215762591537493	0.3513437997221753	0.6083471375776783	0.38400062151533815	0.6066758831017227	0.3906029452363873	0.32333721420434586	0.6960221322729717	0.7513660655621945	0.6680795343520516
4.545454545454546	0.19360999502938053	0.3045003099871792	0.721714004398787	0.3513630850857845	0.6083333349135063	0.38336866213109283	0.6067540280474101	0.3903042367678446	0.32313995365918763	0.696026237777309	0.7513313075272214	0.668048988319581
5.050505050505051	0.19285430710449297	0.3028362562447801	0.721790358887887	0.35137861145152977	0.608327943323146	0.3830286375852423	0.6067767286755029	0.3901745827552581	0.32306838992760145	0.6960272598579659	0.751310977708514	0.6680315049248345
