NON $ % + - . 0 1 2
#NON	d	f	h	c	g	b	e	a
33.83838383838384	0.024707576125300116	0.0021206610380726507	0.02392682471877963	0.012061836336325966	0.010829066744221523	0.0021912166736746852	0.061925050546058125	0.011362396591049201
34.343434343434346	0.024707573245045838	0.0021206606881771428	0.02392682139768647	0.012061834683780793	0.010829065370196424	0.0021912163053423458	0.061925046101992474	0.011362395095259195
34.84848484848485	0.024707571021695983	0.002120660417199481	0.0239268188360598	0.01206183340857374	0.010829064313707696	0.0021912160196523854	0.061925042664541505	0.011362393941225912
35.35353535353536	0.024707569455250555	0.0021206602251396646	0.02392681703389962	0.012061832510704806	0.01082906357475534	0.0021912158166048053	0.06192504023370521	0.011362393128949351
35.85858585858586	0.02470756841141166	0.0021206600960674647	0.02392681583547443	0.012061831912929439	0.010829063087462449	0.0021912156796187383	0.061925038605294205	0.011362392588420018
36.36363636363637	0.024707567299995795	0.002120659959976128	0.02392681455640894	0.012061831275789869	0.010829062562327352	0.0021912155358281577	0.06192503688198087	0.011362392011975246
36.86868686868687	0.02470756652040817	0.0021206598642425504	0.02392681365985243	0.012061830829013295	0.010829062195269582	0.002191215434544966	0.061925035671029444	0.011362391607824979
37.37373737373738	0.024707566072648793	0.002120659808866731	0.023926813145804894	0.012061830572599717	0.01082906198628914	0.002191215375769162	0.06192503497243991	0.011362391375969217
37.87878787878788	0.024707564955930187	0.0021206596712129238	0.023926811862724075	0.01206182993287442	0.010829061462949098	0.0021912152298827984	0.06192503323372068	0.011362390797404056
38.38383838383839	0.024707565054688897	0.002120659683252798	0.02392681197650106	0.01206182998951604	0.010829061509861414	0.002191215242578	0.06192503338643514	0.01136239084866262
38.88888888888889	0.024707565153447606	0.0021206596952926724	0.023926812090278048	0.012061830046157662	0.010829061556773732	0.002191215255273202	0.06192503353914959	0.011362390899921183
39.3939393939394	0.02470756525220632	0.0021206597073325463	0.023926812204055032	0.012061830102799282	0.010829061603686048	0.002191215267968404	0.06192503369186405	0.011362390951179746
39.8989898989899	0.024707565320426346	0.002120659715658156	0.02392681228262927	0.012061830141921526	0.0108290616360506	0.0021912152767514645	0.061925033797424235	0.011362390986581825
40.40404040404041	0.02470756535058663	0.002120659719354753	0.023926812317331025	0.012061830159209724	0.010829061650284567	0.0021912152806589026	0.061925033844217006	0.011362391002222283
40.909090909090914	0.02470756538074691	0.0021206597230513497	0.023926812352032784	0.012061830176497923	0.010829061664518535	0.0021912152845663404	0.06192503389100977	0.011362391017862742
41.41414141414142	0.024707565410907194	0.0021206597267479465	0.023926812386734542	0.012061830193786122	0.010829061678752501	0.002191215288473778	0.061925033937802534	0.0113623910335032
41.919191919191924	0.024707565441067475	0.0021206597304445434	0.0239268124214363	0.01206183021107432	0.01082906169298647	0.0021912152923812163	0.0619250339845953	0.011362391049143659
42.42424242424243	0.02470756547122776	0.0021206597341411402	0.02392681245613806	0.012061830228362519	0.010829061707220436	0.002191215296288654	0.06192503403138806	0.011362391064784117
42.929292929292934	0.02470756550138804	0.002120659737837737	0.023926812490839815	0.012061830245650718	0.010829061721454404	0.0021912153001960918	0.06192503407818083	0.011362391080424576
43.43434343434344	0.024707565531548323	0.002120659741534334	0.023926812525541574	0.012061830262938916	0.01082906173568837	0.00219121530410353	0.06192503412497359	0.011362391096065034
43.939393939393945	0.024707565561708607	0.002120659745230931	0.023926812560243333	0.012061830280227115	0.010829061749922339	0.0021912153080109677	0.061925034171766355	0.011362391111705493
44.44444444444445	0.0247075655901859	0.0021206597487213362	0.023926812593008488	0.012061830296550564	0.010829061763361632	0.0021912153117004947	0.061925034215948686	0.011362391126473134
44.949494949494955	0.0247075655994079	0.002120659749852681	0.02392681260361671	0.01206183030183619	0.010829061767708951	0.0021912153128968784	0.06192503423026459	0.011362391131254732
45.45454545454546	0.0247075656086299	0.002120659750984025	0.023926812614224933	0.012061830307121817	0.01082906177205627	0.0021912153140932616	0.0619250342445805	0.011362391136036333
45.959595959595966	0.0247075656178519	0.0021206597521153695	0.023926812624833156	0.012061830312407443	0.01082906177640359	0.0021912153152896453	0.0619250342588964	0.011362391140817933
46.46464646464647	0.024707565627073897	0.0021206597532467137	0.023926812635441375	0.012061830317693067	0.01082906178075091	0.002191215316486029	0.06192503427321231	0.011362391145599532
46.969696969696976	0.0247075656362959	0.0021206597543780583	0.023926812646049598	0.012061830322978693	0.010829061785098229	0.0021912153176824123	0.06192503428752822	0.011362391150381132
47.47474747474748	0.024707565645517897	0.002120659755509403	0.02392681265665782	0.01206183032826432	0.010829061789445548	0.002191215318878796	0.06192503430184412	0.011362391155162733
47.979797979797986	0.024707565654739895	0.002120659756640747	0.023926812667266043	0.012061830333549945	0.010829061793792867	0.0021912153200751793	0.06192503431616003	0.011362391159944332
48.484848484848484	0.024707565663961897	0.0021206597577720916	0.023926812677874266	0.01206183033883557	0.010829061798140187	0.002191215321271563	0.061925034330475935	0.011362391164725932
48.98989898989899	0.024707565673183895	0.002120659758903436	0.023926812688482485	0.012061830344121196	0.010829061802487506	0.0021912153224679467	0.061925034344791845	0.011362391169507532
49.494949494949495	0.024707565676132016	0.002120659759265115	0.023926812691873744	0.012061830345810922	0.010829061803877242	0.002191215322850421	0.061925034349368455	0.011362391171036127
50.0	0.02470756567658643	0.002120659759320872	0.023926812692396444	0.012061830346071367	0.01082906180409141	0.002191215322909388	0.061925034350073946	0.011362391171271734
