NON $ % + - . 0
#NON	c	d	a	b	f	e
0.0	0.4692029314733459	0.8588228999565884	0.9800607533007158	0.8490007035342254	0.26671173487323896	0.9078933257447338
0.5050505050505051	0.333209137429271	0.6165378793820105	0.5319137050573309	0.38700976570977924	0.31743647616549064	0.5498262125511644
1.0101010101010102	0.2468479837582041	0.4620909792661412	0.31601031412672986	0.2291573715055236	0.2972671927313037	0.3374031608795295
1.5151515151515151	0.19765422135561428	0.3654590126279943	0.21140811385951755	0.1678127124827567	0.266790071168188	0.21012081672918065
2.0202020202020203	0.17148778322994518	0.3065575810886416	0.1606366189046146	0.14153682892333877	0.24299347091168713	0.1336716795588028
2.5252525252525255	0.15810263351920256	0.2715390808185525	0.13601888014374078	0.12957243127403703	0.22767082232717176	0.08783372590609657
3.0303030303030303	0.15140076194143265	0.25115440950051476	0.12410968517857941	0.12393499109931351	0.2186877107935307	0.06045043426702356
3.5353535353535355	0.1480838282066545	0.2394899491846416	0.11836233120901343	0.12123067777499058	0.21370155185111	0.04416092446511376
4.040404040404041	0.14645237496870328	0.2329069305478303	0.11559417803442774	0.11992158725377179	0.211029291499805	0.034510356080379945
4.545454545454546	0.14565260077179773	0.2292330844652138	0.11426276805337528	0.11928502623531169	0.2096308418496209	0.028813906973524487
5.050505050505051	0.1452612265416234	0.22720152592173454	0.11362289989554523	0.11897480178558441	0.2089112158029115	0.025462115132992152
5.555555555555556	0.145069887038444	0.2260866522775013	0.11331547471304862	0.11882345218368501	0.208545408513159	0.0234952387358117
6.0606060606060606	0.14497638724413076	0.22547873767310414	0.11316775256731766	0.11874957222151068	0.20836113537084408	0.0223436644936303
6.565656565656566	0.14493071053044673	0.2251490579444123	0.11309674226153799	0.11871349969940322	0.20826894294630402	0.021670721109601915
7.070707070707071	0.14490839863031565	0.22497109997837594	0.11306258425923625	0.11869588397522136	0.2082230579026481	0.02127809653042647
7.575757575757576	0.14489750106679689	0.22487542883531852	0.11304614113203759	0.11868728125628376	0.20820031268521666	0.021049326627961287
8.080808080808081	0.14489217846414856	0.22482417772307858	0.11303821838029489	0.11868307982206411	0.2081890731464282	0.02091617820771182
8.585858585858587	0.14488957884120143	0.2247968065992021	0.11303439758711196	0.11868102793169343	0.20818353230644498	0.020838753048686473
9.090909090909092	0.14488830945607836	0.22478222937087847	0.11303255324385768	0.1186800258228878	0.208180806356449	0.02079376572313199
9.595959595959597	0.1448876888181205	0.22477448559263682	0.11303166225581768	0.11867953649220034	0.20817946732165532	0.020767644490766447
10.101010101010102	0.1448873865511915	0.224770378616393	0.11303123069514608	0.11867929718108339	0.20817880967716645	0.020752482141822765
10.606060606060607	0.14488723787668625	0.22476820668920314	0.11303102240494632	0.11867918059473273	0.20817848769114386	0.020743687514888847
11.111111111111112	0.14488716685386357	0.2247670596999775	0.11303092147266768	0.11867912363080431	0.2081783301690581	0.020738587613614606
11.616161616161618	0.14488713084708862	0.2247664549583867	0.11303087271629664	0.11867909591368024	0.20817825293643574	0.020735630917483296
12.121212121212121	0.14488711149049277	0.2247661367224007	0.11303084899424605	0.11867908232776304	0.20817821543131976	0.020733917409286144
12.626262626262626	0.14488710808937458	0.22476596992957984	0.11303083768253636	0.11867907580615572	0.2081781970933008	0.020732925580877425
13.131313131313131	0.14488710117705783	0.2247658822019644	0.11303083208683311	0.11867907256915686	0.20817818812666716	0.02073235106667844
13.636363636363637	0.1448870995959786	0.22476583609145348	0.11303082937229271	0.11867907098856471	0.2081781837278187	0.020732018081589573
14.141414141414142	0.1448870986320199	0.22476581182912214	0.11303082804511515	0.11867907021278885	0.2081781815682979	0.020731824619354612
14.646464646464647	0.1448870981217438	0.22476579904341365	0.11303082739717338	0.11867906983268191	0.20817818050883466	0.020731711679467073
15.151515151515152	0.14488709781333736	0.22476579283489076	0.11303082711823148	0.11867906966804431	0.20817818004903424	0.020731648602260472
15.656565656565657	0.14488709766261612	0.22476578969724115	0.11303082698945173	0.11867906959174974	0.20817817983566342	0.02073161274292433
16.161616161616163	0.1448870976588954	0.22476578785791737	0.11303082690763196	0.11867906954367169	0.2081781797016414	0.020731591335371898
16.666666666666668	0.14488709775791672	0.22476578674257292	0.11303082685284409	0.11867906951173869	0.2081781796129854	0.020731578422910048
17.171717171717173	0.14488709785939335	0.2247657861181541	0.1130308268231177	0.11867906949437855	0.20817817956478957	0.020731570766461337
17.67676767676768	0.14488709786649998	0.2247657857915025	0.11303082681021406	0.11867906948671553	0.20817817954333404	0.020731566277677877
18.181818181818183	0.14488709776040826	0.2247657856180081	0.11303082680450327	0.11867906948325968	0.20817817953352655	0.02073156363851347
18.68686868686869	0.14488709761577387	0.2247657855203254	0.11303082680098896	0.11867906948116884	0.20817817952763568	0.02073156207770848
19.191919191919194	0.1448870975187961	0.22476578545554837	0.11303082679842556	0.1186790694796658	0.20817817952344683	0.02073156101752168
19.6969696969697	0.14488709745475062	0.22476578539922243	0.11303082679644283	0.11867906947848356	0.20817817952010387	0.020731560085634163
20.202020202020204	0.14488709745450803	0.22476578536649652	0.11303082679526612	0.11867906947778585	0.20817817951814693	0.020731559516701973
20.70707070707071	0.14488709751806833	0.2247657853573706	0.11303082679489543	0.11867906947757266	0.208178179517576	0.02073155931072512
21.212121212121215	0.14488709760833227	0.22476578536203787	0.11303082679500122	0.11867906947764492	0.20817817951781753	0.020731559323046312
21.71717171717172	0.14488709762630808	0.22476578535433067	0.11303082679470418	0.11867906947747153	0.208178179517341	0.020731559167677178
22.222222222222225	0.1448870976463078	0.22476578535389274	0.11303082679466439	0.11867906947745119	0.20817817951729536	0.020731559134374983
22.72727272727273	0.14488709766833144	0.2247657853607241	0.11303082679488187	0.1186790694775839	0.20817817951768058	0.020731559223139726
23.232323232323235	0.14488709771778155	0.22476578536679256	0.11303082679505988	0.1186790694776967	0.20817817951802423	0.020731559259782626
23.73737373737374	0.14488709771484024	0.2247657853721846	0.11303082679523749	0.11867906947780252	0.2081781795183209	0.020731559359315806
24.242424242424242	0.14488709771189895	0.2247657853775767	0.1130308267954151	0.11867906947790834	0.20817817951861758	0.020731559458848983
24.747474747474747	0.14488709770895764	0.22476578538296876	0.11303082679559272	0.11867906947801414	0.2081781795189143	0.020731559558382164
25.252525252525253	0.14488709770651637	0.224765785387467	0.11303082679574077	0.11867906947810235	0.2081781795191616	0.020731559641558157
25.757575757575758	0.14488709770645644	0.2247657853877086	0.11303082679574802	0.11867906947810668	0.20817817951917375	0.020731559646834635
