,,,Slide ID,a,f,c,h,b,e,g,d
,,,Antibody Name,a,f,c,h,b,e,g,d
,,,HUGO ID,a,f,c,h,b,e,g,d
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,12.080536912751679,0.05095440816505534,0.07470233443579566,0.054208583535342615,0.015146706060615132,0.13103530091448118,0.020155011796540664,0.053027454613498816,0.011313585883095027
C1,no,Insulin,12.416107382550337,0.05094216081488517,0.0746913595046919,0.054197663373660845,0.015140090294865485,0.13102172866658232,0.020149253044408014,0.053017983263715825,0.011310254192009294
C1,no,Insulin,12.751677852348994,0.05093253202877462,0.0746827371324512,0.05418907847465719,0.01513489936903845,0.13101105257576434,0.0201447245810811,0.053010539672403156,0.011307634048411902
C1,no,Insulin,13.087248322147651,0.05092496169787912,0.07467596462278499,0.05418232934536763,0.015130824841407854,0.1310026512531724,0.020141163166272565,0.05300469011291987,0.011305573235937534
C1,no,Insulin,13.422818791946309,0.05091900819906117,0.07467062973367618,0.05417702036042769,0.015127626802363615,0.1309960474194148,0.02013836395740355,0.053000085642793945,0.011303953575771145
C1,no,Insulin,13.758389261744966,0.0509143263209709,0.07466642159876997,0.05417284391591545,0.015125116840194713,0.13099086549351813,0.02013616481772965,0.05299645923820118,0.011302681329107172
C1,no,Insulin,14.093959731543626,0.05091064668797347,0.07466312891786628,0.054169563155697084,0.015123144658152359,0.13098678198429298,0.020134433955402653,0.052993615684639526,0.011301679708554562
C1,no,Insulin,14.429530201342283,0.05090775016327536,0.07466053815406483,0.054166980644368694,0.015121593632342006,0.13098356460307292,0.020133071279967652,0.05299137759202781,0.011300891117046645
C1,no,Insulin,14.76510067114094,0.05090547549866043,0.07465849566230189,0.054164951695014354,0.015120377656853829,0.13098104498911797,0.02013200251858945,0.0529896166035058,0.011300272753615925
C1,no,Insulin,15.100671140939598,0.05090368388167234,0.07465689058599607,0.05416335399829714,0.015119420166078118,0.1309790572021654,0.020131160098133143,0.05298823116470865,0.01129978527472711
C1,no,Insulin,15.436241610738255,0.05090227322002887,0.07465562634545515,0.054162095963764506,0.015118666808730707,0.13097749236722064,0.020130496883441002,0.052987140110114024,0.011299401501398318
C1,no,Insulin,15.771812080536913,0.05090116489927331,0.07465463306368138,0.05416110755186968,0.015118075248135764,0.13097626285227446,0.020129975814325615,0.052986282891586585,0.011299099979766051
C1,no,Insulin,16.107382550335572,0.05090030065209949,0.07465385866525409,0.05416033681864085,0.015117614185832483,0.13097530392114032,0.020129569471301907,0.05298561450641505,0.01129886484170788
C1,no,Insulin,16.44295302013423,0.05089961899253528,0.07465324798093784,0.054159728926616184,0.01511725064972336,0.13097454745727816,0.02012924895741817,0.052985087373618955,0.0112986793678151
C1,no,Insulin,16.778523489932887,0.05089908059980014,0.07465276562247208,0.05415924879471,0.015116963599717535,0.13097395000339834,0.02012899581123696,0.05298467102027755,0.011298532878280603
C1,no,Insulin,17.114093959731544,0.05089865564909227,0.0746523847174114,0.05415886980953242,0.01511673710727715,0.1309734786183806,0.020128796035221736,0.052984342319385674,0.011298417275971511
C1,no,Insulin,17.449664429530202,0.05089831823537815,0.07465208199949054,0.05415856886163833,0.015116557359356486,0.13097310460070588,0.020128637459205543,0.05298408121306881,0.011298325519203088
C1,no,Insulin,17.78523489932886,0.05089806053092643,0.07465185051675383,0.05415833897690176,0.015116420163748303,0.13097281920205792,0.02012851639225028,0.0529838816730906,0.011298255471054066
C1,no,Insulin,18.120805369127517,0.05089785228644383,0.07465166345913274,0.05415815321151031,0.015116309314191561,0.13097258856881738,0.020128418561650648,0.05298372042759071,0.011298198867203128
C1,no,Insulin,18.456375838926174,0.05089768965750036,0.07465151745829418,0.05415800814634998,0.0151162227502622,0.13097240836895813,0.020128342146639066,0.052983594536036356,0.011298154652705459
C1,no,Insulin,18.79194630872483,0.050897561813977144,0.07465140287857149,0.05415789413103798,0.015116154688028028,0.13097226652427416,0.020128282043518096,0.05298349565210552,0.011298119872929113
C1,no,Insulin,19.12751677852349,0.050897462317141845,0.07465131396781391,0.0541578054252249,0.015116101692128823,0.13097215587359032,0.02012823522212225,0.05298341880360528,0.011298092774064098
C1,no,Insulin,19.46308724832215,0.05089738416352053,0.07465124444671759,0.05415773578224775,0.015116060029125683,0.13097206864669475,0.02012819839042853,0.052983358572500555,0.01129807145114234
C1,no,Insulin,19.798657718120808,0.050897322437163,0.07465118984792235,0.05415768081065524,0.015116027087751517,0.13097199944346913,0.020128169247834386,0.05298331113011933,0.011298054573995528
C1,no,Insulin,20.134228187919465,0.050897274314500744,0.07465114757845956,0.054157637985350365,0.015116001371735594,0.13097194518936264,0.020128146477522577,0.05298327426608136,0.011298041381764852
C1,no,Insulin,20.469798657718123,0.05089723636961474,0.07465111444112772,0.05415760423732364,0.015115981072273793,0.13097190220533123,0.020128128490398283,0.05298324527714038,0.01129803095722006
C1,no,Insulin,20.80536912751678,0.05089720653926398,0.07465108845087536,0.05415757771233977,0.015115965107271194,0.1309718683405264,0.020128114339535513,0.052983222511129524,0.011298022754898765
C1,no,Insulin,21.140939597315437,0.05089718317166367,0.07465106775030052,0.054157556897524446,0.015115952642840822,0.1309718421506162,0.020128103312472036,0.052983204535109955,0.011298016369432244
C1,no,Insulin,21.476510067114095,0.050897164472151056,0.07465104924787808,0.054157540035244325,0.015115942902711595,0.1309718231809197,0.020128094817758097,0.05298318935153388,0.011298011485742228
C1,no,Insulin,21.812080536912752,0.05089714973946301,0.07465103452928948,0.05415752673515398,0.015115935246130297,0.13097180838662129,0.020128088149090166,0.052983177331585196,0.011298007654540466
C1,no,Insulin,22.14765100671141,0.05089713834465809,0.07465102435009409,0.054157516576464705,0.015115929178871602,0.1309717957093185,0.020128082786361464,0.052983168531689905,0.011298004550684018
C1,no,Insulin,22.483221476510067,0.0508971290208074,0.07465101622244734,0.05415750828549838,0.015115924190048874,0.1309717851289845,0.020128078364002433,0.052983161414171864,0.011298001987408771
C1,no,Insulin,22.818791946308725,0.05089712132419148,0.07465100947350521,0.054157501437271605,0.015115920076758587,0.13097177643615365,0.020128074720215893,0.05298315552246709,0.011297999876129635
C1,no,Insulin,23.154362416107382,0.05089711548108877,0.07465100421192283,0.05415749622356988,0.015115916970806212,0.13097176997873777,0.020128071977398687,0.05298315099282493,0.0112979982893989
C1,no,Insulin,23.48993288590604,0.05089711078119719,0.07465099994492327,0.05415749202622714,0.015115914476795134,0.1309717648206154,0.02012806977714699,0.052983147335066295,0.011297997017184033
C1,no,Insulin,23.8255033557047,0.05089710688221319,0.07465099643503113,0.05415748854734134,0.015115912404178727,0.13097176051065773,0.020128067946741483,0.05298314431296769,0.011297995958267698
C1,no,Insulin,24.161073825503358,0.05089710415150927,0.07465099393711361,0.054157486106631694,0.0151159109574585,0.13097175753303242,0.020128066671550773,0.052983142180052685,0.011297995221279989
C1,no,Insulin,24.496644295302016,0.05089710021377449,0.07465099035401904,0.054157482589092615,0.015115908868910228,0.13097175321969745,0.020128064829472547,0.052983139112144126,0.011297994156313895
C1,no,Insulin,24.832214765100673,0.05089709963526723,0.07465098982091503,0.05415748207160456,0.015115908562960604,0.1309717525929324,0.020128064559985885,0.05298313865867339,0.011297994000638053
C1,no,Insulin,25.16778523489933,0.050897099056759966,0.07465098928781103,0.05415748155411652,0.015115908257010981,0.13097175196616734,0.020128064290499223,0.05298313820520265,0.01129799384496221
C1,no,Insulin,25.503355704697988,0.05089709867937745,0.07465098894273121,0.05415748121682488,0.015115908057100079,0.13097175155453727,0.020128064114246003,0.05298313791049085,0.011297993743095407
C1,no,Insulin,25.838926174496645,0.05089709842636589,0.07465098871392126,0.054157480990962584,0.015115907922761096,0.13097175127594174,0.020128063995646206,0.052983137713951946,0.01129799367450288
C1,no,Insulin,26.174496644295303,0.05089709817335432,0.0746509884851113,0.05415748076510029,0.015115907788422114,0.1309717509973462,0.020128063877046413,0.052983137517413036,0.011297993605910352
C1,no,Insulin,26.51006711409396,0.05089709792034275,0.07465098825630133,0.054157480539237995,0.015115907654083131,0.13097175071875067,0.020128063758446616,0.052983137320874125,0.011297993537317825
C1,no,Insulin,26.845637583892618,0.050897097667331186,0.07465098802749137,0.0541574803133757,0.01511590751974415,0.13097175044015513,0.020128063639846823,0.05298313712433522,0.011297993468725297
C1,no,Insulin,27.181208053691275,0.05089709745499659,0.07465098783564214,0.05415748012384415,0.015115907406981327,0.13097175020616958,0.020128063540284735,0.052983136959465965,0.011297993411140073
C1,no,Insulin,27.516778523489933,0.05089709734417086,0.07465098773602792,0.054157480024975516,0.015115907348061538,0.13097175008350773,0.020128063488231016,0.05298313687362792,0.011297993381023438
C1,no,Insulin,27.85234899328859,0.05089709723334514,0.0746509876364137,0.05415747992610689,0.015115907289141748,0.13097174996084587,0.020128063436177294,0.05298313678778987,0.011297993350906805
C1,no,Insulin,28.18791946308725,0.05089709712251941,0.0746509875367995,0.05415747982723825,0.015115907230221957,0.13097174983818402,0.02012806338412357,0.05298313670195182,0.01129799332079017
C1,no,Insulin,28.52348993288591,0.05089709701169368,0.07465098743718528,0.054157479728369616,0.015115907171302168,0.13097174971552217,0.02012806333206985,0.05298313661611378,0.011297993290673537
C1,no,Insulin,28.859060402684566,0.05089709690086795,0.07465098733757106,0.05415747962950099,0.015115907112382379,0.13097174959286031,0.02012806328001613,0.05298313653027573,0.011297993260556902
C1,no,Insulin,29.194630872483224,0.05089709688224155,0.07465098732085595,0.05415747961288708,0.01511590710247627,0.13097174957221677,0.020128063271262906,0.05298313651586009,0.01129799325549207
C1,no,Insulin,29.53020134228188,0.050897096868034154,0.0746509873081141,0.05415747960021554,0.015115907094919329,0.13097174955646285,0.020128063264585022,0.052983136504867634,0.01129799325162794
C1,no,Insulin,29.86577181208054,0.050897096853826755,0.07465098729537226,0.054157479587544,0.015115907087362386,0.1309717495407089,0.02012806325790714,0.052983136493875184,0.011297993247763809
C1,no,Insulin,30.201342281879196,0.050897096839619356,0.07465098728263041,0.054157479574872464,0.015115907079805445,0.13097174952495497,0.020128063251229258,0.052983136482882734,0.01129799324389968
C1,no,Insulin,30.536912751677853,0.05089709682541196,0.07465098726988856,0.054157479562200926,0.015115907072248502,0.13097174950920104,0.020128063244551374,0.05298313647189028,0.011297993240035548
C1,no,Insulin,30.87248322147651,0.05089709681120456,0.07465098725714672,0.05415747954952939,0.01511590706469156,0.13097174949344711,0.02012806323787349,0.05298313646089783,0.011297993236171418
C1,no,Insulin,31.20805369127517,0.05089709679699716,0.07465098724440487,0.05415747953685785,0.015115907057134618,0.1309717494776932,0.020128063231195606,0.05298313644990537,0.011297993232307287
C1,no,Insulin,31.543624161073826,0.05089709678278976,0.07465098723166302,0.054157479524186314,0.015115907049577677,0.13097174946193926,0.020128063224517725,0.05298313643891292,0.011297993228443158
C1,no,Insulin,31.879194630872483,0.05089709676858236,0.07465098721892117,0.05415747951151477,0.015115907042020734,0.13097174944618534,0.02012806321783984,0.05298313642792046,0.011297993224579028
C1,no,Insulin,32.214765100671144,0.05089709675437496,0.07465098720617933,0.05415747949884323,0.015115907034463793,0.1309717494304314,0.020128063211161958,0.05298313641692801,0.011297993220714897
C1,no,Insulin,32.5503355704698,0.05089709674016756,0.07465098719343748,0.054157479486171695,0.015115907026906851,0.13097174941467749,0.020128063204484074,0.05298313640593556,0.011297993216850767
C1,no,Insulin,32.88590604026846,0.05089709672596016,0.07465098718069563,0.05415747947350016,0.015115907019349908,0.13097174939892356,0.02012806319780619,0.052983136394943106,0.011297993212986636
C1,no,Insulin,33.22147651006711,0.050897096711752764,0.07465098716795379,0.05415747946082862,0.015115907011792967,0.13097174938316963,0.02012806319112831,0.052983136383950656,0.011297993209122507
C1,no,Insulin,33.557046979865774,0.050897096697545365,0.07465098715521194,0.05415747944815708,0.015115907004236024,0.1309717493674157,0.020128063184450425,0.0529831363729582,0.011297993205258375
C1,no,Insulin,33.89261744966443,0.050897096683337965,0.0746509871424701,0.054157479435485545,0.015115906996679083,0.13097174935166175,0.02012806317777254,0.05298313636196575,0.011297993201394246
C1,no,Insulin,34.22818791946309,0.050897096669130566,0.07465098712972824,0.054157479422814,0.01511590698912214,0.13097174933590783,0.020128063171094657,0.05298313635097329,0.011297993197530116
C1,no,Insulin,34.56375838926175,0.05089709665492317,0.0746509871169864,0.05415747941014246,0.015115906981565199,0.1309717493201539,0.020128063164416773,0.05298313633998084,0.011297993193665985
C1,no,Insulin,34.899328859060404,0.05089709664071577,0.07465098710424455,0.054157479397470926,0.015115906974008256,0.13097174930439998,0.020128063157738893,0.05298313632898839,0.011297993189801856
C1,no,Insulin,35.234899328859065,0.05089709662650837,0.07465098709150271,0.05415747938479939,0.015115906966451315,0.13097174928864605,0.02012806315106101,0.052983136317995935,0.011297993185937725
C1,no,Insulin,35.57046979865772,0.05089709661230097,0.07465098707876086,0.05415747937212785,0.015115906958894372,0.13097174927289212,0.020128063144383125,0.052983136307003485,0.011297993182073595
C1,no,Insulin,35.90604026845638,0.05089709659809357,0.07465098706601901,0.05415747935945631,0.01511590695133743,0.1309717492571382,0.02012806313770524,0.05298313629601103,0.011297993178209464
C1,no,Insulin,36.241610738255034,0.05089709658388617,0.07465098705327716,0.054157479346784776,0.015115906943780488,0.13097174924138427,0.020128063131027357,0.05298313628501858,0.011297993174345334
C1,no,Insulin,36.577181208053695,0.05089709656967877,0.07465098704053531,0.05415747933411323,0.015115906936223547,0.13097174922563035,0.020128063124349477,0.05298313627402612,0.011297993170481205
C1,no,Insulin,36.91275167785235,0.05089709655547137,0.07465098702779346,0.054157479321441694,0.015115906928666604,0.13097174920987642,0.020128063117671593,0.05298313626303367,0.011297993166617074
C1,no,Insulin,37.24832214765101,0.050897096541263974,0.07465098701505163,0.05415747930877016,0.015115906921109663,0.1309717491941225,0.02012806311099371,0.05298313625204122,0.011297993162752944
C1,no,Insulin,37.58389261744966,0.050897096527056575,0.07465098700230978,0.05415747929609862,0.01511590691355272,0.13097174917836857,0.020128063104315825,0.052983136241048764,0.011297993158888813
C1,no,Insulin,37.919463087248324,0.050897096512849176,0.07465098698956793,0.05415747928342708,0.015115906905995779,0.13097174916261464,0.02012806309763794,0.052983136230056314,0.011297993155024683
C1,no,Insulin,38.25503355704698,0.050897096498641776,0.07465098697682608,0.054157479270755544,0.015115906898438836,0.1309717491468607,0.02012806309096006,0.05298313621906386,0.011297993151160552
C1,no,Insulin,38.59060402684564,0.05089709649265989,0.0746509869714618,0.05415747926542038,0.015115906895256978,0.13097174914022708,0.020128063088148306,0.05298313621443582,0.011297993149533532
C1,no,Insulin,38.9261744966443,0.05089709649083819,0.07465098696982886,0.0541574792637957,0.015115906894287892,0.13097174913820622,0.02012806308729191,0.0529831362130267,0.011297993149037969
C1,no,Insulin,39.261744966442954,0.0508970964890165,0.07465098696819591,0.05415747926217102,0.015115906893318804,0.13097174913618534,0.020128063086435517,0.05298313621161758,0.011297993148542403
C1,no,Insulin,39.597315436241615,0.0508970964871948,0.07465098696656298,0.05415747926054635,0.015115906892349719,0.13097174913416448,0.020128063085579125,0.05298313621020845,0.01129799314804684
C1,no,Insulin,39.93288590604027,0.0508970964853731,0.07465098696493004,0.05415747925892167,0.015115906891380631,0.1309717491321436,0.02012806308472273,0.052983136208799325,0.011297993147551276
C1,no,Insulin,40.26845637583893,0.0508970964835514,0.0746509869632971,0.054157479257297,0.015115906890411545,0.13097174913012274,0.020128063083866336,0.0529831362073902,0.011297993147055712
C1,no,Insulin,40.604026845637584,0.05089709648172971,0.07465098696166415,0.05415747925567232,0.015115906889442457,0.1309717491281019,0.020128063083009944,0.05298313620598107,0.011297993146560147
C1,no,Insulin,40.939597315436245,0.05089709647990801,0.07465098696003121,0.054157479254047645,0.015115906888473371,0.130971749126081,0.02012806308215355,0.05298313620457195,0.011297993146064583
C1,no,Insulin,41.2751677852349,0.050897096478086316,0.07465098695839828,0.054157479252422966,0.015115906887504284,0.13097174912406015,0.020128063081297155,0.05298313620316283,0.01129799314556902
C1,no,Insulin,41.61073825503356,0.050897096476264614,0.07465098695676534,0.05415747925079829,0.015115906886535198,0.13097174912203927,0.020128063080440763,0.0529831362017537,0.011297993145073454
C1,no,Insulin,41.946308724832214,0.05089709647444292,0.07465098695513239,0.054157479249173614,0.01511590688556611,0.1309717491200184,0.02012806307958437,0.052983136200344574,0.01129799314457789
C1,no,Insulin,42.281879194630875,0.05089709647262122,0.07465098695349945,0.054157479247548934,0.015115906884597023,0.13097174911799755,0.020128063078727974,0.05298313619893545,0.011297993144082327
C1,no,Insulin,42.61744966442953,0.05089709647079953,0.07465098695186652,0.05415747924592426,0.015115906883627937,0.13097174911597667,0.02012806307787158,0.05298313619752632,0.011297993143586762
C1,no,Insulin,42.95302013422819,0.050897096468977825,0.07465098695023357,0.05415747924429958,0.015115906882658849,0.13097174911395582,0.020128063077015187,0.0529831361961172,0.011297993143091198
C1,no,Insulin,43.28859060402685,0.05089709646715613,0.07465098694860063,0.05415747924267491,0.015115906881689763,0.13097174911193493,0.020128063076158793,0.052983136194708076,0.011297993142595634
C1,no,Insulin,43.624161073825505,0.050897096465334433,0.07465098694696769,0.05415747924105023,0.015115906880720675,0.13097174910991408,0.020128063075302398,0.052983136193298946,0.011297993142100069
C1,no,Insulin,43.959731543624166,0.05089709646351274,0.07465098694533476,0.05415747923942556,0.01511590687975159,0.13097174910789322,0.020128063074446007,0.052983136191889824,0.011297993141604505
C1,no,Insulin,44.29530201342282,0.050897096461691035,0.07465098694370181,0.05415747923780088,0.015115906878782502,0.13097174910587234,0.02012806307358961,0.0529831361904807,0.011297993141108941
C1,no,Insulin,44.63087248322148,0.05089709645986934,0.07465098694206887,0.0541574792361762,0.015115906877813416,0.13097174910385148,0.020128063072733217,0.05298313618907157,0.011297993140613378
C1,no,Insulin,44.966442953020135,0.050897096458047644,0.07465098694043593,0.054157479234551525,0.015115906876844328,0.1309717491018306,0.020128063071876826,0.05298313618766245,0.011297993140117812
C1,no,Insulin,45.302013422818796,0.05089709645622595,0.07465098693880298,0.054157479232926846,0.015115906875875242,0.13097174909980974,0.02012806307102043,0.052983136186253325,0.011297993139622249
C1,no,Insulin,45.63758389261745,0.050897096454404246,0.07465098693717005,0.05415747923130217,0.015115906874906155,0.1309717490977889,0.020128063070164036,0.052983136184844196,0.011297993139126685
C1,no,Insulin,45.97315436241611,0.05089709645258255,0.07465098693553711,0.054157479229677494,0.015115906873937069,0.130971749095768,0.02012806306930764,0.05298313618343507,0.01129799313863112
C1,no,Insulin,46.308724832214764,0.050897096450760855,0.07465098693390416,0.05415747922805282,0.015115906872967981,0.13097174909374715,0.02012806306845125,0.05298313618202595,0.011297993138135556
C1,no,Insulin,46.644295302013425,0.05089709644893916,0.07465098693227122,0.05415747922642814,0.015115906871998895,0.1309717490917263,0.020128063067594855,0.05298313618061682,0.011297993137639992
C1,no,Insulin,46.97986577181208,0.05089709644711746,0.07465098693063829,0.05415747922480347,0.015115906871029807,0.1309717490897054,0.02012806306673846,0.0529831361792077,0.011297993137144427
C1,no,Insulin,47.31543624161074,0.05089709644529576,0.07465098692900535,0.05415747922317879,0.015115906870060722,0.13097174908768455,0.02012806306588207,0.05298313617779857,0.011297993136648863
C1,no,Insulin,47.6510067114094,0.050897096443474066,0.0746509869273724,0.05415747922155411,0.015115906869091634,0.13097174908566367,0.020128063065025674,0.052983136176389445,0.0112979931361533
C1,no,Insulin,47.986577181208055,0.05089709644232095,0.07465098692633876,0.05415747922052571,0.015115906868478211,0.1309717490843845,0.020128063064483583,0.052983136175497485,0.01129799313583961
C1,no,Insulin,48.322147651006716,0.050897096442287064,0.0746509869263084,0.05415747922049549,0.015115906868460188,0.13097174908434692,0.02012806306446766,0.052983136175471277,0.011297993135830393
C1,no,Insulin,48.65771812080537,0.05089709644225319,0.07465098692627803,0.05415747922046528,0.015115906868442164,0.1309717490843093,0.02012806306445173,0.05298313617544507,0.011297993135821176
C1,no,Insulin,48.99328859060403,0.050897096442219306,0.07465098692624766,0.05415747922043506,0.01511590686842414,0.13097174908427173,0.020128063064435802,0.05298313617541887,0.01129799313581196
C1,no,Insulin,49.328859060402685,0.05089709644218542,0.0746509869262173,0.05415747922040485,0.015115906868406116,0.13097174908423415,0.020128063064419874,0.05298313617539266,0.011297993135802743
C1,no,Insulin,49.664429530201346,0.05089709644215155,0.07465098692618694,0.05415747922037463,0.015115906868388092,0.13097174908419656,0.020128063064403946,0.05298313617536646,0.011297993135793525
C1,no,Insulin,50.0,0.050897096442117665,0.07465098692615657,0.05415747922034442,0.01511590686837007,0.13097174908415898,0.020128063064388017,0.05298313617534025,0.011297993135784308
