,,,Slide ID,a,b,f,g,d,c,e
,,,Antibody Name,a,b,f,g,d,c,e
,,,HUGO ID,a,b,f,g,d,c,e
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,13.422818791946309,0.11483565459450448,0.13643729067272697,0.1302409601288156,0.0023751232575638425,0.006569887853615976,0.006093906603364592,0.13823541539980386
C1,no,Insulin,13.758389261744966,0.1148356905696345,0.13643740205945992,0.1302410693501791,0.0023750990013146497,0.006569821714592157,0.0060938283999559684,0.13823550894371783
C1,no,Insulin,14.093959731543626,0.11483571983984267,0.13643748655883375,0.13024115531637076,0.002375082078358395,0.006569775635317091,0.0060937736258564225,0.13823558649810638
C1,no,Insulin,14.429530201342283,0.11483574391001346,0.1364375492717874,0.1302412216348807,0.0023750704890244923,0.006569744132005918,0.006093735943956422,0.13823564965130453
C1,no,Insulin,14.76510067114094,0.11483576318235925,0.1364375956251683,0.13024127227993051,0.0023750625610996293,0.006569722619746318,0.006093710044205182,0.138235699970199
C1,no,Insulin,15.100671140939598,0.11483577807274557,0.13643763002897277,0.13024131083097673,0.0023750571422061577,0.006569707943328612,0.006093692251422649,0.13823573940433653
C1,no,Insulin,15.436241610738255,0.11483578960384727,0.1364376555493596,0.130241340120901,0.0023750534392683034,0.006569697935145964,0.006093680025089885,0.1382357701820082
C1,no,Insulin,15.771812080536913,0.11483579855685128,0.13643767446805657,0.13024136235563089,0.002375050920880722,0.006569691144940954,0.006093671656212565,0.1382357941597959
C1,no,Insulin,16.107382550335572,0.11483580535048904,0.13643768809850937,0.13024137881515777,0.0023750492972244835,0.006569686782232814,0.006093666211217605,0.13823581241846689
C1,no,Insulin,16.44295302013423,0.1148358104774257,0.13643769797934718,0.13024139100374163,0.00237504823138054,0.006569683928185037,0.006093662604432704,0.1382358262346175
C1,no,Insulin,16.778523489932887,0.11483581434399572,0.1364377052299407,0.1302414000841262,0.0023750475093765938,0.006569682000706603,0.006093660141676597,0.13823583668537065
C1,no,Insulin,17.114093959731544,0.11483581719648572,0.1364377104554515,0.13024140671858625,0.0023750470299295275,0.006569680725058794,0.006093658491842682,0.13823584442638964
C1,no,Insulin,17.449664429530202,0.11483581932004572,0.13643771427140067,0.1302414116245008,0.0023750467087233448,0.006569679873703472,0.006093657375555258,0.13823585021991883
C1,no,Insulin,17.78523489932886,0.11483582086173477,0.1364377169853099,0.13024141516482363,0.0023750465052864416,0.006569679337562254,0.006093656658282179,0.1382358544572313
C1,no,Insulin,18.120805369127517,0.11483582199834737,0.1364377189657158,0.13024141777506665,0.002375046371314671,0.006569678986463945,0.00609365617940064,0.13823585760849952
C1,no,Insulin,18.456375838926174,0.11483582283359953,0.13643772041269545,0.1302414196986048,0.0023750462829665547,0.0065696787563665916,0.006093655858893421,0.1382358599465115
C1,no,Insulin,18.79194630872483,0.11483582344182067,0.1364377214689387,0.13024142110952258,0.002375046223477484,0.006569678602258352,0.0060936556404234165,0.1382358616670074
C1,no,Insulin,19.12751677852349,0.11483582389023336,0.13643772225204262,0.13024142216021584,0.0023750461832436117,0.006569678498719075,0.006093655490448347,0.13823586295182627
C1,no,Insulin,19.46308724832215,0.11483582420606385,0.13643772280958238,0.13024142291235727,0.0023750461583828928,0.006569678435473903,0.006093655395408213,0.138235863874575
C1,no,Insulin,19.798657718120808,0.11483582443402005,0.13643772321788838,0.13024142346553752,0.0023750461427779735,0.006569678396345753,0.006093655333880784,0.13823586455475137
C1,no,Insulin,20.134228187919465,0.11483582459654312,0.1364377235152509,0.13024142386972243,0.0023750461333606793,0.006569678373221131,0.00609365529512136,0.1382358650523175
C1,no,Insulin,20.469798657718123,0.11483582471465421,0.13643772373553667,0.13024142416970952,0.0023750461274624143,0.0065696783590572785,0.006093655269757199,0.13823586542175922
C1,no,Insulin,20.80536912751678,0.11483582480466374,0.13643772390426886,0.13024142439970893,0.002375046123233503,0.006569678348997056,0.006093655251216423,0.13823586570520643
C1,no,Insulin,21.140939597315437,0.1148358249309305,0.13643772410797753,0.13024142468439692,0.0023750461175291587,0.006569678335295719,0.006093655226738983,0.138235866066151
C1,no,Insulin,21.476510067114095,0.11483582504044655,0.13643772427539372,0.1302414249210862,0.002375046112939528,0.006569678324332084,0.006093655206834463,0.13823586636993576
C1,no,Insulin,21.812080536912752,0.11483582513321187,0.1364377244065175,0.1302414251097767,0.0023750461094646106,0.006569678316106154,0.006093655191502861,0.1382358666165608
C1,no,Insulin,22.14765100671141,0.11483582520922649,0.13643772450134886,0.13024142525046847,0.002375046107104406,0.006569678310617925,0.006093655180744177,0.13823586680602604
C1,no,Insulin,22.483221476510067,0.11483582526849039,0.13643772455988779,0.13024142534316152,0.0023750461058589145,0.006569678307867401,0.006093655174558412,0.13823586693833154
C1,no,Insulin,22.818791946308725,0.11483582531100357,0.13643772458213427,0.1302414253878558,0.002375046105728136,0.0065696783078545784,0.006093655172945565,0.13823586701347726
C1,no,Insulin,23.154362416107382,0.11483582533676603,0.13643772456808834,0.13024142538455133,0.00237504610671207,0.006569678310579459,0.006093655175905637,0.13823586703146323
C1,no,Insulin,23.48993288590604,0.11483582534577778,0.13643772451774996,0.13024142533324815,0.002375046108810718,0.006569678316042042,0.006093655183438627,0.13823586699228946
C1,no,Insulin,23.8255033557047,0.11483582534937203,0.13643772446377594,0.13024142527538557,0.002375046110970582,0.006569678321623419,0.006093655191333562,0.1382358669427841
C1,no,Insulin,24.161073825503358,0.1148358253745393,0.13643772448393965,0.13024142530965305,0.0023750461106827178,0.006569678321086551,0.0060936551895618375,0.13823586699447052
C1,no,Insulin,24.496644295302016,0.1148358253925931,0.13643772449558075,0.1302414253311599,0.002375046110613721,0.006569678321060386,0.006093655188782212,0.13823586702881774
C1,no,Insulin,24.832214765100673,0.11483582540353343,0.13643772449869926,0.13024142533990613,0.0023750461107635915,0.0065696783215449224,0.006093655188994684,0.13823586704582577
C1,no,Insulin,25.16778523489933,0.1148358254073603,0.13643772449329516,0.13024142533589175,0.00237504611113233,0.006569678322540161,0.0060936551901992556,0.13823586704549462
C1,no,Insulin,25.503355704697988,0.1148358254040737,0.13643772447936844,0.13024142531911678,0.002375046111719936,0.006569678324046102,0.0060936551923959255,0.1382358670278243
C1,no,Insulin,25.838926174496645,0.11483582539367362,0.13643772445691912,0.13024142528958116,0.002375046112526409,0.006569678326062744,0.006093655195584694,0.1382358669928148
C1,no,Insulin,26.174496644295303,0.11483582537616009,0.13643772442594718,0.13024142524728496,0.00237504611355175,0.006569678328590089,0.006093655199765562,0.1382358669404661
C1,no,Insulin,26.51006711409396,0.1148358253515331,0.13643772438645266,0.13024142519222812,0.0023750461147959588,0.006569678331628135,0.006093655204938527,0.1382358668707782
C1,no,Insulin,26.845637583892618,0.11483582536131307,0.13643772436082544,0.13024142517007853,0.002375046116971952,0.006569678337495178,0.006093655212103713,0.1382358668605989
C1,no,Insulin,27.181208053691275,0.11483582535009187,0.1364377243485418,0.13024142515081397,0.0023750461169924414,0.006569678337410943,0.006093655212639199,0.13823586683351602
C1,no,Insulin,27.516778523489933,0.1148358253388707,0.13643772433625811,0.1302414251315494,0.0023750461170129306,0.006569678337326708,0.006093655213174684,0.13823586680643316
C1,no,Insulin,27.85234899328859,0.11483582532764952,0.13643772432397447,0.13024142511228484,0.00237504611703342,0.006569678337242473,0.00609365521371017,0.1382358667793503
C1,no,Insulin,28.18791946308725,0.11483582531642833,0.13643772431169082,0.13024142509302028,0.0023750461170539087,0.006569678337158239,0.006093655214245655,0.13823586675226743
C1,no,Insulin,28.52348993288591,0.11483582530520715,0.13643772429940718,0.13024142507375572,0.002375046117074398,0.006569678337074003,0.006093655214781141,0.13823586672518456
C1,no,Insulin,28.859060402684566,0.11483582529398596,0.13643772428712353,0.13024142505449116,0.002375046117094887,0.006569678336989768,0.006093655215316626,0.13823586669810167
C1,no,Insulin,29.194630872483224,0.11483582528276479,0.13643772427483988,0.1302414250352266,0.0023750461171153764,0.006569678336905534,0.006093655215852111,0.1382358666710188
C1,no,Insulin,29.53020134228188,0.11483582527154361,0.13643772426255624,0.13024142501596203,0.0023750461171358657,0.006569678336821299,0.006093655216387597,0.13823586664393595
C1,no,Insulin,29.86577181208054,0.11483582526782901,0.1364377242584622,0.13024142500954083,0.0023750461171347004,0.006569678336771202,0.006093655216541018,0.13823586663491377
C1,no,Insulin,30.201342281879196,0.11483582526749174,0.13643772425805278,0.130241425008898,0.0023750461171237925,0.006569678336736466,0.006093655216522544,0.13823586663401738
C1,no,Insulin,30.536912751677853,0.11483582526715447,0.13643772425764333,0.13024142500825517,0.002375046117112885,0.006569678336701729,0.006093655216504069,0.13823586663312096
C1,no,Insulin,30.87248322147651,0.1148358252668172,0.1364377242572339,0.13024142500761235,0.002375046117101977,0.006569678336666992,0.006093655216485594,0.13823586663222456
C1,no,Insulin,31.20805369127517,0.11483582526647992,0.1364377242568245,0.1302414250069695,0.002375046117091069,0.006569678336632256,0.00609365521646712,0.13823586663132817
C1,no,Insulin,31.543624161073826,0.11483582526614267,0.13643772425641507,0.13024142500632668,0.0023750461170801616,0.006569678336597519,0.006093655216448645,0.13823586663043178
C1,no,Insulin,31.879194630872483,0.1148358252658054,0.13643772425600564,0.13024142500568384,0.0023750461170692536,0.006569678336562782,0.0060936552164301706,0.13823586662953535
C1,no,Insulin,32.214765100671144,0.11483582526546812,0.13643772425559622,0.13024142500504102,0.0023750461170583457,0.006569678336528046,0.006093655216411697,0.13823586662863896
C1,no,Insulin,32.5503355704698,0.11483582526513085,0.1364377242551868,0.13024142500439817,0.002375046117047438,0.006569678336493309,0.006093655216393222,0.13823586662774257
C1,no,Insulin,32.88590604026846,0.11483582526479358,0.13643772425477738,0.13024142500375535,0.0023750461170365302,0.006569678336458572,0.006093655216374747,0.13823586662684614
C1,no,Insulin,33.22147651006711,0.1148358252644563,0.13643772425436795,0.13024142500311253,0.0023750461170256227,0.006569678336423836,0.006093655216356273,0.13823586662594975
C1,no,Insulin,33.557046979865774,0.11483582526411903,0.13643772425395853,0.13024142500246969,0.0023750461170147148,0.006569678336389099,0.006093655216337798,0.13823586662505336
C1,no,Insulin,33.89261744966443,0.11483582526378176,0.13643772425354908,0.13024142500182687,0.002375046117003807,0.006569678336354362,0.0060936552163193235,0.13823586662415696
C1,no,Insulin,34.22818791946309,0.11483582526344449,0.13643772425313966,0.13024142500118402,0.0023750461169928993,0.006569678336319626,0.006093655216300849,0.13823586662326054
C1,no,Insulin,34.56375838926175,0.11483582526310722,0.13643772425273024,0.1302414250005412,0.0023750461169819914,0.006569678336284889,0.006093655216282375,0.13823586662236415
C1,no,Insulin,34.899328859060404,0.11483582526276995,0.1364377242523208,0.13024142499989835,0.002375046116971084,0.006569678336250152,0.0060936552162639,0.13823586662146775
C1,no,Insulin,35.234899328859065,0.11483582526243268,0.1364377242519114,0.13024142499925553,0.002375046116960176,0.006569678336215415,0.006093655216245425,0.13823586662057133
C1,no,Insulin,35.57046979865772,0.11483582526209542,0.13643772425150197,0.13024142499861271,0.002375046116949268,0.006569678336180679,0.006093655216226951,0.13823586661967494
C1,no,Insulin,35.90604026845638,0.11483582526175815,0.13643772425109255,0.13024142499796987,0.0023750461169383605,0.006569678336145942,0.006093655216208476,0.13823586661877854
C1,no,Insulin,36.241610738255034,0.11483582526142087,0.13643772425068312,0.13024142499732705,0.0023750461169274525,0.006569678336111205,0.006093655216190002,0.13823586661788215
C1,no,Insulin,36.577181208053695,0.1148358252610836,0.1364377242502737,0.1302414249966842,0.0023750461169165446,0.0065696783360764685,0.006093655216171528,0.13823586661698573
C1,no,Insulin,36.91275167785235,0.11483582526074633,0.13643772424986428,0.13024142499604138,0.002375046116905637,0.006569678336041732,0.006093655216153053,0.13823586661608933
C1,no,Insulin,37.24832214765101,0.11483582526040906,0.13643772424945483,0.13024142499539854,0.002375046116894729,0.006569678336006995,0.006093655216134578,0.13823586661519294
C1,no,Insulin,37.58389261744966,0.11483582526007179,0.1364377242490454,0.13024142499475572,0.0023750461168838216,0.0065696783359722585,0.006093655216116104,0.13823586661429652
C1,no,Insulin,37.919463087248324,0.11483582525973451,0.13643772424863598,0.1302414249941129,0.0023750461168729137,0.0065696783359375215,0.006093655216097629,0.13823586661340012
C1,no,Insulin,38.25503355704698,0.11483582525939724,0.13643772424822656,0.13024142499347005,0.0023750461168620058,0.0065696783359027846,0.0060936552160791545,0.13823586661250373
C1,no,Insulin,38.59060402684564,0.11483582525905997,0.13643772424781714,0.13024142499282723,0.0023750461168510983,0.0065696783358680485,0.0060936552160606805,0.13823586661160733
C1,no,Insulin,38.9261744966443,0.1148358252587227,0.13643772424740772,0.13024142499218438,0.0023750461168401903,0.0065696783358333115,0.006093655216042206,0.1382358666107109
C1,no,Insulin,39.261744966442954,0.11483582525838543,0.1364377242469983,0.13024142499154157,0.002375046116829283,0.0065696783357985745,0.006093655216023731,0.13823586660981452
C1,no,Insulin,39.597315436241615,0.11483582525804817,0.13643772424658887,0.13024142499089872,0.002375046116818375,0.006569678335763838,0.006093655216005257,0.13823586660891812
C1,no,Insulin,39.93288590604027,0.1148358252577109,0.13643772424617945,0.1302414249902559,0.002375046116807467,0.0065696783357291014,0.006093655215986782,0.1382358666080217
C1,no,Insulin,40.26845637583893,0.11483582525737362,0.13643772424577,0.13024142498961308,0.0023750461167965594,0.0065696783356943645,0.006093655215968307,0.1382358666071253
C1,no,Insulin,40.604026845637584,0.11483582525703635,0.13643772424536058,0.13024142498897023,0.0023750461167856515,0.006569678335659628,0.0060936552159498334,0.1382358666062289
C1,no,Insulin,40.939597315436245,0.11483582525669908,0.13643772424495115,0.13024142498832741,0.0023750461167747435,0.006569678335624891,0.006093655215931359,0.13823586660533252
C1,no,Insulin,41.2751677852349,0.11483582525636181,0.13643772424454173,0.13024142498768457,0.002375046116763836,0.006569678335590154,0.006093655215912884,0.1382358666044361
C1,no,Insulin,41.61073825503356,0.11483582525602454,0.1364377242441323,0.13024142498704175,0.002375046116752928,0.006569678335555418,0.00609365521589441,0.1382358666035397
C1,no,Insulin,41.946308724832214,0.11483582525568727,0.13643772424372289,0.1302414249863989,0.0023750461167420206,0.006569678335520681,0.006093655215875935,0.1382358666026433
C1,no,Insulin,42.281879194630875,0.11483582525535,0.13643772424331346,0.13024142498575608,0.0023750461167311126,0.006569678335485944,0.00609365521585746,0.1382358666017469
C1,no,Insulin,42.61744966442953,0.11483582525501272,0.13643772424290404,0.13024142498511326,0.0023750461167202047,0.006569678335451208,0.006093655215838986,0.1382358666008505
C1,no,Insulin,42.95302013422819,0.11483582525467545,0.13643772424249462,0.13024142498447042,0.002375046116709297,0.006569678335416471,0.0060936552158205115,0.1382358665999541
C1,no,Insulin,43.28859060402685,0.11483582525433819,0.1364377242420852,0.1302414249838276,0.0023750461166983892,0.006569678335381734,0.006093655215802037,0.1382358665990577
C1,no,Insulin,43.624161073825505,0.11483582525400092,0.13643772424167575,0.13024142498318475,0.0023750461166874813,0.006569678335346998,0.006093655215783562,0.13823586659816128
C1,no,Insulin,43.959731543624166,0.11483582525366365,0.13643772424126632,0.13024142498254193,0.002375046116676574,0.006569678335312261,0.006093655215765088,0.1382358665972649
C1,no,Insulin,44.29530201342282,0.11483582525332638,0.1364377242408569,0.13024142498189908,0.002375046116665666,0.006569678335277524,0.006093655215746613,0.1382358665963685
C1,no,Insulin,44.63087248322148,0.1148358252529891,0.13643772424044748,0.13024142498125627,0.0023750461166547584,0.006569678335242788,0.006093655215728138,0.13823586659547207
C1,no,Insulin,44.966442953020135,0.11483582525265183,0.13643772424003806,0.13024142498061345,0.0023750461166438504,0.006569678335208051,0.0060936552157096644,0.13823586659457568
C1,no,Insulin,45.302013422818796,0.11483582525231456,0.13643772423962863,0.1302414249799706,0.0023750461166329425,0.006569678335173314,0.00609365521569119,0.13823586659367929
C1,no,Insulin,45.63758389261745,0.11483582525197729,0.1364377242392192,0.13024142497932778,0.002375046116622035,0.006569678335138578,0.006093655215672715,0.1382358665927829
C1,no,Insulin,45.97315436241611,0.11483582525164002,0.1364377242388098,0.13024142497868493,0.002375046116611127,0.006569678335103841,0.006093655215654241,0.13823586659188647
C1,no,Insulin,46.308724832214764,0.11483582525130274,0.13643772423840037,0.13024142497804211,0.0023750461166002195,0.006569678335069104,0.006093655215635766,0.13823586659099008
C1,no,Insulin,46.644295302013425,0.11483582525096547,0.13643772423799094,0.13024142497739927,0.0023750461165893116,0.006569678335034367,0.006093655215617291,0.13823586659009368
C1,no,Insulin,46.97986577181208,0.1148358252506282,0.1364377242375815,0.13024142497675645,0.0023750461165784036,0.006569678334999631,0.006093655215598817,0.13823586658919726
C1,no,Insulin,47.31543624161074,0.11483582525029094,0.13643772423717207,0.13024142497611363,0.002375046116567496,0.006569678334964894,0.0060936552155803425,0.13823586658830087
C1,no,Insulin,47.6510067114094,0.11483582524995367,0.13643772423676265,0.13024142497547078,0.002375046116556588,0.006569678334930157,0.006093655215561868,0.13823586658740447
C1,no,Insulin,47.986577181208055,0.1148358252496164,0.13643772423635322,0.13024142497482796,0.0023750461165456802,0.006569678334895421,0.006093655215543394,0.13823586658650808
C1,no,Insulin,48.322147651006716,0.11483582524927913,0.1364377242359438,0.13024142497418512,0.0023750461165347727,0.006569678334860684,0.006093655215524919,0.13823586658561166
C1,no,Insulin,48.65771812080537,0.11483582524894186,0.13643772423553438,0.1302414249735423,0.002375046116523865,0.006569678334825947,0.006093655215506444,0.13823586658471526
C1,no,Insulin,48.99328859060403,0.11483582524860458,0.13643772423512496,0.13024142497289945,0.0023750461165129573,0.006569678334791211,0.00609365521548797,0.13823586658381887
C1,no,Insulin,49.328859060402685,0.11483582524826731,0.13643772423471554,0.13024142497225663,0.0023750461165020493,0.006569678334756474,0.0060936552154694954,0.13823586658292245
C1,no,Insulin,49.664429530201346,0.11483582524793004,0.1364377242343061,0.1302414249716138,0.0023750461164911414,0.006569678334721737,0.006093655215451021,0.13823586658202605
C1,no,Insulin,50.0,0.11483582524759277,0.1364377242338967,0.13024142497097096,0.002375046116480234,0.006569678334687001,0.006093655215432547,0.13823586658112966
