,,,Slide ID,a,c,b,d
C1,no,Insulin,9.595959595959597,0.0033435982838882447,0.1928889785345296,0.07760416728242207,0.011100256151068067
C1,no,Insulin,10.101010101010102,0.003308768437571029,0.19299024148389626,0.07732664565250971,0.011036444957655867
C1,no,Insulin,10.606060606060607,0.0032843200522838486,0.1930638905133584,0.07712893881512517,0.01099141374598581
C1,no,Insulin,11.111111111111112,0.003267138397363335,0.19311711164670828,0.07698849643851668,0.010959655390936907
C1,no,Insulin,11.616161616161618,0.0032550542999538246,0.19315537124250404,0.07688896253013935,0.010937260488961802
C1,no,Insulin,12.121212121212121,0.0032465521843346697,0.19318275206309687,0.07681852170110594,0.010921481214738711
C1,no,Insulin,12.626262626262626,0.003240567693608576,0.1932022835982473,0.07676875395825744,0.010910360009113752
C1,no,Insulin,13.131313131313131,0.003236354790112906,0.19321617472402122,0.07673361544332175,0.010902525502674305
C1,no,Insulin,13.636363636363637,0.0032333883598450065,0.19322603247917802,0.07670881954267217,0.010897006783965218
C1,no,Insulin,14.141414141414142,0.0032312994478452444,0.19323301829378786,0.07669134074959144,0.010893118007595676
C1,no,Insulin,14.646464646464647,0.003229828672853315,0.1932379581358501,0.07667901376453959,0.010890380542820575
C1,no,Insulin,15.151515151515152,0.0032287923039953275,0.19324145221155598,0.0766703252762354,0.010888450698113734
C1,no,Insulin,15.656565656565657,0.0032280636246164976,0.19324391562443397,0.07666421268031365,0.010887093729088757
C1,no,Insulin,16.161616161616163,0.0032275501683903204,0.19324565491980328,0.07665990390239706,0.010886137516198179
C1,no,Insulin,16.666666666666668,0.003227188225631887,0.1932468828229312,0.07665686576374808,0.010885463452625562
C1,no,Insulin,17.171717171717173,0.003226933578593157,0.19324774779406045,0.07665472779883255,0.010884989191622079
C1,no,Insulin,17.67676767676768,0.003226754118217218,0.19324835788486963,0.07665322098584616,0.010884654954342748
C1,no,Insulin,18.181818181818183,0.0032266274863069753,0.1932487886412175,0.07665215764376042,0.01088441911874542
C1,no,Insulin,18.68686868686869,0.003226538311829655,0.19324909214851535,0.0766514086560111,0.010884253049302448
C1,no,Insulin,19.191919191919194,0.003226475568460756,0.1932493057993678,0.07665088161319782,0.010884136189107071
C1,no,Insulin,19.6969696969697,0.003226431553432079,0.19324945575176913,0.07665051206228826,0.010884054183125408
C1,no,Insulin,20.202020202020204,0.0032264001844877896,0.19324956268813062,0.07665024901240221,0.01088399570788792
C1,no,Insulin,20.70707070707071,0.003226378034947467,0.19324963826392827,0.07665006344175371,0.010883954408745533
C1,no,Insulin,21.212121212121215,0.0032263624207618117,0.19324969155414912,0.07664993248794272,0.0108839253176165
C1,no,Insulin,21.71717171717172,0.003226351269169173,0.19324972949294647,0.07664983838921575,0.010883904604638844
C1,no,Insulin,22.222222222222225,0.0032263439906590604,0.1932497540687123,0.07664977623460308,0.010883891169118092
C1,no,Insulin,22.72727272727273,0.003226338585847424,0.19324977219058057,0.07664972978987288,0.010883881231112282
C1,no,Insulin,23.232323232323235,0.003226334259529916,0.19324978679395205,0.07664969295380449,0.010883873231461621
C1,no,Insulin,23.73737373737374,0.0032263310045283077,0.1932497979038183,0.07664966566699433,0.010883867156557392
C1,no,Insulin,24.242424242424242,0.0032263290456146535,0.19324980474629977,0.07664964981449143,0.010883863429846312
C1,no,Insulin,24.747474747474747,0.003226327767978861,0.19324980927453347,0.07664963971332822,0.010883860970251322
C1,no,Insulin,25.252525252525253,0.003226326982200897,0.19324981209027153,0.07664963361260972,0.010883859444697781
C1,no,Insulin,25.757575757575758,0.0032263267440671324,0.19324981303074312,0.07664963208108234,0.010883858944459904
C1,no,Insulin,26.262626262626263,0.0032263264727464057,0.19324981399669114,0.07664962995391865,0.010883858421994033
C1,no,Insulin,26.767676767676768,0.003226326449522433,0.19324981406762776,0.07664962973233061,0.010883858384602449
C1,no,Insulin,27.272727272727273,0.003226326343151828,0.19324981443686715,0.07664962886617406,0.010883858185330587
C1,no,Insulin,27.77777777777778,0.0032263263739251216,0.19324981425778173,0.07664962886052376,0.010883858276498534
C1,no,Insulin,28.282828282828284,0.003226326379983855,0.19324981419201423,0.07664962875110694,0.010883858308128689
C1,no,Insulin,28.78787878787879,0.0032263263517869163,0.19324981428331128,0.07664962849786432,0.010883858257236348
C1,no,Insulin,29.292929292929294,0.0032263263235899776,0.19324981437460834,0.0766496282446217,0.010883858206344006
C1,no,Insulin,29.7979797979798,0.0032263262953930393,0.1932498144659054,0.07664962799137906,0.010883858155451665
C1,no,Insulin,30.303030303030305,0.0032263262671961006,0.19324981455720244,0.07664962773813644,0.010883858104559324
C1,no,Insulin,30.80808080808081,0.003226326249400355,0.19324981461544632,0.07664962758034174,0.010883858072222334
C1,no,Insulin,31.313131313131315,0.0032263262389285235,0.19324981465041605,0.07664962748975593,0.010883858052950935
C1,no,Insulin,31.81818181818182,0.0032263262284566918,0.1932498146853858,0.07664962739917011,0.010883858033679538
C1,no,Insulin,32.323232323232325,0.00322632621798486,0.19324981472035554,0.0766496273085843,0.010883858014408141
C1,no,Insulin,32.82828282828283,0.0032263262075130283,0.1932498147553253,0.07664962721799849,0.010883857995136742
C1,no,Insulin,33.333333333333336,0.0032263262041536266,0.19324981476658198,0.07664962718906562,0.010883857988942262
C1,no,Insulin,33.83838383838384,0.003226326203108362,0.19324981477012332,0.07664962718019248,0.010883857987002553
C1,no,Insulin,34.343434343434346,0.003226326202063097,0.19324981477366465,0.07664962717131935,0.010883857985062842
C1,no,Insulin,34.84848484848485,0.0032263262010178324,0.19324981477720596,0.07664962716244621,0.010883857983123134
C1,no,Insulin,35.35353535353536,0.003226326199972568,0.1932498147807473,0.07664962715357306,0.010883857981183425
C1,no,Insulin,35.85858585858586,0.003226326198927303,0.19324981478428863,0.07664962714469992,0.010883857979243716
C1,no,Insulin,36.36363636363637,0.0032263261978820383,0.19324981478782993,0.07664962713582678,0.010883857977304005
C1,no,Insulin,36.86868686868687,0.0032263261968367737,0.19324981479137127,0.07664962712695364,0.010883857975364297
C1,no,Insulin,37.37373737373738,0.003226326195791509,0.1932498147949126,0.0766496271180805,0.010883857973424588
C1,no,Insulin,37.87878787878788,0.003226326194746244,0.19324981479845393,0.07664962710920736,0.010883857971484879
C1,no,Insulin,38.38383838383839,0.0032263261937009796,0.19324981480199524,0.07664962710033422,0.01088385796954517
C1,no,Insulin,38.88888888888889,0.003226326192655715,0.19324981480553657,0.07664962709146107,0.01088385796760546
C1,no,Insulin,39.3939393939394,0.00322632619161045,0.1932498148090779,0.07664962708258793,0.01088385796566575
C1,no,Insulin,39.8989898989899,0.0032263261905651854,0.19324981481261921,0.0766496270737148,0.010883857963726042
C1,no,Insulin,40.40404040404041,0.003226326189519921,0.19324981481616055,0.07664962706484166,0.010883857961786333
C1,no,Insulin,40.909090909090914,0.003226326188474656,0.19324981481970188,0.07664962705596852,0.010883857959846623
C1,no,Insulin,41.41414141414142,0.0032263261874293913,0.1932498148232432,0.07664962704709538,0.010883857957906914
C1,no,Insulin,41.919191919191924,0.0032263261863841267,0.19324981482678452,0.07664962703822224,0.010883857955967205
C1,no,Insulin,42.42424242424243,0.0032263261853388617,0.19324981483032586,0.07664962702934909,0.010883857954027496
C1,no,Insulin,42.929292929292934,0.003226326184293597,0.1932498148338672,0.07664962702047595,0.010883857952087787
C1,no,Insulin,43.43434343434344,0.0032263261832483326,0.1932498148374085,0.07664962701160281,0.010883857950148077
C1,no,Insulin,43.939393939393945,0.003226326182203068,0.19324981484094983,0.07664962700272968,0.010883857948208368
C1,no,Insulin,44.44444444444445,0.003226326181157803,0.19324981484449116,0.07664962699385654,0.01088385794626866
C1,no,Insulin,44.949494949494955,0.0032263261801125384,0.19324981484803247,0.0766496269849834,0.01088385794432895
C1,no,Insulin,45.45454545454546,0.003226326179067274,0.1932498148515738,0.07664962697611026,0.01088385794238924
C1,no,Insulin,45.959595959595966,0.003226326178046204,0.1932498148550332,0.07664962696744265,0.010883857940494419
C1,no,Insulin,46.46464646464647,0.0032263261779418894,0.19324981485538825,0.07664962696656305,0.010883857940300353
C1,no,Insulin,46.969696969696976,0.0032263261778375752,0.1932498148557433,0.07664962696568345,0.010883857940106288
C1,no,Insulin,47.47474747474748,0.0032263261777332607,0.19324981485609835,0.07664962696480385,0.010883857939912223
C1,no,Insulin,47.979797979797986,0.0032263261776289466,0.1932498148564534,0.07664962696392424,0.01088385793971816
C1,no,Insulin,48.484848484848484,0.003226326177524632,0.19324981485680845,0.07664962696304463,0.010883857939524094
C1,no,Insulin,48.98989898989899,0.003226326177420318,0.1932498148571635,0.07664962696216503,0.010883857939330029
C1,no,Insulin,49.494949494949495,0.0032263261773160033,0.19324981485751858,0.07664962696128542,0.010883857939135964
C1,no,Insulin,50.0,0.003226326177211689,0.19324981485787363,0.07664962696040582,0.010883857938941898
