NON $ % + - . 0 1
#NON	a	d	g	b	c	f	e
37.81512605042017	0.17772404633215413	0.16422935548793965	0.16489472489251694	0.14143324250474865	0.1692330398882643	0.15654809204790873	0.24323941086566286
38.23529411764706	0.1777240463324335	0.16422935548852127	0.16489472489324208	0.14143324250503903	0.16923303988859442	0.1565480920481763	0.24323941086643464
38.65546218487395	0.17772404633271283	0.1642293554891029	0.16489472489396723	0.14143324250532938	0.16923303988892455	0.15654809204844383	0.24323941086720638
39.075630252100844	0.17772404633299216	0.1642293554896845	0.1648947248946924	0.14143324250561976	0.16923303988925464	0.1565480920487114	0.24323941086797815
39.49579831932773	0.1777240463332715	0.16422935549026613	0.16489472489541754	0.1414332425059101	0.16923303988958477	0.15654809204897893	0.2432394108687499
39.91596638655462	0.17772404633355085	0.16422935549084774	0.1648947248961427	0.14143324250620048	0.1692330398899149	0.1565480920492465	0.24323941086952167
40.33613445378151	0.17772404633383018	0.16422935549142934	0.16489472489686785	0.14143324250649084	0.169233039890245	0.15654809204951406	0.2432394108702934
40.7563025210084	0.17772404633410951	0.16422935549201095	0.16489472489759302	0.14143324250678121	0.16923303989057512	0.1565480920497816	0.24323941087106518
41.1764705882353	0.17772404633438885	0.16422935549259257	0.16489472489831816	0.14143324250707157	0.16923303989090524	0.15654809205004916	0.24323941087183693
41.596638655462186	0.17772404633466818	0.1642293554931742	0.16489472489904333	0.14143324250736194	0.16923303989123534	0.15654809205031672	0.2432394108726087
