,,,Slide ID,b,e,f,a,c,d
,,,Antibody Name,b,e,f,a,c,d
,,,HUGO ID,b,e,f,a,c,d
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,30.536912751677853,0.02788187689791438,0.03391734388674909,0.10803605208596873,0.02932526395023691,0.08050083932374444,0.11257109586667821
C1,no,Insulin,30.87248322147651,0.027881876903562912,0.03391734389302506,0.10803605209983734,0.029325263955331478,0.08050083933747904,0.1125710958787881
C1,no,Insulin,31.20805369127517,0.027881876967675735,0.033917343964289186,0.10803605225866439,0.029325264013114954,0.08050083949540715,0.11257109601893053
C1,no,Insulin,31.543624161073826,0.02788187703040775,0.03391734403401829,0.1080360524140627,0.029325264069654182,0.08050083964992129,0.11257109615603939
C1,no,Insulin,31.879194630872483,0.027881877090993917,0.03391734410136202,0.10803605256413777,0.029325264124259637,0.08050083979913807,0.11257109628844371
C1,no,Insulin,32.214765100671144,0.027881877148669205,0.03391734416547002,0.1080360527069951,0.029325264176241785,0.08050083994117414,0.11257109641447262
C1,no,Insulin,32.5503355704698,0.027881877202668583,0.033917344225491974,0.10803605284074014,0.02932526422491109,0.08050084007414618,0.11257109653245517
C1,no,Insulin,32.88590604026846,0.027881877252227016,0.033917344280577515,0.1080360529634784,0.029325264269578023,0.0805008401961708,0.11257109664072047
C1,no,Insulin,33.22147651006711,0.027881877296579472,0.0339173443298763,0.10803605307331535,0.02932526430955305,0.08050084030536467,0.11257109673759759
C1,no,Insulin,33.557046979865774,0.027881877334960916,0.033917344372537996,0.10803605316835649,0.029325264344146642,0.08050084039984441,0.11257109682141561
C1,no,Insulin,33.89261744966443,0.027881877366606318,0.03391734440771224,0.1080360532467073,0.029325264372669264,0.08050084047772671,0.11257109689050364
C1,no,Insulin,34.22818791946309,0.02788187739075064,0.03391734443454871,0.10803605330647326,0.029325264394431387,0.08050084053712818,0.11257109694319073
C1,no,Insulin,34.56375838926175,0.027881877406628855,0.033917344452197046,0.10803605334575984,0.029325264408743477,0.0805008405761655,0.11257109697780598
C1,no,Insulin,34.899328859060404,0.027881877413475923,0.0339173444598069,0.10803605336267255,0.029325264414915998,0.08050084059295529,0.11257109699267848
C1,no,Insulin,35.234899328859065,0.027881877410526817,0.033917344456527936,0.10803605335531687,0.029325264412259425,0.0805008405856142,0.1125710969861373
C1,no,Insulin,35.57046979865772,0.0278818773970165,0.03391734444150981,0.10803605332179826,0.029325264400084223,0.08050084055225888,0.11257109695651155
C1,no,Insulin,35.90604026845638,0.02788187737217994,0.03391734441390218,0.10803605326022224,0.029325264377700857,0.080500840491006,0.11257109690213027
C1,no,Insulin,36.241610738255034,0.0278818773352521,0.03391734437285469,0.10803605316869426,0.0293252643444198,0.08050084039997218,0.11257109682132259
C1,no,Insulin,36.577181208053695,0.027881877285467954,0.033917344317516994,0.10803605304531984,0.029325264299551516,0.08050084027727408,0.11257109671241756
C1,no,Insulin,36.91275167785235,0.027881877222062465,0.03391734424703876,0.10803605288820443,0.029325264242406474,0.08050084012102836,0.1125710965737443
C1,no,Insulin,37.24832214765101,0.0278818771442706,0.03391734416056964,0.10803605269545354,0.02932526417229514,0.08050083992935164,0.11257109640363185
C1,no,Insulin,37.58389261744966,0.027881877146238205,0.033917344162755714,0.10803605270028323,0.02932526417406985,0.08050083993412517,0.11257109640784765
C1,no,Insulin,37.919463087248324,0.02788187714805341,0.03391734416477243,0.10803605270473864,0.029325264175707112,0.08050083993852769,0.11257109641173654
C1,no,Insulin,38.25503355704698,0.02788187714861396,0.03391734416539462,0.10803605270608989,0.02932526417621347,0.08050083993984528,0.11257109641289055
C1,no,Insulin,38.59060402684564,0.027881877147885797,0.03391734416458443,0.10803605270425325,0.02932526417555821,0.08050083993799496,0.11257109641123639
C1,no,Insulin,38.9261744966443,0.02788187714583486,0.03391734416230403,0.10803605269914492,0.02932526417371061,0.08050083993289378,0.11257109640670078
C1,no,Insulin,39.261744966442954,0.027881877142427087,0.03391734415851558,0.10803605269068113,0.029325264170639954,0.08050083992445875,0.11257109639921042
C1,no,Insulin,39.597315436241615,0.027881877137628422,0.033917344153181206,0.10803605267877812,0.02932526416631553,0.08050083991260691,0.112571096388692
C1,no,Insulin,39.93288590604027,0.027881877131404803,0.03391734414626309,0.10803605266335213,0.02932526416070662,0.08050083989725526,0.11257109637507227
C1,no,Insulin,40.26845637583893,0.027881877123722164,0.03391734413772337,0.10803605264431936,0.0293252641537825,0.08050083987832084,0.11257109635827789
C1,no,Insulin,40.604026845637584,0.02788187711454645,0.03391734412752421,0.10803605262159606,0.029325264145512467,0.08050083985572068,0.1125710963382356
C1,no,Insulin,40.939597315436245,0.027881877103843603,0.03391734411562775,0.10803605259509846,0.029325264135865795,0.08050083982937181,0.11257109631487208
C1,no,Insulin,41.2751677852349,0.027881877091579556,0.03391734410199617,0.10803605256474277,0.02932526412481177,0.08050083979919125,0.11257109628811406
C1,no,Insulin,41.61073825503356,0.027881877077720253,0.0339173440865916,0.10803605253044526,0.02932526411231967,0.08050083976509603,0.11257109625788823
C1,no,Insulin,41.946308724832214,0.027881877062231632,0.0339173440693762,0.10803605249212211,0.02932526409835879,0.08050083972700317,0.1125710962241213
C1,no,Insulin,42.281879194630875,0.027881877045079634,0.03391734405031214,0.1080360524496896,0.029325264082898407,0.0805008396848297,0.11257109618674
C1,no,Insulin,42.61744966442953,0.027881877026230194,0.03391734402936156,0.10803605240306391,0.029325264065907804,0.08050083963849265,0.112571096145671
C1,no,Insulin,42.95302013422819,0.027881877005649258,0.033917344006486605,0.10803605235216131,0.029325264047356265,0.08050083958790905,0.11257109610084103
C1,no,Insulin,43.28859060402685,0.027881876983302762,0.03391734398164945,0.10803605229689801,0.029325264027213072,0.0805008395329959,0.11257109605217677
C1,no,Insulin,43.624161073825505,0.027881876959156646,0.033917343954812246,0.10803605223719023,0.029325264005447514,0.08050083947367026,0.11257109599960496
C1,no,Insulin,43.959731543624166,0.02788187694553881,0.03391734393967612,0.10803605220349281,0.029325263993172992,0.08050083944017562,0.11257109596991059
C1,no,Insulin,44.29530201342282,0.027881876933917384,0.033917343926758825,0.10803605217472927,0.02932526398269815,0.08050083941158209,0.11257109594455755
C1,no,Insulin,44.63087248322148,0.027881876922679544,0.03391734391426791,0.10803605214691567,0.029325263972569026,0.08050083938393367,0.11257109592004243
C1,no,Insulin,44.966442953020135,0.027881876911900114,0.033917343902286526,0.10803605212023727,0.029325263962853072,0.0805008393574145,0.1125710958965285
C1,no,Insulin,45.302013422818796,0.027881876901653925,0.03391734389089786,0.10803605209487929,0.029325263953617734,0.08050083933220875,0.11257109587417906
C1,no,Insulin,45.63758389261745,0.027881876892015812,0.03391734388018508,0.10803605207102696,0.029325263944930454,0.08050083930850056,0.11257109585315739
C1,no,Insulin,45.97315436241611,0.027881876883060597,0.03391734387023137,0.10803605204886549,0.02932526393685868,0.08050083928647411,0.11257109583362679
C1,no,Insulin,46.308724832214764,0.027881876874863112,0.033917343861119886,0.10803605202858012,0.029325263929469866,0.08050083926631353,0.11257109581575053
C1,no,Insulin,46.644295302013425,0.02788187686749819,0.033917343852933816,0.1080360520103561,0.029325263922831447,0.080500839248203,0.11257109579969192
C1,no,Insulin,46.97986577181208,0.02788187686104066,0.03391734384575633,0.10803605199437862,0.029325263917010874,0.08050083923232666,0.11257109578561424
C1,no,Insulin,47.31543624161074,0.027881876855565348,0.033917343839670606,0.10803605198083294,0.029325263912075596,0.08050083921886868,0.11257109577368075
C1,no,Insulin,47.6510067114094,0.027881876851147083,0.033917343834759806,0.10803605196990426,0.029325263908093056,0.08050083920801321,0.11257109576405477
C1,no,Insulin,47.986577181208055,0.0278818768478607,0.033917343831107116,0.10803605196177783,0.0293252639051307,0.0805008391999444,0.11257109575689958
C1,no,Insulin,48.322147651006716,0.027881876845781025,0.03391734382879571,0.10803605195663887,0.029325263903255978,0.08050083919484641,0.11257109575237846
C1,no,Insulin,48.65771812080537,0.02788187684498289,0.03391734382790875,0.10803605195467261,0.02932526390253633,0.0805008391929034,0.1125710957506547
C1,no,Insulin,48.99328859060403,0.027881876845541123,0.03391734382852942,0.10803605195606429,0.02932526390303921,0.08050083919429954,0.1125710957518916
C1,no,Insulin,49.328859060402685,0.027881876847530553,0.033917343830740895,0.10803605196099911,0.029325263904832057,0.08050083919921897,0.11257109575625243
C1,no,Insulin,49.664429530201346,0.02788187685102601,0.03391734383462634,0.10803605196966232,0.029325263907982322,0.08050083920784583,0.11257109576390048
C1,no,Insulin,50.0,0.027881876856102324,0.03391734384026894,0.10803605198223915,0.02932526391255745,0.08050083922036431,0.11257109577499905
