Networkname,Timepoints,TP,TN,FP,FN,Pre,Rec,ACC,BACC,MCC
Gold_8_15_10_2018_11_40.sif,Namespace(dir='100'),2,47,2,13,0.5,0.13333333333333333,0.765625,1.5870748299319728,0.1619047619047619
Gold_7_15_10_2018_11_40.sif,Namespace(dir='100'),2,33,4,10,0.3333333333333333,0.16666666666666666,0.7142857142857143,1.207142857142857,0.07681959442288536
Gold_9_15_10_2018_11_40.sif,Namespace(dir='100'),1,58,8,14,0.1111111111111111,0.06666666666666667,0.7283950617283951,1.3266563944530045,-0.06741998624632421
Gold_6_15_10_2018_11_40.sif,Namespace(dir='100'),1,22,5,8,0.16666666666666666,0.1111111111111111,0.6388888888888888,0.8678929765886287,-0.08606629658238704
