NON $ % + - . 0 1
#NON	e	f	g	d	a	b	c
0.0	0.1774279953336726	0.5655533536376789	0.13101802751932035	0.6202691144474566	0.12055400212263101	0.6172780249047368	0.7076042562691033
0.5050505050505051	0.12803119652144648	0.35907128706927705	0.15864581676501593	0.2876788355280732	0.13364522424309633	0.5231829245100859	0.36020646259469813
1.0101010101010102	0.09630433712254677	0.2716660732024614	0.16845379120348128	0.18022839938686536	0.1374382062848585	0.4633409941875557	0.20904746316775916
1.5151515151515151	0.0764753665009238	0.2301510127775871	0.16823969801047794	0.14255546660559604	0.13569899627975185	0.42471194235524584	0.14039911897029178
2.0202020202020203	0.06422084278492904	0.2075127173237442	0.16366358601160946	0.12688162152945626	0.13145291791013508	0.3994850955554106	0.10735631833900568
2.5252525252525255	0.0566341390593208	0.19382162279482149	0.1580938829922409	0.118791682897777	0.1266891084694172	0.3828673139823954	0.0904471420845008
3.0303030303030303	0.05189679189904531	0.1850737268774868	0.15308268707631748	0.11388192808503375	0.12242439299007404	0.37185186003361353	0.0812925172309425
3.5353535353535355	0.04890690497334997	0.17935691711834248	0.14911694111032947	0.1106631539155706	0.11901399608796853	0.36451764122157515	0.07609339777296364
4.040404040404041	0.0470006258481872	0.17559476111541028	0.14618805032018467	0.10850176478312469	0.11646216202323569	0.3596193725875193	0.07302503248567495
4.545454545454546	0.04577475098656983	0.17311634831711936	0.14411201431778484	0.10704724989138305	0.11463132189729426	0.35634105049149895	0.07115957804263527
5.050505050505051	0.044981016872327334	0.1714846339283425	0.14267777837433523	0.10607250979925993	0.11335341492924687	0.35414375157208844	0.06999980233896634
5.555555555555556	0.04446434979119548	0.1704110749518811	0.14170306328438906	0.10542240395171647	0.11247764801922444	0.35266956023241064	0.06926671323805848
6.0606060606060606	0.04412664827149552	0.1697049186437384	0.1410476037719835	0.1049904179779619	0.11188478848077488	0.3516798499311212	0.0687976619288743
6.565656565656566	0.04390520910307682	0.16924033752270418	0.1406098063726675	0.10470406433862832	0.1114867146387072	0.35101510278197157	0.06849485928766655
7.070707070707071	0.043759629705677185	0.16893451130409706	0.14031862155342073	0.10451449681112354	0.11122085346554343	0.35056848204964014	0.06829808603719578
7.575757575757576	0.04366371907740727	0.16873302817584349	0.14012543997490387	0.10438907056825282	0.11104389655357373	0.3502683522169047	0.06816958300112812
8.080808080808081	0.043600417904804845	0.168600159509568	0.1399974535130919	0.10430608194075437	0.11092635554748313	0.35006663708707664	0.06808534688115662
8.585858585858587	0.04355857409132393	0.1685124451360133	0.13991270815577936	0.10425115079278573	0.11084836474510766	0.34993105251661316	0.06802996615536348
9.090909090909092	0.043530875995106535	0.168454478292869	0.1398565994133542	0.10421477074023822	0.11079664050974057	0.3498399122945228	0.06799347018213871
9.595959595959597	0.043512519671431535	0.16841612613935378	0.13981943827350846	0.10419065541009968	0.11076233513773903	0.34977864560359523	0.06796937227806589
10.101010101010102	0.0435003400862773	0.16839072883555964	0.13979481624573203	0.10417466363282404	0.1107395781581456	0.3497374591355719	0.06795343580195774
10.606060606060607	0.043492251380276244	0.16837388738922582	0.13977848846440355	0.10416404117985535	0.11072447185641	0.34970977103266254	0.06794287958899922
11.111111111111112	0.04348687362503579	0.1683627152681281	0.13976765657989385	0.10415699049272815	0.11071444113323488	0.34969115718474136	0.06793588143839259
11.616161616161618	0.04348329582709432	0.1683552914162658	0.13976046219334	0.10415229717173392	0.11070777370249285	0.34967864343018035	0.06793123430280901
12.121212121212121	0.04348091347976706	0.16835035634861514	0.13975568143035344	0.10414917447613135	0.1107033399277261	0.34967023102755673	0.06792814641397493
12.626262626262626	0.043479325614623025	0.16834707218515707	0.13975250133579437	0.10414709469626879	0.11070038872474457	0.34966457450859156	0.06792609222618984
13.131313131313131	0.04347826493596902	0.1683448815132344	0.13975038108761148	0.10414570628736605	0.11069841992405693	0.3496607653688078	0.06792472240509098
13.636363636363637	0.04347756219959213	0.168343432135171	0.13974897901968816	0.10414478696985724	0.11069711726254426	0.34965822181140954	0.06792381635624964
14.141414141414142	0.04347709014120726	0.16834245964924596	0.13974803871290406	0.10414416973834636	0.11069624321852986	0.34965650219724664	0.0679232085474473
14.646464646464647	0.043476774372037	0.16834180986766148	0.13974741072317645	0.10414375706099328	0.11069565921706258	0.3496553447009493	0.06792280250984747
15.151515151515152	0.043476564016893565	0.16834137749538317	0.13974699304603136	0.10414348228018826	0.11069527061550746	0.34965456874078993	0.06792253238383497
15.656565656565657	0.04347642354463271	0.16834108903850079	0.13974671451141538	0.10414329886231878	0.11069501137193763	0.3496540478693863	0.06792235219609442
16.161616161616163	0.04347632796525132	0.16834089289110435	0.139746525169834	0.10414317410207748	0.11069483510446515	0.34965369232598525	0.06792222967677272
16.666666666666668	0.0434762635354749	0.16834076078233207	0.13974639768982888	0.10414309004188946	0.11069471639118256	0.34965345164582323	0.0679221471644877
17.171717171717173	0.04347621943922797	0.16834067046053452	0.13974631056385398	0.10414303253893788	0.11069463522128982	0.34965328600303697	0.06792209076393042
17.67676767676768	0.04347619329263421	0.16834061702012923	0.1397462590507073	0.10414299847532552	0.11069458718389483	0.3496531866279681	0.06792205741157716
18.181818181818183	0.04347617428147382	0.16834057814746048	0.13974622158945949	0.1041429736837868	0.11069455224699343	0.34965311431110435	0.06792203315597638
18.68686868686869	0.04347616195222059	0.16834055292997133	0.1397461973085004	0.1041429575786104	0.11069452959739992	0.34965306725059875	0.06792201742374339
19.191919191919194	0.04347615397707649	0.16834053661400408	0.1397461816181148	0.10414294713307092	0.11069451495904029	0.3496530366667481	0.06792200724474319
19.6969696969697	0.043476148841541926	0.1683405261060247	0.13974617152569066	0.10414294038357982	0.11069450554354962	0.3496530168793168	0.06792200068768128
20.202020202020204	0.04347614534782186	0.1683405189603665	0.13974616466308354	0.1041429357821227	0.11069449914368579	0.34965300340265737	0.06792199622668046
20.70707070707071	0.043476142884758213	0.1683405139349388	0.139746159827594	0.10414293255171685	0.11069449463550715	0.34965299392093085	0.06792199308838433
21.212121212121215	0.0434761411625056	0.16834051044266304	0.13974615645509733	0.10414293032878691	0.11069449149008631	0.3496529873093751	0.06792199090695437
21.71717171717172	0.043476139987942225	0.16834050809148873	0.13974615417102282	0.1041429288693758	0.11069448935607096	0.349652982811845	0.06792198943757705
22.222222222222225	0.04347613918705582	0.1683405065239188	0.13974615263620635	0.10414292794449223	0.1106944879163871	0.3496529797500627	0.06792198845587923
22.72727272727273	0.04347613864100693	0.16834050548873136	0.13974615161245516	0.10414292737987059	0.11069448695052993	0.3496529776678618	0.06792198780433605
23.232323232323235	0.0434761381656317	0.1683405045566114	0.1397461507016495	0.10414292683043495	0.11069448609543639	0.3496529758453151	0.06792198722068907
23.73737373737374	0.04347613778630772	0.1683405037887954	0.13974614996013743	0.10414292634757374	0.11069448540224255	0.3496529743824225	0.06792198674200575
24.242424242424242	0.04347613754008922	0.16834050327469563	0.13974614947019354	0.10414292600631994	0.11069448494561301	0.3496529734251953	0.06792198642240888
24.747474747474747	0.04347613742697621	0.1683405030143121	0.1397461492318179	0.10414292580667356	0.11069448472554777	0.3496529729736335	0.06792198626189845
25.252525252525253	0.04347613737494176	0.16834050287706542	0.1397461491126218	0.1041429256838354	0.1106944846169416	0.34965297275715773	0.06792198617815945
25.757575757575758	0.043476137278646285	0.16834050267198272	0.13974614891898632	0.10414292554303646	0.11069448443682772	0.3496529723800444	0.06792198605080589
26.262626262626263	0.04347613723387475	0.168340502572715	0.1397461488269685	0.1041429254704499	0.11069448435157728	0.34965297220212366	0.06792198598930436
26.767676767676768	0.04347613724062714	0.16834050257926225	0.1397461488365684	0.10414292546607572	0.11069448436119023	0.3496529722233955	0.06792198599365487
