NON $ % + - . 0 1 2 3 4
#NON	g	d	i	e	a	j	f	h	b	c
24.369747899159663	0.07343934517245808	0.21533043024197723	0.16451259014112019	0.060859174891637856	0.1500204558606563	0.019708645289885942	0.019326901787978884	0.19097347894372219	0.07535450727111016	0.1730900068464719
24.789915966386555	0.07343934508034058	0.2153304302589583	0.1645125901461372	0.06085917481588846	0.1500204558703817	0.019708645285864808	0.01932690175423809	0.19097347894341782	0.07535450716697542	0.1730900068783222
25.210084033613445	0.07343934498822308	0.21533043027593937	0.16451259015115421	0.06085917474013907	0.15002045588010715	0.01970864528184367	0.019326901720497294	0.19097347894311342	0.07535450706284068	0.1730900069101725
25.630252100840337	0.07343934489610558	0.21533043029292043	0.1645125901561712	0.06085917466438968	0.15002045588983257	0.019708645277822536	0.019326901686756503	0.19097347894280903	0.07535450695870594	0.1730900069420228
26.050420168067227	0.07343934484109431	0.2153304303034776	0.16451259015991893	0.060859174619149414	0.15002045589623195	0.019708645275480323	0.019326901666644566	0.19097347894294225	0.07535450689644423	0.17309000696143823
26.47058823529412	0.07343934483504579	0.21533043030555818	0.16451259016199182	0.06085917461416685	0.15002045589824256	0.0197086452753535	0.019326901664516324	0.1909734789436529	0.07535450688943521	0.1730900069644455
26.89075630252101	0.07343934482899728	0.21533043030763876	0.1645125901640647	0.06085917460918428	0.15002045590025315	0.019708645275226675	0.019326901662388082	0.19097347894436356	0.07535450688242618	0.17309000696745272
27.310924369747898	0.07343934482294875	0.21533043030971935	0.16451259016613756	0.06085917460420172	0.15002045590226373	0.019708645275099853	0.01932690166025984	0.19097347894507422	0.07535450687541714	0.17309000697045995
27.73109243697479	0.07343934481690025	0.21533043031179994	0.16451259016821043	0.060859174599219155	0.15002045590427435	0.01970864527497303	0.019326901658131595	0.19097347894578487	0.07535450686840812	0.1730900069734672
28.15126050420168	0.07343934481085172	0.21533043031388052	0.1645125901702833	0.06085917459423659	0.15002045590628493	0.01970864527484621	0.019326901656003353	0.19097347894649555	0.07535450686139909	0.17309000697647442
28.571428571428573	0.07343934480480321	0.2153304303159611	0.1645125901723562	0.06085917458925402	0.15002045590829555	0.019708645274719383	0.01932690165387511	0.1909734789472062	0.07535450685439007	0.17309000697948165
28.991596638655462	0.0734393447987547	0.2153304303180417	0.16451259017442907	0.06085917458427146	0.15002045591030613	0.01970864527459256	0.01932690165174687	0.19097347894791686	0.07535450684738104	0.1730900069824889
29.411764705882355	0.07343934479270618	0.21533043032012228	0.16451259017650194	0.0608591745792889	0.15002045591231672	0.01970864527446574	0.019326901649618627	0.1909734789486275	0.07535450684037201	0.17309000698549612
29.831932773109244	0.07343934478665767	0.21533043032220284	0.1645125901785748	0.060859174574306334	0.15002045591432733	0.019708645274338916	0.01932690164749038	0.19097347894933817	0.07535450683336299	0.17309000698850338
30.252100840336134	0.07343934478060915	0.21533043032428342	0.16451259018064768	0.060859174569323764	0.15002045591633792	0.01970864527421209	0.01932690164536214	0.19097347895004885	0.07535450682635396	0.17309000699151061
30.672268907563026	0.07343934477456064	0.215330430326364	0.16451259018272055	0.0608591745643412	0.15002045591834853	0.01970864527408527	0.019326901643233897	0.1909734789507595	0.07535450681934494	0.17309000699451785
31.092436974789916	0.07343934476851212	0.2153304303284446	0.16451259018479344	0.06085917455935864	0.15002045592035912	0.019708645273958447	0.019326901641105655	0.19097347895147015	0.07535450681233591	0.17309000699752508
31.51260504201681	0.07343934476246361	0.21533043033052518	0.16451259018686631	0.060859174554376075	0.1500204559223697	0.019708645273831624	0.019326901638977413	0.1909734789521808	0.07535450680532689	0.17309000700053231
31.932773109243698	0.0734393447564151	0.21533043033260577	0.16451259018893918	0.060859174549393505	0.15002045592438032	0.0197086452737048	0.019326901636849168	0.19097347895289146	0.07535450679831786	0.17309000700353955
32.35294117647059	0.07343934475036658	0.21533043033468635	0.16451259019101205	0.06085917454441094	0.1500204559263909	0.019708645273577977	0.019326901634720926	0.19097347895360214	0.07535450679130883	0.17309000700654678
32.773109243697476	0.07343934474431807	0.21533043033676694	0.16451259019308492	0.06085917453942838	0.15002045592840152	0.019708645273451154	0.019326901632592684	0.1909734789543128	0.07535450678429981	0.17309000700955401
33.19327731092437	0.07343934473826955	0.21533043033884752	0.1645125901951578	0.060859174534445816	0.1500204559304121	0.019708645273324332	0.01932690163046444	0.19097347895502345	0.07535450677729078	0.17309000701256128
33.61344537815126	0.07343934473222104	0.2153304303409281	0.1645125901972307	0.060859174529463246	0.1500204559324227	0.019708645273197507	0.0193269016283362	0.1909734789557341	0.07535450677028176	0.1730900070155685
34.03361344537815	0.07343934472617251	0.2153304303430087	0.16451259019930356	0.06085917452448068	0.1500204559344333	0.019708645273070684	0.019326901626207954	0.19097347895644476	0.07535450676327272	0.17309000701857574
34.45378151260504	0.073439344720124	0.21533043034508928	0.16451259020137643	0.06085917451949812	0.1500204559364439	0.019708645272943862	0.019326901624079712	0.1909734789571554	0.0753545067562637	0.17309000702158298
34.87394957983194	0.0734393447140755	0.21533043034716987	0.1645125902034493	0.06085917451451556	0.1500204559384545	0.01970864527281704	0.01932690162195147	0.1909734789578661	0.07535450674925467	0.1730900070245902
35.294117647058826	0.07343934470802697	0.21533043034925045	0.16451259020552217	0.06085917450953299	0.1500204559404651	0.019708645272690214	0.019326901619823228	0.19097347895857675	0.07535450674224564	0.17309000702759744
