NON $ % + - . 0 1 2
#NON	c	e	h	a	g	b	d	f
28.991596638655462	0.18979800949492065	0.17932268261954334	0.030493877447849344	0.20453756105154383	0.253621718585582	0.1454812810916804	0.18564576811402975	0.1606763233133303
29.411764705882355	0.18979800949372222	0.17932268261807913	0.030493877447483327	0.2045375610507607	0.2536217185844174	0.1454812810908258	0.1856457681121715	0.16067632331234838
29.831932773109244	0.1897980094925238	0.1793226826166149	0.030493877447117308	0.20453756104997756	0.2536217185832527	0.14548128108997124	0.1856457681103133	0.16067632331136644
30.252100840336134	0.18979800949132533	0.17932268261515072	0.03049387744675129	0.20453756104919443	0.25362171858208804	0.14548128108911668	0.18564576810845507	0.1606763233103845
30.672268907563026	0.1897980094901269	0.1793226826136865	0.03049387744638527	0.2045375610484113	0.25362171858092336	0.1454812810882621	0.18564576810659683	0.16067632330940257
31.092436974789916	0.18979800948892847	0.1793226826122223	0.030493877446019255	0.20453756104762816	0.2536217185797587	0.14548128108740754	0.1856457681047386	0.16067632330842063
31.51260504201681	0.18979800948773004	0.1793226826107581	0.030493877445653236	0.20453756104684503	0.253621718578594	0.14548128108655295	0.18564576810288036	0.1606763233074387
31.932773109243698	0.1897980094865316	0.17932268260929388	0.03049387744528722	0.2045375610460619	0.2536217185774294	0.14548128108569838	0.18564576810102212	0.1606763233064568
32.35294117647059	0.18979800948533315	0.1793226826078297	0.0304938774449212	0.20453756104527876	0.2536217185762647	0.14548128108484382	0.1856457680991639	0.16067632330547485
32.773109243697476	0.18979800948413472	0.17932268260636547	0.030493877444555183	0.20453756104449564	0.2536217185751	0.14548128108398925	0.18564576809730565	0.1606763233044929
33.19327731092437	0.1897980094829363	0.17932268260490125	0.030493877444189167	0.2045375610437125	0.25362171857393534	0.14548128108313468	0.18564576809544744	0.16067632330351098
33.61344537815126	0.18979800948173786	0.17932268260343706	0.030493877443823147	0.2045375610429294	0.25362171857277066	0.1454812810822801	0.1856457680935892	0.16067632330252904
34.03361344537815	0.18979800948053943	0.17932268260197284	0.03049387744345713	0.20453756104214624	0.25362171857160604	0.14548128108142552	0.18564576809173097	0.1606763233015471
34.45378151260504	0.189798009479341	0.17932268260050865	0.03049387744309111	0.20453756104136311	0.25362171857044136	0.14548128108057096	0.18564576808987274	0.1606763233005652
34.87394957983194	0.18979800947814254	0.17932268259904444	0.030493877442725095	0.20453756104058	0.2536217185692767	0.1454812810797164	0.1856457680880145	0.16067632329958326
35.294117647058826	0.1897980094769441	0.17932268259758022	0.030493877442359076	0.20453756103979684	0.253621718568112	0.14548128107886182	0.18564576808615627	0.16067632329860132
35.714285714285715	0.18979800947574568	0.17932268259611603	0.03049387744199306	0.20453756103901372	0.2536217185669473	0.14548128107800723	0.18564576808429803	0.16067632329761938
36.134453781512605	0.18979800947454725	0.1793226825946518	0.03049387744162704	0.2045375610382306	0.2536217185657827	0.14548128107715266	0.18564576808243982	0.16067632329663745
36.554621848739494	0.18979800947334882	0.17932268259318762	0.030493877441261023	0.20453756103744747	0.253621718564618	0.1454812810762981	0.18564576808058159	0.1606763232956555
36.97478991596639	0.18979800947215036	0.1793226825917234	0.030493877440895004	0.20453756103666432	0.25362171856345334	0.14548128107544353	0.18564576807872335	0.16067632329467357
37.39495798319328	0.18979800947095193	0.17932268259025919	0.030493877440528987	0.2045375610358812	0.25362171856228866	0.14548128107458896	0.18564576807686511	0.16067632329369166
37.81512605042017	0.1897980094697535	0.179322682588795	0.03049387744016297	0.20453756103509807	0.253621718561124	0.14548128107373437	0.18564576807500688	0.16067632329270973
38.23529411764706	0.18979800946855507	0.17932268258733078	0.03049387743979695	0.20453756103431492	0.2536217185599593	0.1454812810728798	0.18564576807314864	0.1606763232917278
38.65546218487395	0.18979800946735664	0.17932268258586656	0.030493877439430935	0.2045375610335318	0.2536217185587947	0.14548128107202524	0.1856457680712904	0.16067632329074585
39.075630252100844	0.1897980094661582	0.17932268258440237	0.030493877439064915	0.20453756103274867	0.25362171855763	0.14548128107117067	0.1856457680694322	0.16067632328976392
39.49579831932773	0.18979800946495975	0.17932268258293815	0.0304938774386989	0.20453756103196555	0.2536217185564653	0.1454812810703161	0.18564576806757396	0.16067632328878198
39.91596638655462	0.18979800946376132	0.17932268258147396	0.03049387743833288	0.2045375610311824	0.25362171855530063	0.1454812810694615	0.18564576806571573	0.16067632328780007
40.33613445378151	0.1897980094625629	0.17932268258000975	0.030493877437966863	0.20453756103039927	0.25362171855413596	0.14548128106860694	0.1856457680638575	0.16067632328681813
40.7563025210084	0.18979800946136446	0.17932268257854553	0.030493877437600844	0.20453756102961615	0.25362171855297133	0.14548128106775238	0.18564576806199926	0.1606763232858362
41.1764705882353	0.18979800946016603	0.17932268257708134	0.030493877437234827	0.204537561028833	0.25362171855180665	0.1454812810668978	0.18564576806014102	0.16067632328485426
41.596638655462186	0.1897980094589676	0.17932268257561712	0.03049387743686881	0.20453756102804987	0.253621718550642	0.14548128106604324	0.18564576805828278	0.16067632328387232
