NON $ % + - . 0 1
#NON	f	a	e	c	b	g	d
0.0	0.5743776682345464	0.6174000036827794	0.599500739410739	0.17445897532316446	0.2188844032440569	0.19203168080032418	0.10687659543587247
0.42016806722689076	0.3982834975527883	0.2355744494689285	0.46106399459368586	0.27880866590658004	0.1793530467385253	0.22819563818852417	0.21967860320023605
0.8403361344537815	0.3070949678257453	0.1090072422312894	0.36807604255732723	0.29496011650820136	0.1667015674079263	0.23481146930195096	0.23906639646079011
1.2605042016806722	0.2567603376463348	0.06664881503399449	0.3066590119815558	0.2872068019932143	0.16309885767744658	0.22852503993502235	0.23359132931614993
1.680672268907563	0.22710907418754323	0.05203769003670334	0.26593044286911177	0.2750744619508326	0.16193884450116003	0.21783831103896825	0.223059893485884
2.100840336134454	0.20861098594224722	0.04655060775514251	0.23869050206549933	0.2640721514025286	0.16108164109174142	0.20677846769615335	0.2131579141060279
2.5210084033613445	0.19655053219077692	0.044094363256780046	0.22031089336581128	0.25536919370458616	0.16004315657991253	0.1970203215500467	0.20520907535346614
2.9411764705882355	0.18844638674996309	0.04270449878843915	0.20781432070419273	0.24885612792054204	0.15886159434884764	0.18906562915389954	0.19921532141039666
3.361344537815126	0.1828976641160895	0.041756747845833594	0.19926547310147819	0.24411447577092452	0.15767619386373047	0.18287738180177554	0.1948331694412408
3.7815126050420167	0.17905776273020446	0.04104958239967715	0.1933898360768804	0.2407159346632538	0.15659584797554346	0.1782074513568574	0.19168438584975636
4.201680672268908	0.17638563018398365	0.04050893316021818	0.18933750920381345	0.2383034478212228	0.1556762440344625	0.1747563032330575	0.1894457393238596
4.621848739495799	0.17452144663207386	0.040097262405868	0.1865356721571278	0.23660168716386112	0.15493098782939804	0.1722437188403955	0.18786506684401627
5.042016806722689	0.17321983164221244	0.039787825110260536	0.18459496942800488	0.2354063792978226	0.15434842513970895	0.17043438868882446	0.1867541123746742
5.46218487394958	0.17231103281317386	0.039558478820066204	0.18324902669337068	0.23456927084638035	0.15390516081997527	0.16914208412320722	0.18597575698805927
5.882352941176471	0.17167675882536867	0.039390632712823226	0.182314731513062	0.23398420645455448	0.15357471736305023	0.16822472949791079	0.18543160530892855
6.302521008403361	0.17123432280063247	0.03926908569826042	0.18166577960891844	0.23357588544991692	0.1533322026553544	0.16757658154251112	0.18505176639243534
6.722689075630252	0.1709258699148586	0.03918181873471046	0.18121482529833427	0.23329120105470863	0.15315635309634032	0.16712027991870768	0.18478690612869508
7.142857142857143	0.17071092984666406	0.039119592103687574	0.18090136282640687	0.23309285231902774	0.15303002537614044	0.16679991982618977	0.18460235320983842
7.563025210084033	0.1705612133040192	0.03907545957671893	0.18068342502567256	0.232954727306297	0.15293992660061748	0.1665754780266113	0.1844738273999201
7.983193277310924	0.17045696485883416	0.03904429599960141	0.18053188210133445	0.232858568083679	0.1528760273262614	0.16641849427763608	0.18438434755925823
8.403361344537815	0.17038439226017593	0.03902236160887543	0.18042649147548465	0.23279164576824798	0.1528309067124935	0.1663088306528295	0.18432207229737016
8.823529411764707	0.17033388135561792	0.03900696243946184	0.1803531950420157	0.2327450830930278	0.15279915276805783	0.1662322964163456	0.1842787395026782
9.243697478991598	0.17029873099133236	0.038996178791196864	0.18030221332876764	0.23271266661099443	0.15277686393524456	0.16617892362077727	0.18424857603505446
9.663865546218487	0.17027427262428876	0.0389886302976095	0.18026675633314032	0.2326901399344251	0.1527612517545178	0.16614172525528373	0.18422760918468162
10.084033613445378	0.17025725559240462	0.03898336115138301	0.18024209191993476	0.23267445101087658	0.1527503326364635	0.16611581049392232	0.1842130097776334
10.504201680672269	0.17024541787648792	0.038979683808162885	0.18022493808608073	0.23266354044257304	0.15274270660540268	0.16609776533060205	0.1842028563558857
10.92436974789916	0.1702371826258248	0.03897711928915593	0.1802130062809693	0.23265595110616716	0.15273738500611672	0.16608520202757202	0.18419579361305327
11.344537815126051	0.17023145333909837	0.03897533178287309	0.1802047061600848	0.23265067161507902	0.1527336739485826	0.1660764564749502	0.1841908803976752
11.764705882352942	0.170227467453852	0.03897408641036944	0.18019893216146318	0.2326469988167773	0.15273108741499555	0.16607036933794064	0.1841874623987976
12.184873949579831	0.1702246926924943	0.038973218500777916	0.1801949128150061	0.23264444208629614	0.1527292843054996	0.16606613029746706	0.18418508303380443
12.605042016806722	0.1702227634846726	0.038972614519763464	0.18019211839931953	0.23264266441850223	0.15272802917318135	0.16606318213265908	0.18418342872348417
13.025210084033613	0.17022142345566602	0.038972194683070636	0.18019017746083726	0.23264142970693466	0.15272715655419475	0.1660611338543691	0.18418227967813852
13.445378151260504	0.17022049030991906	0.03897190220824154	0.18018882587506266	0.2326405700805235	0.15272654864258436	0.16605970734602732	0.18418147961274325
13.865546218487395	0.1702198410034914	0.03897169863484629	0.18018788541056782	0.23263997184748275	0.15272612543846364	0.16605871461870186	0.18418092286373264
14.285714285714286	0.17021938948164528	0.03897155703187863	0.18018723142705415	0.23263955548389262	0.15272583093888079	0.1660580241725198	0.18418053554614208
14.705882352941178	0.17021907597464356	0.03897145868252341	0.18018677734915733	0.23263926626313342	0.15272562637520215	0.16605754472831752	0.1841802665788441
15.126050420168067	0.1702188577989388	0.03897139020207655	0.1801864613553633	0.23263906560719702	0.15272548411176354	0.16605721111167457	0.18418007968780992
15.546218487394958	0.1702187057721571	0.038971342438539086	0.1801862411981617	0.23263892658550242	0.15272538500962057	0.16605697864858168	0.18417994977566565
15.966386554621849	0.1702185998880716	0.03897130922199143	0.1801860878541048	0.23263882924594353	0.15272531588576516	0.16605681670213138	0.1841798590036107
16.386554621848738	0.17021852644544522	0.03897128629289297	0.18018598141283923	0.23263876007334883	0.15272526786919333	0.16605670434379127	0.18417979536163884
16.80672268907563	0.17021847542597643	0.038971270356109436	0.1801859074323494	0.2326387114694302	0.15272523455070938	0.16605662629501788	0.18417975106141643
17.22689075630252	0.170218441363941	0.038971259754265894	0.18018585803227014	0.232638678760425	0.15272521227538854	0.16605657418222722	0.18417972131307495
17.647058823529413	0.17021841718325376	0.038971252094343385	0.18018582306719774	0.2326386575392015	0.15272519652264505	0.1660565372171151	0.1841797009929392
18.067226890756302	0.1702184018428746	0.03897124723909901	0.1801858008814926	0.2326386440045013	0.15272518652609132	0.16605651376471564	0.18417968807361615
18.487394957983195	0.17021838994607394	0.03897124344064732	0.18018578369805927	0.23263863397205076	0.15272517879183684	0.16605649558241126	0.18417967825289774
18.907563025210084	0.1702183823974955	0.03897124102407156	0.18018577279897677	0.23263862769485705	0.15272517388798287	0.1660564840464873	0.18417967205950042
19.327731092436974	0.1702183748854593	0.03897123865134791	0.18018576192754052	0.2326386209726949	0.1527251689940692	0.16605647255944478	0.18417966570567443
19.747899159663866	0.17021837157331798	0.038971237596021197	0.18018575713857798	0.23263861812737813	0.1527251668427828	0.16605646749539932	0.1841796629593454
20.168067226890756	0.17021836800868562	0.03897123648044314	0.18018575197122774	0.232638614785878	0.15272516451669552	0.16605646204207286	0.18417965988398782
20.58823529411765	0.17021836545240707	0.03897123567593546	0.1801857482690028	0.23263861245530282	0.15272516285062626	0.1660564581322611	0.18417965770534409
21.008403361344538	0.1702183633269935	0.03897123501242635	0.18018574518754216	0.2326386104453708	0.1527251614622134	0.16605645488071002	0.18417965586200283
21.42857142857143	0.17021836163055493	0.03897123448451655	0.18018574272712046	0.23263860881908877	0.15272516035290135	0.16605645228522314	0.1841796543807022
21.84873949579832	0.1702183603617926	0.03897123408849591	0.18018574088792633	0.2326386076197525	0.15272515952368257	0.16605645034429106	0.18417965327981556
22.26890756302521	0.1702183586785556	0.03897123356437491	0.18018573844719935	0.23263860601239442	0.15272515842283343	0.16605644776916892	0.18417965181190035
22.689075630252102	0.17021835850886624	0.038971233511199764	0.1801857382016152	0.2326386058552504	0.1527251583116561	0.16605644750964912	0.18417965166560205
23.10924369747899	0.1702183583391769	0.038971233458024626	0.1801857379560311	0.23263860569810638	0.15272515820047874	0.16605644725012936	0.1841796515193037
23.529411764705884	0.17021835822895967	0.038971233423473806	0.18018573779650984	0.2326386055961076	0.15272515812828624	0.1660564470815597	0.18417965142434828
23.949579831932773	0.17021835818162806	0.038971233408616246	0.18018573772799112	0.23263860555241922	0.1527251580973161	0.16605644700916022	0.1841796513836825
24.369747899159663	0.17021835813429645	0.038971233393758686	0.18018573765947238	0.23263860550873083	0.15272515806634596	0.16605644693676075	0.18417965134301675
24.789915966386555	0.1702183580869648	0.03897123337890113	0.18018573759095363	0.23263860546504248	0.1527251580353758	0.1660564468643613	0.184179651302351
25.210084033613445	0.1702183580396332	0.03897123336404357	0.18018573752243489	0.2326386054213541	0.1527251580044057	0.16605644679196183	0.18417965126168526
25.630252100840337	0.17021835799230156	0.03897123334918601	0.18018573745391614	0.2326386053776657	0.15272515797343555	0.16605644671956235	0.1841796512210195
26.050420168067227	0.17021835794496995	0.03897123333432845	0.18018573738539742	0.23263860533397734	0.1527251579424654	0.1660564466471629	0.18417965118035376
26.47058823529412	0.17021835791021298	0.03897123332341734	0.18018573733508075	0.2326386053019011	0.15272515791972563	0.1660564465939974	0.1841796511504972
26.89075630252101	0.1702183578970085	0.038971233319270354	0.18018573731596185	0.23263860528972768	0.15272515791109237	0.16605644657379837	0.18417965113916715
27.310924369747898	0.17021835788380404	0.03897123331512336	0.18018573729684298	0.23263860527755428	0.1527251579024591	0.1660564465535993	0.1841796511278371
27.73109243697479	0.1702183578705996	0.038971233310976364	0.18018573727772408	0.23263860526538088	0.15272515789382585	0.16605644653340026	0.18417965111650708
28.15126050420168	0.17021835785739514	0.038971233306829375	0.1801857372586052	0.23263860525320745	0.1527251578851926	0.1660564465132012	0.18417965110517703
28.571428571428573	0.1702183578441907	0.03897123330268238	0.1801857372394863	0.23263860524103405	0.15272515787655933	0.16605644649300216	0.18417965109384699
28.991596638655462	0.17021835783098624	0.038971233298535385	0.18018573722036743	0.23263860522886062	0.15272515786792606	0.1660564464728031	0.18417965108251697
29.411764705882355	0.17021835782094272	0.038971233295381116	0.18018573720582523	0.23263860521960136	0.1527251578613595	0.16605644645743936	0.1841796510738992
