NON $ % + -
#NON	c	a	d	b
0.0	0.16730060495734578	0.026088577382330502	0.14013126941868614	0.22033326940204456
0.5050505050505051	0.11305307852809476	0.06241130781152017	0.13211491238805426	0.17929712952851876
1.0101010101010102	0.12173689711425723	0.10086187559182817	0.15508920749700153	0.1602894417867285
1.5151515151515151	0.13912553516063547	0.13581304146084505	0.17749653139270405	0.15436199846175838
2.0202020202020203	0.1542016317815391	0.1652122156021612	0.19432842809411768	0.1539174154341933
2.5252525252525255	0.1656486217607688	0.18885447780686257	0.2062518193123964	0.1552419102070507
3.0303030303030303	0.17405090381341848	0.20734021266383013	0.21463692565228065	0.15684825171952818
3.5353535353535355	0.18017063311418982	0.22152979787137894	0.22057703058644107	0.15824457395640137
4.040404040404041	0.18462658772467586	0.23228614635039962	0.2248260240671443	0.15932905628407373
4.545454545454546	0.18787625032288935	0.24036939843210067	0.2278905319138564	0.16013123011106278
5.050505050505051	0.19025038844129216	0.24640674026139198	0.23011427204573182	0.16071177919026733
5.555555555555556	0.1919875136788283	0.25089633894188806	0.2317347688606649	0.16112833773413168
6.0606060606060606	0.1932600521359309	0.2542244977065706	0.2329190482668756	0.1614266840886351
6.565656565656566	0.19419309396931564	0.25668607185176523	0.233786188632098	0.1616406962521714
7.070707070707071	0.19487767206668707	0.2585037058044439	0.23442192332947842	0.1617946825802488
7.575757575757576	0.19538019641307672	0.2598442275831576	0.2348883962207621	0.16190586311566288
8.080808080808081	0.19574921700013173	0.2608320068705692	0.23523086720133835	0.1619864083584568
8.585858585858587	0.19602027417735218	0.2615593789792804	0.23548239660366885	0.1620449312665977
9.090909090909092	0.19621941684787664	0.26209476763753203	0.23566718382229998	0.16208756652055972
9.595959595959597	0.196365740427069	0.2624886984721397	0.23580295641550256	0.16211868887400407
10.101010101010102	0.19647326955279437	0.262778476699587	0.23590273232112952	0.16214144471483727
10.606060606060607	0.1965522958476958	0.26299159791953225	0.23597606104011634	0.16215810436657668
11.111111111111112	0.19661037561492084	0.26314831354916335	0.23602995413546285	0.16217031271229002
11.616161616161618	0.19665306249867553	0.2632635406966368	0.23606956444157326	0.16217926603308108
12.121212121212121	0.19668443905161148	0.2633482620359299	0.23609867990919217	0.16218583642206721
12.626262626262626	0.1967075077169703	0.2634105638850636	0.23612008632147155	0.16219066124611198
13.131313131313131	0.19672446234124205	0.2634563614798284	0.23613581937384615	0.16219420414896213
13.636363636363637	0.19673692435564644	0.263490026969011	0.23614738357187678	0.16219680644265752
14.141414141414142	0.19674608512262873	0.2635147762452066	0.23615588437090287	0.16219871840172456
14.646464646464647	0.19675281549686433	0.26353296527248626	0.23616213011109724	0.16220012333616005
15.151515151515152	0.19675776011532306	0.2635463315213912	0.23616671920939641	0.16220115568505292
15.656565656565657	0.19676140330239272	0.2635561689726537	0.23617010017259818	0.16220191437583095
16.161616161616163	0.1967640869935427	0.2635633998819678	0.2361725884041898	0.16220247064289872
16.666666666666668	0.196766050315511	0.26356870979854957	0.23617440770495934	0.16220288134147165
17.171717171717173	0.1967674824310534	0.2635726083501961	0.23617573754586366	0.1622031849155695
17.67676767676768	0.19676854327676574	0.263575474725987	0.23617672454987929	0.16220340529854735
18.181818181818183	0.19676933000210356	0.2635775847695065	0.23617745548728386	0.16220356615375803
18.68686868686869	0.196769907484955	0.2635791378480453	0.23617799079398932	0.16220368535052374
19.191919191919194	0.19677032823019486	0.2635802797314153	0.23617838072031463	0.16220377409947445
19.6969696969697	0.19677063630813277	0.26358111856940064	0.236178666768638	0.16220383941056457
20.202020202020204	0.19677086446842232	0.26358173504276333	0.23617887892241632	0.1622038868173761
20.70707070707071	0.1967710340244448	0.2635821887359704	0.2361790364019114	0.16220392130289976
21.212121212121215	0.19677115849638788	0.26358252295608364	0.23617915165335804	0.16220394694763607
21.71717171717172	0.1967712484525593	0.26358276886796533	0.23617923496723678	0.16220396626940803
22.222222222222225	0.19677131321454416	0.2635829491009791	0.23617929510893304	0.16220398069900843
22.72727272727273	0.19677136185840063	0.26358308132241304	0.23617934031576568	0.16220399093478274
23.232323232323235	0.1967713978012119	0.263583177571531	0.23617937383510587	0.16220399819292625
