,,,Slide ID,G1,G10,G7,G9,G12,G3,G5,G11,G2,G6,G8,G4
,,,Antibody Name,G1,G10,G7,G9,G12,G3,G5,G11,G2,G6,G8,G4
,,,HUGO ID,G1,G10,G7,G9,G12,G3,G5,G11,G2,G6,G8,G4
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,0.0,0.8161497245045412,0.5060121694508526,0.16388021212710813,0.45185901688227703,0.7370519556058718,0.14245813147697095,0.9531592932450601,0.31084129118966175,0.6219371689450998,0.9751984305685429,0.5802463213466571,0.0793575650663455
C1,no,Insulin,0.5050505050505051,0.5131792672125235,0.460484189510696,0.469206748563999,0.35807711828135996,0.42228161279582144,0.5183366534989272,0.8032181562842338,0.32372502108037365,0.4051860586593592,0.8081905271067173,0.6483430629566536,0.579694804482836
C1,no,Insulin,1.0101010101010102,0.36322551136779824,0.4305525839476378,0.6039252997171451,0.32123454490918485,0.32950459133329923,0.6535991506249041,0.7398000135001667,0.32330198080283185,0.3302112383660955,0.7295032549054487,0.6760490896257448,0.6847154416987454
C1,no,Insulin,1.5151515151515151,0.28456194274313024,0.41196407759840803,0.6639156812437627,0.3056043273961479,0.2998517798495509,0.7070914370780692,0.7135819932133697,0.31906033750160273,0.30131751456743283,0.6927529743328608,0.6883720476905152,0.7080835922120029
C1,no,Insulin,2.0202020202020203,0.24138212331449965,0.4009678665706045,0.690794497960736,0.2986455849602423,0.2894668647151889,0.7290210551567265,0.7030075749177802,0.31483921137021453,0.2894779740315138,0.6756660153168031,0.6940583462527621,0.713361762161599
C1,no,Insulin,2.5252525252525255,0.21687104757356956,0.3946938619216703,0.702887677643712,0.29546104192355305,0.2855022896950228,0.7381840979606508,0.6988675460160724,0.31167309607288135,0.28442471332107583,0.6677363594888894,0.6967031546408767,0.714573371584929
C1,no,Insulin,3.0303030303030303,0.2026292132016894,0.3912077828348119,0.7083449479610799,0.293980255555341,0.2838802128283807,0.742052726160362,0.6973107985119226,0.30956593003444066,0.2821928700707199,0.6640580549997647,0.6979290328245743,0.7148593181017128
C1,no,Insulin,3.5353535353535355,0.19422556758519513,0.3893082935988331,0.7108135349186415,0.293284372014342,0.2831832322436942,0.743695393139007,0.6967604717856561,0.3082526927069853,0.2811728205620935,0.6623512995910028,0.6984932181369354,0.7149301428164522
C1,no,Insulin,4.040404040404041,0.18921764646282024,0.38828825973207987,0.7119325012487191,0.29295450108501864,0.28287409093754484,0.7443951341869692,0.6965861541033515,0.3074671737789581,0.2806893190548449,0.6615587891422429,0.6987507558476612,0.714949076258445
C1,no,Insulin,4.545454545454546,0.18621479729338047,0.38774642050323427,0.7124406673735588,0.2927967925455323,0.2827342593230387,0.7446937912487809,0.6965434228526141,0.3070101772102527,0.2804512183230076,0.6611904378118446,0.6988672559220594,0.7149546910337018
C1,no,Insulin,5.050505050505051,0.18440733229477432,0.38746090603376804,0.712671854493454,0.2927206895363283,0.28267025642820937,0.7448214283870843,0.6965415654214892,0.3067495173033437,0.28032941740671163,0.6610190338011558,0.6989193948415185,0.7149565548130214
C1,no,Insulin,5.555555555555556,0.18331683319636344,0.3873113290966758,0.7127772166505673,0.2926835753120112,0.2826407443575611,0.7448760391205427,0.6965491707545228,0.30660300642938126,0.28026484747349745,0.6609391662995547,0.698942411668287,0.714957239468204
C1,no,Insulin,6.0606060606060606,0.18265795926983835,0.3872332755287494,0.7128253136789341,0.29266525697914103,0.28262707258534525,0.744899426785033,0.6965566953244139,0.3065215688030275,0.2802295297323738,0.6609018966223156,0.6989523811306543,0.7149575086663292
C1,no,Insulin,6.565656565656566,0.18225952579080074,0.3871926392885339,0.7128473066836016,0.2926560924847177,0.2826207174524231,0.744909454381161,0.6965620730437044,0.3064766930853668,0.28020970326284556,0.6608844755828852,0.698956580131541,0.7149576189286193
C1,no,Insulin,7.070707070707071,0.18201845429354746,0.3871714997860882,0.7128573797909147,0.292651438683288,0.28261775602667366,0.7449137583553717,0.6965654606427086,0.3064521318701729,0.2801983425947926,0.6608763171342857,0.6989582720203187,0.714957663873467
C1,no,Insulin,7.575757575757576,0.18187254863628624,0.3871604971742721,0.7128620004216859,0.29264903748174625,0.2826163726401771,0.7449156080592217,0.6965674550231401,0.30643876218172084,0.2801917305622242,0.6608724889302857,0.6989589024826849,0.7149576832895171
