NON $ % + - .
#NON	b	c	e	a	d
0.0	0.9710667425247951	0.7856875513157635	0.5357262227307696	0.5988751641803076	0.15196323907994536
0.5050505050505051	0.492568899504031	0.433849752266208	0.4253228342366878	0.3966338612016766	0.24564316181019144
1.0101010101010102	0.298599726571962	0.24870001469001982	0.3456110179602675	0.3027036776170531	0.28091061614068646
1.5151515151515151	0.21500008570872609	0.1498300364994312	0.2892652558788879	0.25578305537213264	0.2899694493076759
2.0202020202020203	0.1772007938543591	0.09671056387133717	0.25078449709309003	0.23167669046126005	0.28866699331487383
2.5252525252525255	0.15972535177851593	0.06812304310911294	0.2254634516710772	0.2195385830818763	0.28433930481113956
3.0303030303030303	0.15169693688072297	0.052751276213143704	0.20937024673383708	0.21378375447093376	0.28002951139039617
3.5353535353535355	0.14813544773404136	0.044507551332092686	0.1994504119486129	0.21132473786696443	0.27671518513810694
4.040404040404041	0.14666337523412656	0.04010504246746001	0.19349641415285773	0.21046020511013208	0.27448092010888464
4.545454545454546	0.14613381324871766	0.03776747829175349	0.19000514169814336	0.21029506991236543	0.27310435392863686
5.050505050505051	0.14600199728726146	0.03653563486718878	0.18800026459356528	0.210389976010161	0.27231710255682073
5.555555555555556	0.14601867492639964	0.03589264077063298	0.1868709085959102	0.2105483799095646	0.2718986569739413
6.0606060606060606	0.1460767588978121	0.03556098675115666	0.18624629363068296	0.21069410458326107	0.27169465666322584
6.565656565656566	0.14613500384934627	0.03539244953451476	0.18590702065581952	0.2108056287416556	0.2716070890852321
7.070707070707071	0.1461808942546889	0.035308403875860546	0.185726105395313	0.21088330563321747	0.27157812442561274
7.575757575757576	0.14621327722855573	0.03526750596272578	0.1856315004270208	0.21093429984945908	0.27157579782559305
8.080808080808081	0.14623468318625343	0.035248254036183896	0.18558308466451456	0.21096640612702602	0.27158360843466234
8.585858585858587	0.14624821379788489	0.035239612992202136	0.18555891403653432	0.21098598180285022	0.27159373497286415
9.090909090909092	0.14625648517494513	0.035236017475000124	0.18554720392768553	0.21099760994141795	0.2716029301675046
9.595959595959597	0.14626140707114407	0.03523471972687375	0.18554174662055165	0.21100436392322908	0.271610188355799
10.101010101010102	0.14626426987087515	0.035234400814147915	0.18553933675132114	0.21100820927092223	0.2716154885460527
