Networkname,Nodes,Bin_method,Learn_method,Timepoints,Runtime_in_sec.,TP,TN,FP,FN,Pre,Rec,ACC,BACC,MCC
Gold_5_16_10_2018_13_48.sif,5,KM3,BESTFIT,100,1,2,13,3,7,0.4,0.2222222222222222,0.6,0.3,0.041666666666666664
Gold_9_16_10_2018_13_48.sif,9,KM3,BESTFIT,100,1,1,62,5,13,0.16666666666666666,0.07142857142857142,0.7777777777777778,0.3888888888888889,-0.004617570965396101
Gold_8_16_10_2018_13_48.sif,8,KM3,BESTFIT,100,3,2,44,6,12,0.25,0.14285714285714285,0.71875,0.359375,0.02857142857142857
Gold_7_16_10_2018_13_48.sif,7,KM3,BESTFIT,100,3,3,32,6,8,0.3333333333333333,0.2727272727272727,0.7142857142857143,0.35714285714285715,0.1237376449779492
Gold_6_16_10_2018_13_48.sif,6,KM3,BESTFIT,100,0,1,24,1,10,0.5,0.09090909090909091,0.6944444444444444,0.3472222222222222,0.10237813937779829
Gold_4_16_10_2018_13_48.sif,4,KM3,BESTFIT,100,0,1,7,3,5,0.25,0.16666666666666666,0.5,0.25,-0.14907119849998599
