NON $ % + - .
#NON	b	d	c	a	e
29.7979797979798	0.0020775100843106733	0.18924252585366064	0.1944263654150282	0.2871930371887079	0.22795665763900785
30.303030303030305	0.0020775101273771425	0.1892425258536606	0.194426365417878	0.2871930371887067	0.22795665763925815
30.80808080808081	0.0020775101704436118	0.18924252585366055	0.1944263654207278	0.28719303718870554	0.22795665763950848
31.313131313131315	0.0020775102135100814	0.18924252585366053	0.1944263654235776	0.2871930371887043	0.2279566576397588
31.81818181818182	0.0020775102565765507	0.18924252585366047	0.19442636542642738	0.2871930371887031	0.2279566576400091
32.323232323232325	0.0020775102996430203	0.18924252585366041	0.1944263654292772	0.2871930371887019	0.22795665764025944
32.82828282828283	0.0020775103427094896	0.1892425258536604	0.194426365432127	0.2871930371887007	0.22795665764050976
33.333333333333336	0.002077510385775959	0.18924252585366033	0.1944263654349768	0.2871930371886995	0.22795665764076006
33.83838383838384	0.0020775104288424284	0.1892425258536603	0.1944263654378266	0.2871930371886983	0.2279566576410104
34.343434343434346	0.002077510471908898	0.18924252585366025	0.1944263654406764	0.2871930371886971	0.22795665764126072
34.84848484848485	0.0020775105149753673	0.18924252585366022	0.19442636544352618	0.2871930371886959	0.22795665764151105
35.35353535353536	0.002077510538042622	0.1892425258536602	0.19442636544486844	0.2871930371886953	0.2279566576416376
35.85858585858586	0.0020775105456124305	0.1892425258536602	0.1944263654450425	0.28719303718869527	0.2279566576416683
36.36363636363637	0.0020775105531822395	0.18924252585366017	0.19442636544521658	0.28719303718869515	0.22795665764169898
36.86868686868687	0.002077510560752048	0.18924252585366017	0.19442636544539063	0.2871930371886951	0.22795665764172968
37.37373737373738	0.002077510568321857	0.18924252585366017	0.19442636544556471	0.287193037188695	0.22795665764176037
37.87878787878788	0.0020775105758916654	0.18924252585366017	0.19442636544573877	0.2871930371886949	0.22795665764179107
38.38383838383839	0.0020775105834614743	0.18924252585366017	0.19442636544591282	0.2871930371886948	0.22795665764182177
38.88888888888889	0.002077510591031283	0.18924252585366014	0.1944263654460869	0.2871930371886947	0.22795665764185247
39.3939393939394	0.0020775105986010917	0.18924252585366014	0.19442636544626096	0.28719303718869466	0.22795665764188316
39.8989898989899	0.0020775106061709002	0.18924252585366014	0.19442636544643505	0.28719303718869454	0.22795665764191386
40.40404040404041	0.002077510613740709	0.18924252585366014	0.1944263654466091	0.28719303718869443	0.22795665764194456
40.909090909090914	0.0020775106213105177	0.1892425258536601	0.19442636544678318	0.2871930371886944	0.22795665764197526
41.41414141414142	0.0020775106288803266	0.1892425258536601	0.19442636544695724	0.28719303718869427	0.22795665764200593
41.919191919191924	0.0020775106347235926	0.1892425258536601	0.19442636544709072	0.2871930371886942	0.22795665764202955
42.42424242424243	0.002077510634959802	0.1892425258536601	0.1944263654470925	0.2871930371886942	0.22795665764203019
42.929292929292934	0.002077510635196011	0.1892425258536601	0.19442636544709427	0.2871930371886942	0.22795665764203082
43.43434343434344	0.0020775106354322206	0.1892425258536601	0.19442636544709604	0.2871930371886942	0.22795665764203143
43.939393939393945	0.0020775106356684296	0.1892425258536601	0.19442636544709782	0.2871930371886942	0.22795665764203207
44.44444444444445	0.002077510635904639	0.1892425258536601	0.1944263654470996	0.2871930371886942	0.2279566576420327
44.949494949494955	0.002077510636140848	0.1892425258536601	0.19442636544710137	0.2871930371886942	0.22795665764203335
45.45454545454546	0.0020775106363770577	0.1892425258536601	0.19442636544710315	0.2871930371886942	0.227956657642034
45.959595959595966	0.0020775106366132667	0.1892425258536601	0.19442636544710493	0.2871930371886942	0.22795665764203463
46.46464646464647	0.0020775106368494762	0.1892425258536601	0.1944263654471067	0.2871930371886942	0.22795665764203527
46.969696969696976	0.0020775106370856857	0.1892425258536601	0.19442636544710848	0.2871930371886942	0.2279566576420359
47.47474747474748	0.0020775106373218948	0.1892425258536601	0.19442636544711026	0.2871930371886942	0.22795665764203651
47.979797979797986	0.0020775106375581043	0.1892425258536601	0.19442636544711203	0.28719303718869416	0.22795665764203715
48.484848484848484	0.0020775106377943133	0.1892425258536601	0.1944263654471138	0.28719303718869416	0.2279566576420378
48.98989898989899	0.002077510638030523	0.1892425258536601	0.19442636544711558	0.28719303718869416	0.22795665764203843
49.494949494949495	0.002077510638266732	0.1892425258536601	0.19442636544711736	0.28719303718869416	0.22795665764203907
50.0	0.0020775106385029414	0.1892425258536601	0.19442636544711914	0.28719303718869416	0.2279566576420397
