NON $ % + - .
#NON	b	d	c	a	e
0.0	0.3988761186733387	0.16386777405329767	0.6781400830100053	0.4128187138654019	0.11094059956165558
0.5050505050505051	0.18748525757378548	0.17682659775870327	0.31658563393598677	0.3273751110683672	0.15180483761389763
1.0101010101010102	0.09205604251885793	0.1832366731546036	0.21855377521053787	0.29906448584741296	0.18064870754088605
1.5151515151515151	0.047691722100575165	0.18635303445466495	0.19474604622074138	0.2901565011945904	0.19937925372388682
2.0202020202020203	0.026321302482957082	0.18785592358732997	0.19063503396183298	0.287606896171997	0.21097323000744314
2.5252525252525255	0.015597703671255295	0.18857794186239035	0.19107508430182596	0.28701980477569494	0.21795676356241034
3.0303030303030303	0.009970852444127659	0.18892418432212027	0.19214811781298222	0.28697283602022067	0.2220988972382998
3.5353535353535355	0.006878781194589471	0.1890900802278585	0.19300651568701455	0.2870368734837415	0.22453463288451417
4.040404040404041	0.005101287111971579	0.18916953317314428	0.19357272893167168	0.287099515280539	0.2259602205896252
4.545454545454546	0.0040361618607861575	0.18920757831609386	0.19392127001594311	0.2871413282206785	0.22679255226549483
5.050505050505051	0.003374350251550082	0.189225794126296	0.19412964249387288	0.28716571727470186	0.22727795147231888
5.555555555555556	0.0029505478475343565	0.18923451516879294	0.19425260643705924	0.2871790096042002	0.22756090476305366
6.0606060606060606	0.0026725331560816506	0.1892386906951126	0.19432474916908923	0.287185970255512	0.22772584281436367
6.565656565656566	0.002486719912797655	0.18924068978892386	0.1943669703033099	0.2871895239953714	0.22782200455428475
7.070707070707071	0.0023607729083485332	0.1892416468148311	0.1943916541616926	0.28719130700830897	0.22787808121385525
7.575757575757576	0.0022745057279440857	0.18924210516984283	0.19440608007636195	0.2871921910113026	0.2279107946073508
8.080808080808081	0.002214967580509543	0.18924232455698792	0.1944145104398799	0.2871926254406508	0.227929882762852
8.585858585858587	0.002173652033486911	0.1892424294219467	0.194419437384357	0.2871928379252524	0.22794102198048238
9.090909090909092	0.0021448661829277767	0.18924247989156806	0.19442231809106594	0.28719294095102066	0.2279475275166855
9.595959595959597	0.002124755255580669	0.1892425038911134	0.19442399708395058	0.287192990844075	0.22795132517481764
10.101010101010102	0.0021106762465429476	0.1892425154156473	0.19442498660110957	0.2871930152626795	0.22795354343842303
10.606060606060607	0.0021008068449478827	0.18924252087947258	0.19442555406427922	0.2871930261704221	0.22795483833812946
11.111111111111112	0.0020938810002972268	0.189242523474043	0.194425892132715	0.28719303194240864	0.22795559470111706
11.616161616161618	0.002089017770613075	0.18924252471424252	0.19442608911921547	0.28719303468952967	0.22795603650191734
12.121212121212121	0.0020856010317130687	0.18924252530795876	0.19442620394233345	0.28719303599746165	0.22795629463267367
12.626262626262626	0.002083195579085295	0.18924252559383917	0.19442627128612855	0.2871930366232692	0.22795644599789774
13.131313131313131	0.0020815099520729145	0.18924252572771014	0.19442631027596316	0.2871930369151869	0.22795653362406904
13.636363636363637	0.002080328088947342	0.18924252579212902	0.19442633293063996	0.28719303705538657	0.2279565845628433
14.141414141414142	0.002079491519952502	0.18924252582938084	0.19442634668896216	0.2871930371368116	0.2279566155524387
14.646464646464647	0.0020789034112626806	0.18924252584555198	0.1944263546713272	0.2871930371718815	0.22795663348211836
15.151515151515152	0.0020784908066993815	0.18924252584902285	0.19442635916859283	0.28719303717869904	0.22795664349840772
15.656565656565657	0.002078201783261206	0.18924252585014095	0.19442636180737138	0.28719303718042144	0.22795664933530774
16.161616161616163	0.0020779947803285168	0.18924252585486773	0.1944263636722078	0.2871930371905755	0.22795665349924202
16.666666666666668	0.0020778485620951016	0.18924252586086668	0.19442636481955672	0.28719303720443135	0.22795665617404856
17.171717171717173	0.0020777463048492657	0.18924252586405185	0.19442636533327742	0.2871930372126613	0.22795665753740485
17.67676767676768	0.0020776742527605957	0.18924252586102683	0.19442636534129165	0.28719303720698036	0.22795665780458282
18.181818181818183	0.002077625988763585	0.18924252585416018	0.19442636514683403	0.287193037191746	0.2279566575438311
18.68686868686869	0.0020775903506713234	0.18924252584846776	0.19442636511915515	0.2871930371773214	0.22795665745104807
19.191919191919194	0.002077566381219178	0.18924252584589854	0.19442636525087273	0.28719303716846123	0.22795665751153513
19.6969696969697	0.00207754991860367	0.1892425258470446	0.1944263654855556	0.2871930371677367	0.22795665760533318
20.202020202020204	0.0020775388654974353	0.18924252585073192	0.19442636579788392	0.2871930371734491	0.22795665768513268
20.70707070707071	0.002077530975378183	0.1892425258549909	0.1944263661625442	0.28719303718231504	0.22795665770814263
21.212121212121215	0.0020775252164028125	0.1892425258578079	0.19442636657621404	0.28719303719026684	0.2279566576949849
21.71717171717172	0.00207752106303133	0.18924252585842022	0.19442636703558064	0.2871930371955175	0.22795665766166776
22.222222222222225	0.0020775180417295152	0.18924252585691811	0.1944263675328223	0.28719303719733974	0.22795665763700554
22.72727272727273	0.0020775152354955643	0.18924252585731446	0.1944263674771873	0.2871930371995474	0.2279566576180807
23.232323232323235	0.0020775131622721224	0.18924252585723114	0.1944263672190746	0.2871930371998346	0.22795665760824768
23.73737373737374	0.002077511826877183	0.18924252585664603	0.1944263667617436	0.2871930371981798	0.2279566576075377
24.242424242424242	0.0020775112293107455	0.18924252585555912	0.19442636610519434	0.2871930371945831	0.22795665761595074
24.747474747474747	0.00207751039209206	0.1892425258551743	0.1944263658538835	0.28719303719350603	0.22795665761643966
25.252525252525253	0.002077509851309232	0.18924252585483128	0.19442636567630375	0.28719303719250167	0.22795665761835376
25.757575757575758	0.0020775096401859506	0.1892425258544892	0.19442636555191015	0.2871930371914184	0.2279566576222725
26.262626262626263	0.002077509758722217	0.18924252585414802	0.1944263654807027	0.28719303719025624	0.2279566576281958
26.767676767676768	0.002077509198131704	0.18924252585366225	0.1944263652586407	0.2871930371887637	0.22795665763194004
27.272727272727273	0.002077509443147216	0.18924252585366175	0.19442636530629795	0.2871930371887469	0.22795665763398082
27.77777777777778	0.0020775096881627277	0.18924252585366128	0.1944263653539552	0.28719303718873007	0.22795665763602163
28.282828282828284	0.0020775099331782395	0.1892425258536608	0.19442636540161243	0.28719303718871325	0.22795665763806242
28.78787878787879	0.0020775099981777344	0.18924252585366072	0.19442636540932862	0.2871930371887103	0.2279566576385072
29.292929292929294	0.0020775100412442037	0.1892425258536607	0.1944263654121784	0.28719303718870914	0.22795665763875753
