NON $ % + - . 0
#NON	b	d	f	e	c	a
33.333333333333336	0.06733061187715494	0.1958199290054713	0.28041986131428986	0.17742861759141595	0.24179502487388604	0.14825555253257292
33.83838383838384	0.06733061187687384	0.19581992900467296	0.28041986131313573	0.17742861759126013	0.24179502487360868	0.1482555525322908
34.343434343434346	0.06733061187659273	0.19581992900387465	0.2804198613119816	0.17742861759110432	0.2417950248733313	0.1482555525320087
34.84848484848485	0.0673306118763116	0.19581992900307635	0.28041986131082747	0.1774286175909485	0.24179502487305393	0.1482555525317266
35.35353535353536	0.0673306118760305	0.19581992900227801	0.28041986130967334	0.17742861759079268	0.24179502487277657	0.14825555253144448
35.85858585858586	0.06733061187574939	0.1958199290014797	0.2804198613085192	0.17742861759063686	0.2417950248724992	0.14825555253116238
36.36363636363637	0.06733061187546828	0.1958199290006814	0.28041986130736507	0.17742861759048104	0.24179502487222185	0.14825555253088027
36.86868686868687	0.06733061187518717	0.1958199289998831	0.28041986130621094	0.17742861759032522	0.2417950248719445	0.14825555253059816
37.37373737373738	0.06733061187490606	0.19581992899908476	0.2804198613050568	0.1774286175901694	0.2417950248716671	0.14825555253031608
37.87878787878788	0.06733061187462495	0.19581992899828646	0.2804198613039027	0.17742861759001358	0.24179502487138974	0.14825555253003397
38.38383838383839	0.06733061187434385	0.19581992899748815	0.28041986130274854	0.17742861758985776	0.24179502487111237	0.14825555252975187
38.88888888888889	0.06733061187406274	0.19581992899668982	0.2804198613015944	0.17742861758970194	0.241795024870835	0.14825555252946976
39.3939393939394	0.06733061187378162	0.1958199289958915	0.2804198613004403	0.17742861758954612	0.24179502487055765	0.14825555252918765
39.8989898989899	0.0673306118735005	0.1958199289950932	0.28041986129928614	0.1774286175893903	0.24179502487028026	0.14825555252890554
40.40404040404041	0.0673306118732194	0.19581992899429487	0.280419861298132	0.1774286175892345	0.2417950248700029	0.14825555252862344
40.909090909090914	0.06733061187293829	0.19581992899349657	0.2804198612969779	0.17742861758907869	0.24179502486972554	0.14825555252834136
41.41414141414142	0.06733061187265718	0.19581992899269826	0.28041986129582375	0.17742861758892287	0.24179502486944818	0.14825555252805925
41.919191919191924	0.06733061187237607	0.19581992899189996	0.2804198612946696	0.17742861758876705	0.24179502486917082	0.14825555252777714
42.42424242424243	0.06733061187209496	0.19581992899110162	0.2804198612935155	0.17742861758861123	0.24179502486889343	0.14825555252749503
42.929292929292934	0.06733061187181386	0.19581992899030332	0.28041986129236135	0.1774286175884554	0.24179502486861607	0.14825555252721292
43.43434343434344	0.06733061187153275	0.195819928989505	0.2804198612912072	0.1774286175882996	0.2417950248683387	0.14825555252693082
43.939393939393945	0.06733061187125162	0.19581992898870668	0.2804198612900531	0.17742861758814377	0.24179502486806134	0.1482555525266487
44.44444444444445	0.06733061187097052	0.19581992898790837	0.28041986128889895	0.17742861758798795	0.24179502486778398	0.1482555525263666
44.949494949494955	0.06733061187068941	0.19581992898711006	0.2804198612877448	0.17742861758783213	0.24179502486750662	0.14825555252608452
45.45454545454546	0.0673306118704083	0.19581992898631176	0.2804198612865907	0.1774286175876763	0.24179502486722923	0.14825555252580241
45.959595959595966	0.06733061187012719	0.19581992898551343	0.28041986128543656	0.1774286175875205	0.24179502486695187	0.1482555525255203
46.46464646464647	0.06733061186984608	0.19581992898471512	0.2804198612842824	0.17742861758736467	0.2417950248666745	0.1482555525252382
46.969696969696976	0.06733061186956497	0.1958199289839168	0.2804198612831283	0.17742861758720885	0.24179502486639715	0.1482555525249561
47.47474747474748	0.06733061186928387	0.19581992898311848	0.28041986128197416	0.17742861758705303	0.24179502486611978	0.14825555252467398
47.979797979797986	0.06733061186900276	0.19581992898232017	0.28041986128082	0.1774286175868972	0.2417950248658424	0.14825555252439188
48.484848484848484	0.06733061186872163	0.19581992898152187	0.2804198612796659	0.1774286175867414	0.24179502486556503	0.14825555252410977
48.98989898989899	0.06733061186844053	0.19581992898072353	0.28041986127851176	0.1774286175865856	0.24179502486528767	0.1482555525238277
49.494949494949495	0.06733061186815942	0.19581992897992523	0.28041986127735763	0.17742861758642978	0.2417950248650103	0.14825555252354558
50.0	0.06733061186787831	0.19581992897912692	0.2804198612762035	0.17742861758627396	0.24179502486473295	0.14825555252326347
