NON $ % + -
#NON	a	c	d	b
0.0	0.4482178896096868	0.31870838657300193	0.7966103999077371	0.3568849548071973
0.5050505050505051	0.31850978818063064	0.29021207828944573	0.31341340227633047	0.2057843133977124
1.0101010101010102	0.24079689848830044	0.25898772957856375	0.1999655878769217	0.17846086081527573
1.5151515151515151	0.19492168465940335	0.23264172893399945	0.17552974103351698	0.16997806121065176
2.0202020202020203	0.16730568784809877	0.2127580412135243	0.17092597364699016	0.16337226820618744
2.5252525252525255	0.15026728088860297	0.19857113932028164	0.1700541105770234	0.15767967098923202
3.0303030303030303	0.13955413310735795	0.18875961764147273	0.1696779750517717	0.15323286373288603
3.5353535353535355	0.13272888099775174	0.18210063146863203	0.16932878341620172	0.1499940599279018
4.040404040404041	0.12834128851812035	0.17763531264288368	0.16900759040960023	0.14772893617281505
4.545454545454546	0.125503339645148	0.1746646081500535	0.16874450729387008	0.1461821361674679
5.050505050505051	0.12366001454004093	0.17269860786259902	0.16854587172412147	0.14514122921506148
5.555555555555556	0.1224593264493507	0.17140205091396202	0.1684033699510693	0.14444726042297232
6.0606060606060606	0.12167572869429204	0.1705489549367827	0.1683043768321667	0.1439873897564747
6.565656565656566	0.12116368569260424	0.16998849111115946	0.16823700435152603	0.1436838485457744
7.070707070707071	0.12082880717810812	0.16962064836687304	0.16819175582284815	0.14348401623032023
7.575757575757576	0.12060966964502383	0.16937938107180708	0.16816162742076873	0.1433526839016341
8.080808080808081	0.12046622099888972	0.1692212064540001	0.1681416784346042	0.14326646798373258
8.585858585858587	0.12037229660461532	0.16911753694401507	0.16812851925036493	0.14320991203604608
9.090909090909092	0.12031079408562628	0.1690496081879406	0.16811986166660997	0.14317283212198378
9.595959595959597	0.12027050816975174	0.16900509544407483	0.16811417154484215	0.14314852649670962
10.101010101010102	0.12024412325926533	0.16897593244076925	0.1681104379878468	0.14313259782843943
10.606060606060607	0.12022683990629321	0.16895682700604875	0.16810798800172655	0.14312216289501248
11.111111111111112	0.12021551925001737	0.1689443110070575	0.16810638065661881	0.1431153241132752
11.616161616161618	0.12020810011596944	0.1689361078453849	0.16810532717523669	0.1431108420306507
