NON $ % + -
#NON	b	c	a	d
0.0	0.2447350762247743	0.8701297486947349	0.9518586666011424	0.9383149253441955
0.5050505050505051	0.22224120823739266	0.5331629380092088	0.3300338282269226	0.5959178871844558
1.0101010101010102	0.20095661926997416	0.37627211617977613	0.12826614603821138	0.37815500091324705
1.5151515151515151	0.1852905277893661	0.300739004767417	0.057917493633524324	0.24074331855879613
2.0202020202020203	0.17571519155349835	0.26330309850283645	0.03121077993748357	0.15483434421485845
2.5252525252525255	0.17091921925028003	0.24441602385206276	0.020113989851429946	0.10158508033425014
3.0303030303030303	0.16922962577901285	0.2348268288093647	0.015106269447923272	0.06882827748578425
3.5353535353535355	0.16925348521117742	0.22997214670861846	0.012696375682605215	0.048811030587605074
4.040404040404041	0.17003950702430146	0.22753902258895112	0.011485613494888951	0.036650420397016575
4.545454545454546	0.17102793681216227	0.22633981370858125	0.010861820083631039	0.029301299249466516
5.050505050505051	0.17193982108530967	0.22576312035810878	0.01053641127898067	0.024880667983382437
5.555555555555556	0.17267053582099595	0.22549561509768395	0.010365944876801121	0.02223273530081538
6.0606060606060606	0.17320872518298983	0.22537829000593265	0.010276743582400273	0.020652657077972182
6.565656565656566	0.17358332878190863	0.22533162339211452	0.010230286335191822	0.019713044885875414
7.070707070707071	0.17383385745841035	0.22531664642974464	0.010206274240332663	0.019156061453914318
7.575757575757576	0.17399660941277387	0.22531479475423344	0.010193991168360112	0.018826855457721156
8.080808080808081	0.17410008714416983	0.22531758468750485	0.010187792588695668	0.018632803921577918
8.585858585858587	0.17416482064730554	0.22532138695756346	0.010184719724376474	0.018518708270671147
9.090909090909092	0.17420481752950046	0.22532482716757085	0.010183232694453627	0.018451784778419647
9.595959595959597	0.17422929165370016	0.22532751991378588	0.010182536890259821	0.01841261718121301
10.101010101010102	0.17424415414890615	0.2253294760438242	0.010182227601984908	0.018389742891704502
10.606060606060607	0.1742531226871663	0.22533083334831833	0.01018210151301748	0.01837641205805396
11.111111111111112	0.174258508381266	0.22533174631604666	0.010182058408885957	0.01836865631664312
11.616161616161618	0.17426172809266233	0.22533234718930975	0.010182050518946318	0.018364154093781778
12.121212121212121	0.17426364592052102	0.22533273588500585	0.010182055569318858	0.018361545051721533
12.626262626262626	0.1742647844980971	0.22533298414066807	0.010182063979472985	0.018360036107066414
13.131313131313131	0.17426545859983905	0.22533314090321566	0.010182071870630489	0.0183591634755807
13.636363636363637	0.17426585641790196	0.22533323920308282	0.010182078293068435	0.018358662488593688
14.141414141414142	0.174266090652308	0.22533330026231171	0.010182082982542357	0.018358374065357456
14.646464646464647	0.17426622786983723	0.22533333788090937	0.010182086227181643	0.018358208342702974
15.151515151515152	0.1742663088772428	0.22533336104376575	0.010182088427323566	0.018358113126391025
15.656565656565657	0.17426635633230617	0.22533337522585134	0.010182089873094716	0.018358058343947808
16.161616161616163	0.17426638434424035	0.22533338396313338	0.01018209082305305	0.01835802670325842
16.666666666666668	0.17426640044074607	0.22533338920631077	0.010182091429945016	0.018358009057628362
17.171717171717173	0.17426640965378273	0.2253333923404596	0.010182091810795421	0.01835799920353389
17.67676767676768	0.17426641503225712	0.2253333942360167	0.01018209204843409	0.018357993547931932
18.181818181818183	0.17426641814307897	0.22533339536951555	0.010182092194671918	0.018357990343538737
