NON $ % + -
#NON	a	c	b	d
0.0	0.34752788114548205	0.7772483705661657	0.4469857959943987	0.9884660531514344
0.5050505050505051	0.25572218451418294	0.4804764411957373	0.31688797197434415	0.3513200859321913
1.0101010101010102	0.20553053598757007	0.3747078457734044	0.2522845942499532	0.1831555045086304
1.5151515151515151	0.17747117732608914	0.3323833860456372	0.21987454889523525	0.13493848413667234
2.0202020202020203	0.1621536190734317	0.3139757303952081	0.20509846696981973	0.11887952838335794
2.5252525252525255	0.1541853937975232	0.30576306349346416	0.1986576737841725	0.11250477548114943
3.0303030303030303	0.15020032257718544	0.3020861964642215	0.1958067240302124	0.10963922569872928
3.5353535353535355	0.14825121660649945	0.30042833695524884	0.19449818557908544	0.10827636497439815
4.040404040404041	0.14730705110360198	0.2996702514058434	0.19387976036541302	0.10761697323577675
4.545454545454546	0.14685103015375758	0.2993179652949258	0.19358281718510806	0.10729713090564964
5.050505050505051	0.1466308293702408	0.29915196628281476	0.19343932478671572	0.10714214718059283
5.555555555555556	0.1465244429554784	0.2990729523580245	0.19336986158246158	0.10706713005048768
6.0606060606060606	0.14647301925351738	0.2990350969832231	0.1933362333162698	0.10703084150729211
6.565656565656566	0.14644815366114372	0.29901688788268654	0.1933199579711753	0.10701329028493863
7.070707070707071	0.14643612856336694	0.2990081091466252	0.19331208392247806	0.10700480221418904
7.575757575757576	0.14643031095304787	0.29900387026828196	0.19330827276215207	0.10700069518963291
8.080808080808081	0.1464274989925491	0.2990018233205931	0.19330643114445228	0.1069987110062303
8.585858585858587	0.14642613945637542	0.299000834192161	0.19330554123204668	0.10699775150778995
9.090909090909092	0.14642548060476565	0.2990003552210772	0.19330510963668665	0.10699728632294205
9.595959595959597	0.14642516073017817	0.29900012264151166	0.1933048999841197	0.10699706068042314
10.101010101010102	0.1464250068449687	0.299000010818532	0.19330479934244182	0.10699695198674394
10.606060606060607	0.1464249347475768	0.2989999583273737	0.1933047522939341	0.10699690121991519
11.111111111111112	0.14642489959629115	0.29899993284868887	0.19330472896707698	0.10699687637058422
11.616161616161618	0.14642488181199378	0.29899992007115983	0.19330471720867895	0.10699686358849797
12.121212121212121	0.14642487283171998	0.29899991343996274	0.19330471164855617	0.10699685735063491
12.626262626262626	0.14642486843386152	0.2989999101837415	0.1933047086780093	0.10699685437494885
13.131313131313131	0.14642486564926674	0.2989999081683118	0.193304706664102	0.10699685244403928
13.636363636363637	0.14642486406914748	0.2989999070105323	0.19330470559577062	0.10699685135398038
14.141414141414142	0.14642486365923182	0.2989999067288384	0.1933047054127642	0.10699685101461381
14.646464646464647	0.14642486322426201	0.29899990641865404	0.19330470513884376	0.10699685069452078
15.151515151515152	0.14642486335074054	0.29899990652384667	0.19330470525304122	0.10699685075260205
15.656565656565657	0.1464248633242831	0.29899990651677266	0.19330470526458968	0.10699685070535049
16.161616161616163	0.14642486361661058	0.2989999067336248	0.19330470545489467	0.10699685090424205
16.666666666666668	0.14642486383909456	0.29899990689861444	0.19330470559971286	0.10699685105570904
17.171717171717173	0.14642486386687506	0.2989999069190263	0.19330470561772697	0.1069968510749701
17.67676767676768	0.14642486389465556	0.2989999069394382	0.1933047056357411	0.10699685109423117
18.181818181818183	0.14642486392243606	0.29899990695985007	0.1933047056537552	0.10699685111349225
18.68686868686869	0.14642486395021656	0.29899990698026196	0.19330470567176933	0.10699685113275331
