NON $ % + - . 0 1 2 3 4 5 6 7 8 9 : ; < > ? @ A B
#NON	PLK1	WEE1	NEDD9	CDC25B	AURKAPresent	ENSA	AJUBA	GSK3B	GWL_MASTL	PP1	MT	TPX2	BORA	STMN	Cytokinesis	AURKAActive	PP2A	CDK1CCNBComplex	CentrosomeMat	STMNCanAct	MTCanAct	SpindleAssembly	hCPEB
0.0	0.9083246827317516	0.3374874151063274	0.21070935556036718	0.7988421040476629	0.8520167618368567	0.8987661801592929	0.5425115472859656	0.4871555032313273	0.2582758862660387	0.026844407238565626	0.8185841275614382	0.12729509340140166	0.7588185443291136	0.6624899871763374	0.7251290294825293	0.16323482982292248	0.6439416173131519	0.5577329664234982	0.8100633779982715	0.6616699914215161	0.49826040806005534	0.855393488919724	0.8051908925168431
0.5050505050505051	0.5634534747953102	0.49153604574263443	0.19681575331507437	0.39151565194015525	0.7233022998919996	0.36613444428434294	0.43833116972117264	0.33703267058552183	0.22692305223955098	0.2162463406151375	0.7086915029531751	0.23551236657115734	0.7792229472282739	0.720982806249741	0.4278005614485064	0.12429029427385863	0.2606486458236029	0.5695669903782039	0.3343224427193112	0.4221184524989816	0.3903301984923425	0.3951980632701062	0.45970527667546995
1.0101010101010102	0.4239967902994727	0.593428886234819	0.1828007448922739	0.2720863596252942	0.7121288125805082	0.2211812450825714	0.39049416029990325	0.2819874869920536	0.21758236944519704	0.31737604015861576	0.6561662249576119	0.2598783732101329	0.804050501991718	0.7474306087543262	0.29027071744338834	0.1051412489018635	0.2077595602953155	0.5953313165010351	0.23661181638773307	0.2974057751754568	0.3384403675159214	0.22027935299123713	0.303842874080811
1.5151515151515151	0.36246101270851344	0.6583834390359665	0.17218822420489047	0.23542419862144817	0.7118400848935537	0.18163954713438502	0.3679802683957328	0.26074022807698694	0.21505524890775865	0.3731299220374869	0.6311109508590861	0.25783099656778935	0.8273199644486274	0.7607224879532833	0.2188568470107117	0.09558546761155479	0.21087178294958775	0.6180789834833483	0.2232484609228872	0.22935630443373056	0.31253715462305337	0.15806522785589117	0.23269191056465113
2.0202020202020203	0.3326843257674596	0.6986338584213274	0.1650463985344062	0.22369565444084535	0.7094203366694062	0.17091595107613267	0.3572370598513535	0.2523261021614017	0.21472077443435572	0.40454833471635476	0.6191090356507654	0.2500587541935382	0.8465961354006126	0.767768117612873	0.1822073314530671	0.09050815733374326	0.21862717829211104	0.6348413799114929	0.2252654045794868	0.19064810314336217	0.299307522569216	0.1384379654435411	0.1997960994065395
2.5252525252525255	0.3170023074168981	0.7231521302055136	0.16048045091443505	0.21948176578452167	0.7065496242286781	0.1681328885409973	0.35207353678201025	0.24895597228252736	0.21510388598064883	0.42216496536111253	0.6133122064005389	0.24283727474592223	0.8611227745456276	0.7716777619227384	0.1647845353921395	0.08762743164802	0.22381129026789837	0.645425635745294	0.22817758253405876	0.16787750475841973	0.2924622464859853	0.13328025948262542	0.18432281244634563
3.0303030303030303	0.30817198627371956	0.7379630924894026	0.15762200229532206	0.2174809437154568	0.7043479116025726	0.16753441265253408	0.34958278556981903	0.2475996736026679	0.2156082242665976	0.4317954298731134	0.6104768302675445	0.2374687476928462	0.8712700489598041	0.7739397311626308	0.15713396773305244	0.08592100422463816	0.22670406516521693	0.6511298468907639	0.22993253422212034	0.15413964709679442	0.28889499561677257	0.13239405118910758	0.17687418447063658
3.5353535353535355	0.3029655076795476	0.7468867971941079	0.1558469960823648	0.2162105792868604	0.702932239813149	0.16750247658759435	0.34837916512774414	0.24705276634065987	0.2160090865933284	0.43691114243318413	0.6090659727093019	0.23379900490307787	0.8779729164103909	0.7752887119509143	0.15399779509407982	0.08488846289852119	0.2282277997644513	0.6537529964927294	0.23077807199382325	0.14570072294194586	0.2870288617031901	0.1325027660238974	0.17318549306540354
4.040404040404041	0.2998071072807665	0.7522675365787957	0.15474859233107652	0.2153018465797975	0.702100886191999	0.16758121916052454	0.3477970249505311	0.24683205819486723	0.2162640218588559	0.4395715985898731	0.6083489821091737	0.2313853812832119	0.882233576668912	0.7761071192822824	0.15278928108896156	0.08425871195169247	0.22901065667642925	0.6547521443182361	0.23112924030524873	0.14045232655474013	0.286050637290469	0.13271191799989984	0.17130052754531333
4.545454545454546	0.29785959965144526	0.7555202976269038	0.1540704021235532	0.2146513667504216	0.7016378569867474	0.1676524597868424	0.34751534882558616	0.24674296070261792	0.21640187603933636	0.44094149855930204	0.6079758903596759	0.22982841517931993	0.8848741591225945	0.7766072698266331	0.15235103232945732	0.08387398892277625	0.22940840814204125	0.6550204297559928	0.23125067578703967	0.13716108490852996	0.28553729973602143	0.13284744423543932	0.1703061834714438
