,,,Slide ID,a,b,c,d
,,,Antibody Name,a,b,c,d
,,,HUGO ID,a,b,c,d
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,0.0,0.5408463998038971,0.9089135837861392,0.3987758229646089,0.6552231523879313
C1,no,Insulin,1.0204081632653061,0.233642244607539,0.41189435025391097,0.08541637676543559,0.3016326384147014
C1,no,Insulin,2.0408163265306123,0.1905522691867665,0.2630640294979315,0.04775313241049732,0.25083346122424244
C1,no,Insulin,3.0612244897959187,0.18334960870782116,0.2194034021627051,0.04050287134622383,0.24256807843444317
C1,no,Insulin,4.081632653061225,0.182128996822952,0.20685472892743328,0.038683120419785645,0.2411898977178114
C1,no,Insulin,5.1020408163265305,0.18192346961610117,0.2032931120355295,0.03819259262373963,0.24095948291670707
C1,no,Insulin,6.122448979591837,0.18188901780003772,0.20228962636411957,0.0380585253650378,0.24092096984532277
C1,no,Insulin,7.142857142857143,0.18188325450932455,0.202008107359849,0.038021692621725826,0.24091453464295348
C1,no,Insulin,8.16326530612245,0.18188229119038254,0.2019293258282539,0.0380115288731517,0.24091345929679622
C1,no,Insulin,9.183673469387756,0.181882130471199,0.20190731489151212,0.03800871497886595,0.2409132799280194
C1,no,Insulin,10.204081632653061,0.18188210349992678,0.20190117102154176,0.038007933961252786,0.24091324984150764
C1,no,Insulin,11.224489795918368,0.1818820989990315,0.20189945775614662,0.038007716851841684,0.24091324478035572
C1,no,Insulin,12.244897959183675,0.181882097959668,0.20189898057672376,0.038007657479826464,0.24091324384620214
C1,no,Insulin,13.26530612244898,0.18188209812155182,0.20189884450936163,0.038007638894641586,0.24091324373390882
C1,no,Insulin,14.285714285714286,0.18188209789273677,0.20189880107954994,0.038007633867599484,0.24091324366444386
C1,no,Insulin,15.306122448979592,0.18188209793382223,0.20189878929250138,0.038007632451216807,0.240913243670764
C1,no,Insulin,16.3265306122449,0.18188209796045393,0.2018987874612933,0.03800763228615384,0.2409132436780833
C1,no,Insulin,17.346938775510203,0.18188209796293542,0.20189879068481037,0.03800763270556227,0.24091324368042785
C1,no,Insulin,18.367346938775512,0.1818820979635969,0.20189879182724824,0.03800763285224179,0.24091324368107964
C1,no,Insulin,19.387755102040817,0.18188209796410576,0.20189879273029698,0.03800763296808675,0.24091324368158246
C1,no,Insulin,20.408163265306122,0.18188209796424445,0.20189879305261424,0.03800763300913045,0.24091324368172387
C1,no,Insulin,21.42857142857143,0.18188209796434424,0.20189879328716678,0.03800763303899242,0.24091324368182573
C1,no,Insulin,22.448979591836736,0.1818820979643532,0.20189879331666055,0.03800763304272872,0.24091324368183514
C1,no,Insulin,23.46938775510204,0.18188209796436217,0.20189879334615435,0.03800763304646502,0.24091324368184455
C1,no,Insulin,24.48979591836735,0.18188209796437113,0.20189879337564814,0.03800763305020132,0.24091324368185396
C1,no,Insulin,25.510204081632654,0.18188209796438012,0.2018987934051419,0.038007633053937624,0.24091324368186337
C1,no,Insulin,26.53061224489796,0.1818820979643891,0.2018987934346357,0.03800763305767392,0.24091324368187278
C1,no,Insulin,27.551020408163264,0.18188209796439805,0.20189879346412948,0.03800763306141022,0.2409132436818822
C1,no,Insulin,28.571428571428573,0.18188209796440702,0.20189879349362327,0.03800763306514652,0.2409132436818916
C1,no,Insulin,29.591836734693878,0.18188209796441157,0.2018987935090097,0.038007633067095224,0.24091324368189643
C1,no,Insulin,30.612244897959183,0.18188209796441215,0.20189879351170847,0.03800763306743623,0.24091324368189704
C1,no,Insulin,31.63265306122449,0.18188209796441274,0.2018987935144073,0.038007633067777234,0.24091324368189768
C1,no,Insulin,32.6530612244898,0.18188209796441332,0.20189879351710607,0.03800763306811824,0.2409132436818983
C1,no,Insulin,33.673469387755105,0.1818820979644139,0.2018987935198049,0.03800763306845924,0.24091324368189893
C1,no,Insulin,34.69387755102041,0.1818820979644145,0.20189879352250367,0.03800763306880024,0.24091324368189954
C1,no,Insulin,35.714285714285715,0.1818820979644151,0.20189879352520249,0.03800763306914125,0.24091324368190017
C1,no,Insulin,36.734693877551024,0.18188209796441568,0.20189879352790127,0.03800763306948225,0.24091324368190078
C1,no,Insulin,37.755102040816325,0.18188209796441582,0.20189879352858742,0.03800763306956894,0.24091324368190098
C1,no,Insulin,38.775510204081634,0.18188209796441582,0.20189879352861434,0.03800763306957234,0.24091324368190098
C1,no,Insulin,39.79591836734694,0.18188209796441582,0.20189879352864123,0.03800763306957573,0.24091324368190098
C1,no,Insulin,40.816326530612244,0.18188209796441582,0.20189879352866816,0.038007633069579126,0.24091324368190098
C1,no,Insulin,41.83673469387755,0.18188209796441585,0.20189879352869508,0.038007633069582526,0.240913243681901
C1,no,Insulin,42.85714285714286,0.18188209796441585,0.20189879352872198,0.03800763306958592,0.240913243681901
C1,no,Insulin,43.87755102040816,0.18188209796441585,0.2018987935287489,0.03800763306958932,0.240913243681901
C1,no,Insulin,44.89795918367347,0.18188209796441585,0.20189879352877582,0.03800763306959271,0.240913243681901
C1,no,Insulin,45.91836734693878,0.18188209796441585,0.20189879352880272,0.038007633069596106,0.240913243681901
C1,no,Insulin,46.93877551020408,0.18188209796441585,0.20189879352882964,0.038007633069599506,0.240913243681901
C1,no,Insulin,47.95918367346939,0.18188209796441587,0.20189879352885653,0.0380076330696029,0.24091324368190103
C1,no,Insulin,48.9795918367347,0.18188209796441587,0.20189879352888346,0.03800763306960629,0.24091324368190103
C1,no,Insulin,50.0,0.18188209796441587,0.20189879352891038,0.03800763306960969,0.24091324368190103
