,,,Slide ID,e,a,c,d,b
,,,Antibody Name,e,a,c,d,b
,,,HUGO ID,e,a,c,d,b
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,0.0,0.8502113730256493,0.22095541836407462,0.6479772609344063,0.7664509710174642,0.9785193342823288
C1,no,Insulin,1.0204081632653061,0.07999526688104526,0.02977679924383216,0.2055947895241754,0.060957186499246765,0.2868509477648432
C1,no,Insulin,2.0408163265306123,0.007795811335154559,0.004365825471407622,0.0616806710240638,0.005604166930741038,0.08469856955654169
C1,no,Insulin,3.0612244897959187,0.0007694174549849033,0.0006314521796577721,0.01805134844806337,0.0005502126975051102,0.024307013516407048
C1,no,Insulin,4.081632653061225,7.599757724435796e-05,8.82406587316069e-05,0.005230474632506644,5.493608268388022e-05,0.006840584684293062
C1,no,Insulin,5.1020408163265305,7.456652082343831e-06,1.1914757101021993e-05,0.0015097561998701496,5.4459040262133395e-06,0.0018996772682966828
C1,no,Insulin,6.122448979591837,7.230308396091202e-07,1.55972172228735e-06,0.00043515112453569875,5.301639160417254e-07,0.0005214398373374437
C1,no,Insulin,7.142857142857143,6.918480498088421e-08,1.9878623571011266e-07,0.00012537400881843612,5.053882300849218e-08,0.00014150267361367656
C1,no,Insulin,8.16326530612245,6.513335099563138e-09,2.4703241535901977e-08,3.611646455084513e-05,4.70412291104133e-09,3.793629790709358e-05
C1,no,Insulin,9.183673469387756,6.023410553492325e-10,2.9960402890199665e-09,1.0402397218201209e-05,4.270558432772095e-10,1.0040718444701685e-05
C1,no,Insulin,10.204081632653061,5.6270616218376506e-11,3.5967945097529953e-10,2.9993076929169663e-06,3.900437820047836e-11,2.6228520250213307e-06
C1,no,Insulin,11.224489795918368,4.972369614947958e-12,4.137094970362003e-11,8.618389784836362e-07,3.3396983505633595e-12,6.760768000311965e-07
C1,no,Insulin,12.244897959183675,3.956184641321993e-13,4.747693428412294e-12,2.456724191214921e-07,2.421455638248321e-13,1.7728858405552795e-07
C1,no,Insulin,13.26530612244898,3.423016529442635e-14,5.049856234423481e-13,7.033244703865693e-08,2.0507434216417092e-14,4.177908144979258e-08
C1,no,Insulin,14.285714285714286,nan,nan,nan,nan,nan
C1,no,Insulin,15.306122448979592,nan,nan,nan,nan,nan
C1,no,Insulin,16.3265306122449,nan,nan,nan,nan,nan
C1,no,Insulin,17.346938775510203,nan,nan,nan,nan,nan
C1,no,Insulin,18.367346938775512,nan,nan,nan,nan,nan
C1,no,Insulin,19.387755102040817,nan,nan,nan,nan,nan
C1,no,Insulin,20.408163265306122,nan,nan,nan,nan,nan
C1,no,Insulin,21.42857142857143,nan,nan,nan,nan,nan
C1,no,Insulin,22.448979591836736,nan,nan,nan,nan,nan
C1,no,Insulin,23.46938775510204,nan,nan,nan,nan,nan
C1,no,Insulin,24.48979591836735,nan,nan,nan,nan,nan
C1,no,Insulin,25.510204081632654,nan,nan,nan,nan,nan
C1,no,Insulin,26.53061224489796,nan,nan,nan,nan,nan
C1,no,Insulin,27.551020408163264,nan,nan,nan,nan,nan
C1,no,Insulin,28.571428571428573,nan,nan,nan,nan,nan
C1,no,Insulin,29.591836734693878,nan,nan,nan,nan,nan
C1,no,Insulin,30.612244897959183,nan,nan,nan,nan,nan
C1,no,Insulin,31.63265306122449,nan,nan,nan,nan,nan
C1,no,Insulin,32.6530612244898,nan,nan,nan,nan,nan
C1,no,Insulin,33.673469387755105,nan,nan,nan,nan,nan
C1,no,Insulin,34.69387755102041,nan,nan,nan,nan,nan
C1,no,Insulin,35.714285714285715,nan,nan,nan,nan,nan
C1,no,Insulin,36.734693877551024,nan,nan,nan,nan,nan
C1,no,Insulin,37.755102040816325,nan,nan,nan,nan,nan
C1,no,Insulin,38.775510204081634,nan,nan,nan,nan,nan
C1,no,Insulin,39.79591836734694,nan,nan,nan,nan,nan
C1,no,Insulin,40.816326530612244,nan,nan,nan,nan,nan
C1,no,Insulin,41.83673469387755,nan,nan,nan,nan,nan
C1,no,Insulin,42.85714285714286,nan,nan,nan,nan,nan
C1,no,Insulin,43.87755102040816,nan,nan,nan,nan,nan
C1,no,Insulin,44.89795918367347,nan,nan,nan,nan,nan
C1,no,Insulin,45.91836734693878,nan,nan,nan,nan,nan
C1,no,Insulin,46.93877551020408,nan,nan,nan,nan,nan
C1,no,Insulin,47.95918367346939,nan,nan,nan,nan,nan
C1,no,Insulin,48.9795918367347,nan,nan,nan,nan,nan
C1,no,Insulin,50.0,nan,nan,nan,nan,nan
